family,instance,stratum,arm_id,best_ub,obj,cert_gap_pct,own_ub,cert_gap_own_pct,stop_reason,phases,ec_gain,total_rt_s,seeds_used,best_seed,n_seed_restarts,tier_final,stall_run_final,commit,source_dirty,error
ED,ED_n060_022_a50_065,hard_tail,B5,1764.0000,1737.0,1.530612,1766.0000,1.642129,STALL_STOP,4,0,1213.7,"42,123,456,789,1337,2024",42,4,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n060_022_a50_065,hard_tail,B7,1764.0000,1737.0,1.530612,1764.0000,1.530612,STALL_STOP,4,0,1214.3,"42,123,456,789,1337,2024",42,4,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n060_022_a50_065,hard_tail,B6,1764.0000,1737.0,1.530612,1766.0000,1.642129,STALL_STOP,4,0,1226.9,"42,123,456,789,1337,2024",42,4,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n060_022_a50_065,hard_tail,B8,1764.0000,1737.0,1.530612,1766.0000,1.642129,STALL_STOP,4,0,1225.0,42,42,4,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n060_022_a50_065,hard_tail,S,1764.0000,1737.0,1.530612,1764.0000,1.530612,STALL_STOP,4,0,1200.4,42,42,8,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_017_a50_050,hard_tail,B1,4443.0000,4420.0,0.517668,4446.0000,0.584795,STALL_STOP,4,0,1331.4,"42,123,456,789,1337,2024",42,4,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_017_a50_050,hard_tail,B3,4443.0000,4422.0,0.472654,4446.0000,0.539811,STALL_STOP,4,0,1327.0,"42,123,456,789,1337,2024",42,7,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_017_a50_050,hard_tail,B2,4443.0000,4421.0,0.495161,4446.0000,0.562303,STALL_STOP,4,0,1330.9,"42,123,456,789,1337,2024",42,4,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_017_a50_050,hard_tail,A0,4443.0000,4422.0,0.472654,4446.0000,0.539811,STALL_STOP,6,0,1974.3,"42,123,456,789,1337,2024",42,6,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_017_a50_050,hard_tail,B4,4443.0000,4421.0,0.495161,4446.0000,0.562303,STALL_STOP,4,0,1321.6,"42,123,456,789,1337,2024",456,16,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_017_a50_050,hard_tail,B6,4443.0000,4420.0,0.517668,4446.0000,0.584795,STALL_STOP,4,0,1324.6,"42,123,456,789,1337,2024",42,4,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_017_a50_050,hard_tail,B5,4443.0000,4422.0,0.472654,4446.0000,0.539811,STALL_STOP,6,0,1976.4,"42,123,456,789,1337,2024",42,6,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_017_a50_050,hard_tail,S,4443.0000,4419.0,0.540176,4443.0000,0.540176,STALL_STOP,4,0,1200.6,42,42,16,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_017_a50_050,hard_tail,B7,4443.0000,4422.0,0.472654,4443.0000,0.472654,STALL_STOP,6,0,1824.3,"42,123,456,789,1337,2024",42,6,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a50_065,hard_tail,A0,4922.0000,4899.0,0.467290,4924.0000,0.507717,STALL_STOP,4,1,1339.0,"42,123,456,789,1337,2024",42,4,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n130_017_a50_050,hard_tail,B8,4443.0000,4422.0,0.472654,4446.0000,0.539811,STALL_STOP,6,0,1978.4,42,42,6,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a50_065,hard_tail,B1,4922.0000,4901.0,0.426656,4925.0000,0.487310,STALL_STOP,4,0,1335.5,"42,123,456,789,1337,2024",42,4,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a50_065,hard_tail,B2,4922.0000,4899.0,0.467290,4925.0000,0.527919,STALL_STOP,4,0,1337.4,"42,123,456,789,1337,2024",42,5,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a50_065,hard_tail,B3,4922.0000,4902.0,0.406339,4925.0000,0.467005,STALL_STOP,4,1,1346.2,"42,123,456,789,1337,2024",42,5,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a50_065,hard_tail,B4,4922.0000,4898.0,0.487607,4924.0000,0.528026,STALL_STOP,4,0,1329.0,"42,123,456,789,1337,2024",42,12,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a50_065,hard_tail,B5,4922.0000,4898.0,0.487607,4924.0000,0.528026,STALL_STOP,4,0,1331.5,"42,123,456,789,1337,2024",42,4,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a50_065,hard_tail,B7,4922.0000,4899.0,0.467290,4922.0000,0.467290,STALL_STOP,4,1,1228.3,"42,123,456,789,1337,2024",42,4,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a50_065,hard_tail,B6,4922.0000,4899.0,0.467290,4925.0000,0.527919,STALL_STOP,6,0,1948.9,"42,123,456,789,1337,2024",42,6,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a50_065,hard_tail,S,4922.0000,4898.0,0.487607,4922.0000,0.487607,STALL_STOP,4,0,1200.4,42,42,12,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n080_045_a25_133,hard_tail,B3,1910.0000,1910.0,0.000000,1910.0000,0.000000,UB,2,0,495.6,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a50_065,hard_tail,B8,4922.0000,4899.0,0.467290,4925.0000,0.527919,STALL_STOP,6,0,1937.4,42,42,6,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n080_045_a25_133,hard_tail,B1,1910.0000,1901.0,0.471204,1921.0000,1.041124,STALL_STOP,7,0,2237.8,"42,123,456,789,1337,2024",42,7,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n080_045_a25_133,hard_tail,A0,1910.0000,1910.0,0.000000,1914.0000,0.208986,GAP<threshold,8,0,2532.6,"42,123,456,789,1337,2024",42,8,1,1,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n080_045_a25_133,hard_tail,B4,1910.0000,1871.0,2.041885,1922.0000,2.653486,STALL_STOP,5,0,1601.6,"42,123,456,789,1337,2024",42,5,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n080_045_a25_133,hard_tail,B2,1910.0000,1883.0,1.413613,1917.0000,1.773605,STALL_STOP,6,0,1939.0,"42,123,456,789,1337,2024",42,6,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n080_045_a25_133,hard_tail,B7,1910.0000,1910.0,0.000000,1910.0000,0.000000,GAP<threshold,2,2,639.7,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n080_045_a25_133,hard_tail,B8,1910.0000,1910.0,0.000000,1910.0000,0.000000,GAP<threshold,2,2,637.6,42,42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n080_045_a25_133,hard_tail,B6,1910.0000,1910.0,0.000000,1915.0000,0.261097,GAP<threshold,6,0,1917.9,"42,123,456,789,1337,2024",42,6,0,1,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n080_045_a25_133,hard_tail,B5,1910.0000,1910.0,0.000000,1914.0000,0.208986,GAP<threshold,8,0,2501.2,"42,123,456,789,1337,2024",42,8,1,1,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n080_045_a25_133,hard_tail,S,1910.0000,1871.0,2.041885,1910.0000,2.041885,STALL_STOP,4,0,1201.3,42,42,6,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
