family,instance,stratum,arm_id,best_ub,obj,cert_gap_pct,own_ub,cert_gap_own_pct,stop_reason,phases,ec_gain,total_rt_s,seeds_used,best_seed,n_seed_restarts,tier_final,stall_run_final,commit,source_dirty,error
D,D_n045_007_a50_020,closing,B7,1105.0000,1105.0,0.000000,1105.0000,0.000000,UB,1,0,62.7,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n045_007_a50_020,closing,B8,1105.0000,1105.0,0.000000,1105.0000,0.000000,UB,1,0,62.3,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n060_025_a50_074,closing,B5,2114.0000,2114.0,0.000000,2114.0000,0.000000,GAP<threshold,3,0,925.2,"42,123,456,789,1337,2024",42,3,1,1,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n060_025_a50_074,closing,B8,2114.0000,2114.0,0.000000,2114.0000,0.000000,GAP<threshold,3,0,935.8,42,42,3,1,1,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n065_028_a25_082,hard_tail,A0,1387.0000,1383.0,0.288392,1387.0000,0.288392,GAP<threshold,1,0,302.7,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n065_028_a25_082,hard_tail,B1,1387.0000,1383.0,0.288392,1387.0000,0.288392,GAP<threshold,1,0,302.2,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n065_028_a25_082,hard_tail,B2,1387.0000,1383.0,0.288392,1387.0000,0.288392,GAP<threshold,1,0,302.1,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n065_028_a25_082,hard_tail,B3,1387.0000,1383.0,0.288392,1387.0000,0.288392,GAP<threshold,1,0,302.1,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n065_028_a25_082,hard_tail,B4,1387.0000,1383.0,0.288392,1387.0000,0.288392,GAP<threshold,1,0,301.8,"42,123,456,789,1337,2024",42,5,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n065_028_a25_082,hard_tail,B5,1387.0000,1383.0,0.288392,1387.0000,0.288392,GAP<threshold,1,0,300.7,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n065_028_a25_082,hard_tail,B6,1387.0000,1383.0,0.288392,1387.0000,0.288392,GAP<threshold,1,0,302.0,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n065_028_a25_082,hard_tail,B7,1387.0000,1383.0,0.288392,1387.0000,0.288392,GAP<threshold,1,0,302.5,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n055_016_a25_046,closing,B1,984.0000,984.0,0.000000,984.0000,0.000000,UB,1,0,41.2,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n055_016_a25_046,closing,A0,984.0000,984.0,0.000000,984.0000,0.000000,UB,1,0,151.1,"42,123,456,789,1337,2024",123,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n065_028_a25_082,hard_tail,B8,1387.0000,1383.0,0.288392,1387.0000,0.288392,GAP<threshold,1,0,301.8,42,42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n065_028_a25_082,hard_tail,S,1387.0000,1383.0,0.288392,1387.0000,0.288392,GAP<threshold,1,0,300.0,42,42,4,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n055_016_a25_046,closing,B3,984.0000,984.0,0.000000,984.0000,0.000000,UB,1,0,46.0,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n045_007_a50_020,closing,B4,1105.0000,1017.0,7.963801,1119.0000,9.115282,STALL_STOP,4,0,1203.5,"42,123,456,789,1337,2024",42,26,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n055_016_a25_046,closing,B5,984.0000,984.0,0.000000,984.0000,0.000000,UB,1,0,150.7,"42,123,456,789,1337,2024",123,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n055_016_a25_046,closing,B6,984.0000,984.0,0.000000,984.0000,0.000000,UB,1,0,152.1,"42,123,456,789,1337,2024",123,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n055_016_a25_046,closing,B2,984.0000,984.0,0.000000,984.0000,0.000000,UB,1,0,271.4,"42,123,456,789,1337,2024",456,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n055_016_a25_046,closing,B7,984.0000,984.0,0.000000,984.0000,0.000000,UB,1,0,152.0,"42,123,456,789,1337,2024",123,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n045_007_a50_020,closing,S,1105.0000,1017.0,7.963801,1105.0000,7.963801,STALL_STOP,4,0,1200.2,42,42,20,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a25_076,closing,B2,858.0000,858.0,0.000000,858.0000,0.000000,UB,1,0,15.8,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n055_016_a25_046,closing,B8,984.0000,984.0,0.000000,984.0000,0.000000,UB,1,0,143.2,42,42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a25_076,closing,A0,858.0000,858.0,0.000000,858.0000,0.000000,UB,1,0,138.9,"42,123,456,789,1337,2024",123,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a25_076,closing,B1,858.0000,858.0,0.000000,858.0000,0.000000,UB,1,0,81.9,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a25_076,closing,B3,858.0000,858.0,0.000000,858.0000,0.000000,UB,1,0,84.2,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a25_076,closing,B5,858.0000,858.0,0.000000,858.0000,0.000000,UB,1,0,136.5,"42,123,456,789,1337,2024",123,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a25_076,closing,B6,858.0000,858.0,0.000000,858.0000,0.000000,UB,1,0,137.4,"42,123,456,789,1337,2024",123,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a25_076,closing,B7,858.0000,858.0,0.000000,858.0000,0.000000,UB,1,0,138.3,"42,123,456,789,1337,2024",123,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n065_019_a50_056,closing,A0,2352.0000,2352.0,0.000000,2352.0000,0.000000,UB,1,0,81.1,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a25_076,closing,B8,858.0000,858.0,0.000000,858.0000,0.000000,UB,1,0,192.0,42,42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n065_019_a50_056,closing,B1,2352.0000,2352.0,0.000000,2352.0000,0.000000,UB,1,0,137.4,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n065_019_a50_056,closing,B3,2352.0000,2352.0,0.000000,2352.0000,0.000000,UB,1,0,69.9,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n065_019_a50_056,closing,B2,2352.0000,2352.0,0.000000,2352.0000,0.000000,UB,1,0,162.8,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n065_019_a50_056,closing,B4,2352.0000,2352.0,0.000000,2352.0000,0.000000,UB,1,0,22.0,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n065_019_a50_056,closing,B5,2352.0000,2352.0,0.000000,2352.0000,0.000000,UB,1,0,78.7,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n065_019_a50_056,closing,B6,2352.0000,2352.0,0.000000,2352.0000,0.000000,UB,1,0,81.1,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n055_016_a25_046,closing,B4,984.0000,973.0,1.117886,986.0000,1.318458,STALL_STOP,3,0,908.0,"42,123,456,789,1337,2024",,21,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n065_019_a50_056,closing,S,2352.0000,2352.0,0.000000,2352.0000,0.000000,UB,1,0,26.4,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n065_019_a50_056,closing,B7,2352.0000,2352.0,0.000000,2352.0000,0.000000,UB,1,0,80.1,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EC,EC_n065_019_a50_056,closing,B8,2352.0000,2352.0,0.000000,2352.0000,0.000000,UB,1,0,80.1,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n055_016_a25_046,closing,S,984.0000,973.0,1.117886,984.0000,1.117886,STALL_STOP,3,0,900.2,42,,21,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a25_076,closing,B4,858.0000,833.0,2.913753,862.0000,3.364269,STALL_STOP,3,0,914.0,"42,123,456,789,1337,2024",,35,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n065_026_a25_076,closing,S,858.0000,833.0,2.913753,858.0000,2.913753,STALL_STOP,3,0,900.1,42,,33,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n120_014_a25_040,hard_tail,A0,3287.0000,3242.0,1.369030,3294.0000,1.578628,STALL_STOP,4,0,1220.9,"42,123,456,789,1337,2024",42,11,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n120_014_a25_040,hard_tail,B1,3287.0000,3242.0,1.369030,3294.0000,1.578628,STALL_STOP,4,0,1220.8,"42,123,456,789,1337,2024",42,8,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n120_014_a25_040,hard_tail,B2,3287.0000,3242.0,1.369030,3294.0000,1.578628,STALL_STOP,4,0,1221.7,"42,123,456,789,1337,2024",123,9,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n120_014_a25_040,hard_tail,B3,3287.0000,3242.0,1.369030,3294.0000,1.578628,STALL_STOP,4,0,1220.5,"42,123,456,789,1337,2024",42,13,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n120_014_a25_040,hard_tail,B4,3287.0000,2993.0,8.944326,3306.0000,9.467635,STALL_STOP,4,0,1217.5,"42,123,456,789,1337,2024",42,38,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n120_014_a25_040,hard_tail,B5,3287.0000,3242.0,1.369030,3294.0000,1.578628,STALL_STOP,4,0,1221.3,"42,123,456,789,1337,2024",42,11,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n055_020_a50_059,closing,B1,1790.0000,1789.0,0.055866,1790.0000,0.055866,GAP<threshold,2,0,617.1,"42,123,456,789,1337,2024",,2,2,2,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n055_020_a50_059,closing,A0,1790.0000,1790.0,0.000000,1790.0000,0.000000,GAP<threshold,3,0,913.9,"42,123,456,789,1337,2024",42,3,1,1,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n120_014_a25_040,hard_tail,B6,3287.0000,3242.0,1.369030,3294.0000,1.578628,STALL_STOP,4,0,1220.4,"42,123,456,789,1337,2024",42,12,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n120_014_a25_040,hard_tail,B7,3287.0000,3242.0,1.369030,3287.0000,1.369030,STALL_STOP,4,0,1204.7,"42,123,456,789,1337,2024",42,11,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n120_014_a25_040,hard_tail,B8,3287.0000,3242.0,1.369030,3294.0000,1.578628,STALL_STOP,4,0,1220.5,42,42,11,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n120_014_a25_040,hard_tail,S,3287.0000,2993.0,8.944326,3287.0000,8.944326,STALL_STOP,4,0,1200.1,42,42,36,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n055_020_a50_059,closing,B3,1790.0000,1790.0,0.000000,1790.0000,0.000000,UB,1,0,188.2,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n055_020_a50_059,closing,B7,1790.0000,1789.0,0.055866,1790.0000,0.055866,GAP<threshold,1,0,310.1,"42,123,456,789,1337,2024",,1,1,1,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n055_020_a50_059,closing,B2,1790.0000,1789.0,0.055866,1790.0000,0.055866,GAP<threshold,2,0,614.3,"42,123,456,789,1337,2024",,2,2,2,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n055_020_a50_059,closing,S,1790.0000,1790.0,0.000000,1790.0000,0.000000,UB,1,0,189.4,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n055_020_a50_059,closing,B4,1790.0000,1789.0,0.055866,1790.0000,0.055866,GAP<threshold,2,0,613.9,"42,123,456,789,1337,2024",,4,2,2,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n055_020_a50_059,closing,B6,1790.0000,1789.0,0.055866,1790.0000,0.055866,GAP<threshold,2,0,613.3,"42,123,456,789,1337,2024",,2,0,2,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n055_020_a50_059,closing,B5,1790.0000,1790.0,0.000000,1790.0000,0.000000,GAP<threshold,3,0,906.8,"42,123,456,789,1337,2024",42,3,1,1,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n055_020_a50_059,closing,B8,1790.0000,1790.0,0.000000,1790.0000,0.000000,GAP<threshold,3,0,913.9,42,42,3,1,1,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n130_017_a25_049,hard_tail,B2,3072.0000,3061.0,0.358073,3074.0000,0.422902,STALL_STOP,4,0,1283.0,"42,123,456,789,1337,2024",42,5,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n130_017_a25_049,hard_tail,B4,3072.0000,2899.0,5.631510,3085.0000,6.029173,STALL_STOP,3,0,985.2,"42,123,456,789,1337,2024",,21,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n130_017_a25_049,hard_tail,B3,3072.0000,3062.0,0.325521,3073.0000,0.357956,STALL_STOP,4,0,1272.8,"42,123,456,789,1337,2024",123,12,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n130_017_a25_049,hard_tail,B1,3072.0000,3062.0,0.325521,3073.0000,0.357956,STALL_STOP,5,0,1571.9,"42,123,456,789,1337,2024",42,10,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n130_017_a25_049,hard_tail,A0,3072.0000,3062.0,0.325521,3073.0000,0.357956,STALL_STOP,6,0,1874.6,"42,123,456,789,1337,2024",42,13,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a25_064,hard_tail,A0,2772.0000,2767.0,0.180375,2772.0000,0.180375,GAP<threshold,1,0,301.2,"42,123,456,789,1337,2024",456,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a25_064,hard_tail,B1,2772.0000,2767.0,0.180375,2772.0000,0.180375,GAP<threshold,1,0,301.8,"42,123,456,789,1337,2024",123,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n130_017_a25_049,hard_tail,B5,3072.0000,3062.0,0.325521,3073.0000,0.357956,STALL_STOP,6,0,1871.4,"42,123,456,789,1337,2024",42,13,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n130_017_a25_049,hard_tail,S,3072.0000,2899.0,5.631510,3072.0000,5.631510,STALL_STOP,3,0,900.2,42,,21,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a25_064,hard_tail,B2,2772.0000,2767.0,0.180375,2772.0000,0.180375,GAP<threshold,1,0,301.2,"42,123,456,789,1337,2024",42,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a25_064,hard_tail,B3,2772.0000,2766.0,0.216450,2772.0000,0.216450,GAP<threshold,1,0,302.7,"42,123,456,789,1337,2024",123,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n130_017_a25_049,hard_tail,B8,3072.0000,3062.0,0.325521,3073.0000,0.357956,STALL_STOP,5,0,1575.4,42,42,11,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a25_064,hard_tail,B5,2772.0000,2767.0,0.180375,2772.0000,0.180375,GAP<threshold,1,0,300.0,"42,123,456,789,1337,2024",456,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a25_064,hard_tail,B6,2772.0000,2767.0,0.180375,2772.0000,0.180375,GAP<threshold,1,0,301.4,"42,123,456,789,1337,2024",456,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n130_017_a25_049,hard_tail,B7,3072.0000,3062.0,0.325521,3072.0000,0.325521,STALL_STOP,6,0,1807.9,"42,123,456,789,1337,2024",42,13,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n130_017_a25_049,hard_tail,B6,3072.0000,3062.0,0.325521,3073.0000,0.357956,STALL_STOP,6,0,1874.7,"42,123,456,789,1337,2024",42,13,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a25_064,hard_tail,B7,2772.0000,2767.0,0.180375,2772.0000,0.180375,GAP<threshold,1,0,301.1,"42,123,456,789,1337,2024",456,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a25_064,hard_tail,B8,2772.0000,2767.0,0.180375,2772.0000,0.180375,GAP<threshold,1,0,301.1,42,42,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a25_103,hard_tail,A0,1702.0000,1701.0,0.058754,1702.0000,0.058754,GAP<threshold,1,0,318.6,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a25_103,hard_tail,B1,1702.0000,1701.0,0.058754,1702.0000,0.058754,GAP<threshold,1,0,318.5,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a25_064,hard_tail,B4,2772.0000,2615.0,5.663781,2789.0000,6.238795,STALL_STOP,3,0,1013.7,"42,123,456,789,1337,2024",,27,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a25_103,hard_tail,B2,1702.0000,1701.0,0.058754,1702.0000,0.058754,GAP<threshold,1,0,318.8,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a25_103,hard_tail,B3,1702.0000,1701.0,0.058754,1702.0000,0.058754,GAP<threshold,1,0,319.2,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a25_103,hard_tail,B5,1702.0000,1701.0,0.058754,1702.0000,0.058754,GAP<threshold,1,0,303.7,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a25_103,hard_tail,B6,1702.0000,1701.0,0.058754,1702.0000,0.058754,GAP<threshold,1,0,318.0,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a25_103,hard_tail,B7,1702.0000,1701.0,0.058754,1702.0000,0.058754,GAP<threshold,1,0,317.1,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
EB,EB_n140_022_a25_064,hard_tail,S,2772.0000,2615.0,5.663781,2772.0000,5.663781,STALL_STOP,3,0,900.2,42,,27,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a25_103,hard_tail,B8,1702.0000,1701.0,0.058754,1702.0000,0.058754,GAP<threshold,1,0,319.2,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a25_103,hard_tail,B4,1702.0000,1689.0,0.763807,1708.0000,1.112412,STALL_STOP,3,0,952.9,"42,123,456,789,1337,2024",,6,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a25_103,hard_tail,S,1702.0000,1689.0,0.763807,1702.0000,0.763807,STALL_STOP,3,0,900.2,42,,6,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n140_021_a25_061,hard_tail,A0,3187.0000,3142.0,1.411986,3195.0000,1.658842,STALL_STOP,4,0,1332.3,"42,123,456,789,1337,2024",42,8,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n140_021_a25_061,hard_tail,B1,3187.0000,3142.0,1.411986,3195.0000,1.658842,STALL_STOP,4,0,1334.3,"42,123,456,789,1337,2024",42,8,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n140_021_a25_061,hard_tail,B2,3187.0000,3142.0,1.411986,3195.0000,1.658842,STALL_STOP,4,0,1329.3,"42,123,456,789,1337,2024",42,8,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n140_021_a25_061,hard_tail,B3,3187.0000,3142.0,1.411986,3195.0000,1.658842,STALL_STOP,4,0,1328.7,"42,123,456,789,1337,2024",42,12,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n140_021_a25_061,hard_tail,B4,3187.0000,3109.0,2.447443,3200.0000,2.843750,STALL_STOP,4,0,1314.7,"42,123,456,789,1337,2024",42,32,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n140_021_a25_061,hard_tail,B5,3187.0000,3142.0,1.411986,3195.0000,1.658842,STALL_STOP,4,0,1331.3,"42,123,456,789,1337,2024",42,8,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n140_021_a25_061,hard_tail,B7,3187.0000,3142.0,1.411986,3187.0000,1.411986,STALL_STOP,4,0,1202.1,"42,123,456,789,1337,2024",42,8,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n140_021_a25_061,hard_tail,S,3187.0000,3109.0,2.447443,3187.0000,2.447443,STALL_STOP,4,0,1200.1,42,42,28,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n140_021_a25_061,hard_tail,B6,3187.0000,3142.0,1.411986,3195.0000,1.658842,STALL_STOP,4,0,1332.1,"42,123,456,789,1337,2024",42,8,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
B,B_n140_021_a25_061,hard_tail,B8,3187.0000,3142.0,1.411986,3195.0000,1.658842,STALL_STOP,4,0,1332.3,42,42,9,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n070_035_a75_105,closing,A0,2519.0000,2517.0,0.079397,2519.0000,0.079397,GAP<threshold,3,1,991.0,"42,123,456,789,1337,2024",42,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n070_035_a75_105,closing,B4,2519.0000,2518.0,0.039698,2519.0000,0.039698,GAP<threshold,2,0,657.3,"42,123,456,789,1337,2024",42,2,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n070_035_a75_105,closing,B5,2519.0000,2516.0,0.119095,2519.0000,0.119095,GAP<threshold,3,0,930.2,"42,123,456,789,1337,2024",42,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n070_035_a75_105,closing,B6,2519.0000,2510.0,0.357285,2519.0000,0.357285,STALL_STOP,4,1,1323.7,"42,123,456,789,1337,2024",42,4,0,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n070_035_a75_105,closing,B7,2519.0000,2517.0,0.079397,2519.0000,0.079397,GAP<threshold,3,1,976.8,"42,123,456,789,1337,2024",42,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n070_035_a75_105,closing,B3,2519.0000,2509.0,0.396983,2519.0000,0.396983,STALL_STOP,6,0,1913.6,"42,123,456,789,1337,2024",42,6,3,3,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n070_035_a75_105,closing,S,2519.0000,2518.0,0.039698,2519.0000,0.039698,GAP<threshold,1,0,301.0,42,42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n070_035_a75_105,closing,B8,2519.0000,2517.0,0.079397,2519.0000,0.079397,GAP<threshold,3,1,995.8,42,42,3,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a50_104,hard_tail,A0,2354.0000,2348.0,0.254885,2354.0000,0.254885,GAP<threshold,1,0,338.2,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n070_035_a75_105,closing,B1,2519.0000,2516.0,0.119095,2519.0000,0.119095,GAP<threshold,8,0,2558.2,"42,123,456,789,1337,2024",42,8,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a50_104,hard_tail,B1,2354.0000,2348.0,0.254885,2354.0000,0.254885,GAP<threshold,1,0,335.8,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a50_104,hard_tail,B2,2354.0000,2349.0,0.212404,2354.0000,0.212404,GAP<threshold,1,0,340.7,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a50_104,hard_tail,B4,2354.0000,2350.0,0.169924,2354.0000,0.169924,GAP<threshold,1,0,337.4,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a50_104,hard_tail,B3,2354.0000,2350.0,0.169924,2354.0000,0.169924,GAP<threshold,1,2,376.3,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
D,D_n070_035_a50_104,hard_tail,B5,2354.0000,2348.0,0.254885,2354.0000,0.254885,GAP<threshold,1,0,301.0,"42,123,456,789,1337,2024",42,1,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
ED,ED_n070_035_a75_105,closing,B2,2519.0000,2518.0,0.039698,2519.0000,0.039698,GAP<threshold,8,0,2525.0,"42,123,456,789,1337,2024",42,8,0,0,818869e624eab1b4a43e6b1a166801bd7b06413f,False,
