instance,family,n,K,alpha,gap,distance,tier
EB_n140_023_a75_069,EB,140,2,0.75,0.1764,Euclidean,<0.5%
EB_n140_024_a25_070,EB,140,2,0.25,0.1659,Euclidean,<0.5%
EB_n140_024_a50_071,EB,140,2,0.5,0.2347,Euclidean,<0.5%
EB_n140_024_a75_072,EB,140,2,0.75,0.0177,Euclidean,<0.5%
EB_n140_025_a25_073,EB,140,2,0.25,0.0,Euclidean,exact
EB_n140_025_a50_074,EB,140,2,0.5,0.2171,Euclidean,<0.5%
EB_n140_025_a75_075,EB,140,2,0.75,0.0,Euclidean,exact
EB_n150_026_a25_076,EB,150,2,0.25,0.3906,Euclidean,<0.5%
EB_n150_026_a50_077,EB,150,2,0.5,0.2281,Euclidean,<0.5%
EB_n150_026_a75_078,EB,150,2,0.75,0.1544,Euclidean,<0.5%
EB_n150_027_a25_079,EB,150,2,0.25,0.7521,Euclidean,0.5-1%
EB_n150_027_a50_080,EB,150,2,0.5,0.1387,Euclidean,<0.5%
EB_n150_027_a75_081,EB,150,2,0.75,0.1108,Euclidean,<0.5%
EB_n150_028_a25_082,EB,150,2,0.25,0.0869,Euclidean,<0.5%
EB_n150_028_a50_083,EB,150,2,0.5,0.2964,Euclidean,<0.5%
EB_n150_028_a75_084,EB,150,2,0.75,0.1499,Euclidean,<0.5%
EB_n150_029_a25_085,EB,150,2,0.25,0.2215,Euclidean,<0.5%
EB_n150_029_a50_086,EB,150,2,0.5,0.1974,Euclidean,<0.5%
EB_n150_029_a75_087,EB,150,2,0.75,0.0162,Euclidean,<0.5%
EB_n150_030_a25_088,EB,150,2,0.25,0.0337,Euclidean,<0.5%
EB_n150_030_a50_089,EB,150,2,0.5,0.2433,Euclidean,<0.5%
EB_n150_030_a75_090,EB,150,2,0.75,0.1325,Euclidean,<0.5%
EC_n050_001_a25_001,EC,50,3,0.25,0.0,Euclidean,exact
EC_n050_001_a50_002,EC,50,3,0.5,0.0,Euclidean,exact
EC_n050_001_a75_003,EC,50,3,0.75,0.0692,Euclidean,<0.5%
EC_n050_002_a25_004,EC,50,3,0.25,0.0,Euclidean,exact
EC_n050_002_a50_005,EC,50,3,0.5,0.0,Euclidean,exact
EC_n050_002_a75_006,EC,50,3,0.75,0.0,Euclidean,exact
EC_n050_003_a25_007,EC,50,3,0.25,0.0,Euclidean,exact
EC_n050_003_a50_008,EC,50,3,0.5,0.2217,Euclidean,<0.5%
EC_n050_003_a75_009,EC,50,3,0.75,0.0,Euclidean,exact
EC_n050_004_a25_010,EC,50,3,0.25,0.0,Euclidean,exact
EC_n050_004_a50_011,EC,50,3,0.5,0.053,Euclidean,<0.5%
EC_n050_004_a75_012,EC,50,3,0.75,0.0,Euclidean,exact
EC_n050_005_a25_013,EC,50,3,0.25,0.0,Euclidean,exact
EC_n050_005_a50_014,EC,50,3,0.5,0.0,Euclidean,exact
EC_n050_005_a75_015,EC,50,3,0.75,0.0,Euclidean,exact
EC_n055_006_a25_016,EC,55,3,0.25,0.0,Euclidean,exact
EC_n055_006_a50_017,EC,55,3,0.5,0.0663,Euclidean,<0.5%
EC_n055_006_a75_018,EC,55,3,0.75,0.0,Euclidean,exact
EC_n055_007_a25_019,EC,55,3,0.25,0.0,Euclidean,exact
EC_n055_007_a50_020,EC,55,3,0.5,0.0,Euclidean,exact
EC_n055_007_a75_021,EC,55,3,0.75,0.0,Euclidean,exact
EC_n055_008_a25_022,EC,55,3,0.25,0.0,Euclidean,exact
EC_n055_008_a50_023,EC,55,3,0.5,0.2201,Euclidean,<0.5%
EC_n055_008_a75_024,EC,55,3,0.75,0.0,Euclidean,exact
EC_n055_009_a25_025,EC,55,3,0.25,0.0,Euclidean,exact
EC_n055_009_a50_026,EC,55,3,0.5,0.1001,Euclidean,<0.5%
EC_n055_009_a75_027,EC,55,3,0.75,0.0,Euclidean,exact
EC_n055_010_a25_028,EC,55,3,0.25,0.0,Euclidean,exact
EC_n055_010_a50_029,EC,55,3,0.5,0.0,Euclidean,exact
EC_n055_010_a75_030,EC,55,3,0.75,0.0,Euclidean,exact
EC_n060_011_a25_031,EC,60,3,0.25,0.2301,Euclidean,<0.5%
EC_n060_011_a50_032,EC,60,3,0.5,0.0,Euclidean,exact
EC_n060_011_a75_033,EC,60,3,0.75,0.0584,Euclidean,<0.5%
EC_n060_012_a25_034,EC,60,3,0.25,0.0,Euclidean,exact
EC_n060_012_a50_035,EC,60,3,0.5,0.0,Euclidean,exact
EC_n060_012_a75_036,EC,60,3,0.75,0.0,Euclidean,exact
EC_n060_013_a25_037,EC,60,3,0.25,0.0,Euclidean,exact
EC_n060_013_a50_038,EC,60,3,0.5,0.1145,Euclidean,<0.5%
EC_n060_013_a75_039,EC,60,3,0.75,0.0,Euclidean,exact
EC_n060_014_a25_040,EC,60,3,0.25,0.0,Euclidean,exact
EC_n060_014_a50_041,EC,60,3,0.5,0.2701,Euclidean,<0.5%
EC_n060_014_a75_042,EC,60,3,0.75,0.1211,Euclidean,<0.5%
EC_n060_015_a25_043,EC,60,3,0.25,0.0,Euclidean,exact
EC_n060_015_a50_044,EC,60,3,0.5,0.0,Euclidean,exact
EC_n060_015_a75_045,EC,60,3,0.75,0.0457,Euclidean,<0.5%
EC_n065_016_a25_046,EC,65,3,0.25,0.0,Euclidean,exact
EC_n065_016_a50_047,EC,65,3,0.5,0.0539,Euclidean,<0.5%
EC_n065_016_a75_048,EC,65,3,0.75,0.052,Euclidean,<0.5%
EC_n065_017_a25_049,EC,65,3,0.25,0.0,Euclidean,exact
EC_n065_017_a50_050,EC,65,3,0.5,0.4715,Euclidean,<0.5%
EC_n065_017_a75_051,EC,65,3,0.75,0.0508,Euclidean,<0.5%
EC_n065_018_a25_052,EC,65,3,0.25,0.253,Euclidean,<0.5%
EC_n065_018_a50_053,EC,65,3,0.5,0.2648,Euclidean,<0.5%
EC_n065_018_a75_054,EC,65,3,0.75,0.0,Euclidean,exact
EC_n065_019_a25_055,EC,65,3,0.25,0.0,Euclidean,exact
EC_n065_019_a50_056,EC,65,3,0.5,0.0,Euclidean,exact
EC_n065_019_a75_057,EC,65,3,0.75,0.0,Euclidean,exact
EC_n065_020_a25_058,EC,65,3,0.25,0.0929,Euclidean,<0.5%
EC_n065_020_a50_059,EC,65,3,0.5,0.0869,Euclidean,<0.5%
EC_n065_020_a75_060,EC,65,3,0.75,0.0,Euclidean,exact
EC_n070_021_a25_061,EC,70,3,0.25,0.1151,Euclidean,<0.5%
EC_n070_021_a50_062,EC,70,3,0.5,0.1534,Euclidean,<0.5%
EC_n070_021_a75_063,EC,70,3,0.75,0.0984,Euclidean,<0.5%
EC_n070_022_a25_064,EC,70,3,0.25,0.0914,Euclidean,<0.5%
EC_n070_022_a50_065,EC,70,3,0.5,0.0495,Euclidean,<0.5%
EC_n070_022_a75_066,EC,70,3,0.75,0.0,Euclidean,exact
EC_n070_023_a25_067,EC,70,3,0.25,0.3331,Euclidean,<0.5%
EC_n070_023_a50_068,EC,70,3,0.5,0.4962,Euclidean,<0.5%
EC_n070_023_a75_069,EC,70,3,0.75,0.0,Euclidean,exact
EC_n070_024_a25_070,EC,70,3,0.25,0.0,Euclidean,exact
EC_n070_024_a50_071,EC,70,3,0.5,0.0726,Euclidean,<0.5%
EC_n070_024_a75_072,EC,70,3,0.75,0.0332,Euclidean,<0.5%
EC_n070_025_a25_073,EC,70,3,0.25,0.1453,Euclidean,<0.5%
EC_n070_025_a50_074,EC,70,3,0.5,0.1277,Euclidean,<0.5%
EC_n070_025_a75_075,EC,70,3,0.75,0.0,Euclidean,exact
EC_n075_026_a25_076,EC,75,3,0.25,0.1136,Euclidean,<0.5%
EC_n075_026_a50_077,EC,75,3,0.5,0.2026,Euclidean,<0.5%
EC_n075_026_a75_078,EC,75,3,0.75,0.2914,Euclidean,<0.5%
EC_n075_027_a25_079,EC,75,3,0.25,0.2295,Euclidean,<0.5%
EC_n075_027_a50_080,EC,75,3,0.5,0.0466,Euclidean,<0.5%
EC_n075_027_a75_081,EC,75,3,0.75,0.045,Euclidean,<0.5%
EC_n075_028_a25_082,EC,75,3,0.25,0.3523,Euclidean,<0.5%
EC_n075_028_a50_083,EC,75,3,0.5,0.164,Euclidean,<0.5%
EC_n075_028_a75_084,EC,75,3,0.75,0.0,Euclidean,exact
EC_n075_029_a25_085,EC,75,3,0.25,0.0,Euclidean,exact
EC_n075_029_a50_086,EC,75,3,0.5,0.1005,Euclidean,<0.5%
EC_n075_029_a75_087,EC,75,3,0.75,0.031,Euclidean,<0.5%
EC_n075_030_a25_088,EC,75,3,0.25,0.0,Euclidean,exact
EC_n075_030_a50_089,EC,75,3,0.5,0.3651,Euclidean,<0.5%
EC_n075_030_a75_090,EC,75,3,0.75,0.0,Euclidean,exact
EC_n080_031_a25_091,EC,80,3,0.25,0.1869,Euclidean,<0.5%
EC_n080_031_a50_092,EC,80,3,0.5,0.0459,Euclidean,<0.5%
EC_n080_031_a75_093,EC,80,3,0.75,0.2532,Euclidean,<0.5%
EC_n080_032_a25_094,EC,80,3,0.25,0.2803,Euclidean,<0.5%
EC_n080_032_a50_095,EC,80,3,0.5,0.4812,Euclidean,<0.5%
EC_n080_032_a75_096,EC,80,3,0.75,0.0,Euclidean,exact
EC_n080_033_a25_097,EC,80,3,0.25,0.3311,Euclidean,<0.5%
EC_n080_033_a50_098,EC,80,3,0.5,0.1886,Euclidean,<0.5%
EC_n080_033_a75_099,EC,80,3,0.75,0.0713,Euclidean,<0.5%
EC_n080_034_a25_100,EC,80,3,0.25,0.0,Euclidean,exact
EC_n080_034_a50_101,EC,80,3,0.5,0.0944,Euclidean,<0.5%
EC_n080_034_a75_102,EC,80,3,0.75,0.0292,Euclidean,<0.5%
EC_n080_035_a25_103,EC,80,3,0.25,0.2517,Euclidean,<0.5%
EC_n080_035_a50_104,EC,80,3,0.5,0.4108,Euclidean,<0.5%
EC_n080_035_a75_105,EC,80,3,0.75,0.0,Euclidean,exact
ED_n040_001_a25_001,ED,40,4,0.25,0.0,Euclidean,exact
ED_n040_001_a50_002,ED,40,4,0.5,0.0,Euclidean,exact
ED_n040_001_a75_003,ED,40,4,0.75,0.0,Euclidean,exact
ED_n040_002_a25_004,ED,40,4,0.25,0.0,Euclidean,exact
ED_n040_002_a50_005,ED,40,4,0.5,0.0,Euclidean,exact
ED_n040_002_a75_006,ED,40,4,0.75,0.2915,Euclidean,<0.5%
ED_n040_003_a25_007,ED,40,4,0.25,0.0,Euclidean,exact
ED_n040_003_a50_008,ED,40,4,0.5,0.0,Euclidean,exact
ED_n040_003_a75_009,ED,40,4,0.75,0.0,Euclidean,exact
ED_n040_004_a25_010,ED,40,4,0.25,0.0,Euclidean,exact
ED_n040_004_a50_011,ED,40,4,0.5,0.9442,Euclidean,0.5-1%
ED_n040_004_a75_012,ED,40,4,0.75,0.0,Euclidean,exact
ED_n040_005_a25_013,ED,40,4,0.25,0.0,Euclidean,exact
ED_n040_005_a50_014,ED,40,4,0.5,0.0861,Euclidean,<0.5%
ED_n040_005_a75_015,ED,40,4,0.75,0.0,Euclidean,exact
ED_n045_006_a25_016,ED,45,4,0.25,0.0,Euclidean,exact
ED_n045_006_a50_017,ED,45,4,0.5,0.0,Euclidean,exact
ED_n045_006_a75_018,ED,45,4,0.75,0.0,Euclidean,exact
ED_n045_007_a25_019,ED,45,4,0.25,0.0,Euclidean,exact
ED_n045_007_a50_020,ED,45,4,0.5,0.1093,Euclidean,<0.5%
ED_n045_007_a75_021,ED,45,4,0.75,0.0,Euclidean,exact
ED_n045_008_a25_022,ED,45,4,0.25,0.0,Euclidean,exact
ED_n045_008_a50_023,ED,45,4,0.5,0.0,Euclidean,exact
ED_n045_008_a75_024,ED,45,4,0.75,0.0,Euclidean,exact
ED_n045_009_a25_025,ED,45,4,0.25,0.0,Euclidean,exact
ED_n045_009_a50_026,ED,45,4,0.5,0.0672,Euclidean,<0.5%
ED_n045_009_a75_027,ED,45,4,0.75,0.0,Euclidean,exact
ED_n045_010_a25_028,ED,45,4,0.25,0.0,Euclidean,exact
ED_n045_010_a50_029,ED,45,4,0.5,0.0,Euclidean,exact
ED_n045_010_a75_030,ED,45,4,0.75,0.0,Euclidean,exact
ED_n050_011_a25_031,ED,50,4,0.25,0.0,Euclidean,exact
ED_n050_011_a50_032,ED,50,4,0.5,0.0765,Euclidean,<0.5%
ED_n050_011_a75_033,ED,50,4,0.75,0.0,Euclidean,exact
ED_n050_012_a25_034,ED,50,4,0.25,0.0,Euclidean,exact
ED_n050_012_a50_035,ED,50,4,0.5,0.0985,Euclidean,<0.5%
ED_n050_012_a75_036,ED,50,4,0.75,0.2172,Euclidean,<0.5%
ED_n050_013_a25_037,ED,50,4,0.25,0.0,Euclidean,exact
ED_n050_013_a50_038,ED,50,4,0.5,0.2239,Euclidean,<0.5%
ED_n050_013_a75_039,ED,50,4,0.75,0.0,Euclidean,exact
ED_n050_014_a25_040,ED,50,4,0.25,0.0,Euclidean,exact
ED_n050_014_a50_041,ED,50,4,0.5,0.5565,Euclidean,0.5-1%
ED_n050_014_a75_042,ED,50,4,0.75,0.0,Euclidean,exact
ED_n050_015_a25_043,ED,50,4,0.25,0.1172,Euclidean,<0.5%
ED_n050_015_a50_044,ED,50,4,0.5,0.1348,Euclidean,<0.5%
ED_n050_015_a75_045,ED,50,4,0.75,0.0,Euclidean,exact
ED_n055_016_a25_046,ED,55,4,0.25,0.1182,Euclidean,<0.5%
ED_n055_016_a50_047,ED,55,4,0.5,0.0,Euclidean,exact
ED_n055_016_a75_048,ED,55,4,0.75,0.0,Euclidean,exact
ED_n055_017_a25_049,ED,55,4,0.25,0.0,Euclidean,exact
ED_n055_017_a50_050,ED,55,4,0.5,0.088,Euclidean,<0.5%
ED_n055_017_a75_051,ED,55,4,0.75,0.0671,Euclidean,<0.5%
ED_n055_018_a25_052,ED,55,4,0.25,0.2688,Euclidean,<0.5%
ED_n055_018_a50_053,ED,55,4,0.5,0.2221,Euclidean,<0.5%
ED_n055_018_a75_054,ED,55,4,0.75,0.0624,Euclidean,<0.5%
ED_n055_019_a25_055,ED,55,4,0.25,0.1927,Euclidean,<0.5%
ED_n055_019_a50_056,ED,55,4,0.5,0.5244,Euclidean,0.5-1%
ED_n055_019_a75_057,ED,55,4,0.75,0.0461,Euclidean,<0.5%
ED_n055_020_a25_058,ED,55,4,0.25,0.1037,Euclidean,<0.5%
ED_n055_020_a50_059,ED,55,4,0.5,0.0,Euclidean,exact
ED_n055_020_a75_060,ED,55,4,0.75,0.1022,Euclidean,<0.5%
ED_n060_021_a25_061,ED,60,4,0.25,0.0,Euclidean,exact
ED_n060_021_a50_062,ED,60,4,0.5,0.0611,Euclidean,<0.5%
ED_n060_021_a75_063,ED,60,4,0.75,0.0589,Euclidean,<0.5%
ED_n060_022_a25_064,ED,60,4,0.25,0.0,Euclidean,exact
ED_n060_022_a50_065,ED,60,4,0.5,1.6421,Euclidean,1-2%
ED_n060_022_a75_066,ED,60,4,0.75,0.5118,Euclidean,0.5-1%
ED_n060_023_a25_067,ED,60,4,0.25,0.0951,Euclidean,<0.5%
ED_n060_023_a50_068,ED,60,4,0.5,0.1725,Euclidean,<0.5%
ED_n060_023_a75_069,ED,60,4,0.75,0.0,Euclidean,exact
ED_n060_024_a25_070,ED,60,4,0.25,0.5556,Euclidean,0.5-1%
ED_n060_024_a50_071,ED,60,4,0.5,0.2799,Euclidean,<0.5%
ED_n060_024_a75_072,ED,60,4,0.75,0.1676,Euclidean,<0.5%
ED_n060_025_a25_073,ED,60,4,0.25,0.1484,Euclidean,<0.5%
ED_n060_025_a50_074,ED,60,4,0.5,0.9833,Euclidean,0.5-1%
ED_n060_025_a75_075,ED,60,4,0.75,0.0441,Euclidean,<0.5%
ED_n065_026_a25_076,ED,65,4,0.25,0.1164,Euclidean,<0.5%
ED_n065_026_a50_077,ED,65,4,0.5,0.0544,Euclidean,<0.5%
ED_n065_026_a75_078,ED,65,4,0.75,0.0526,Euclidean,<0.5%
ED_n065_027_a25_079,ED,65,4,0.25,0.0,Euclidean,exact
ED_n065_027_a50_080,ED,65,4,0.5,1.0759,Euclidean,1-2%
ED_n065_027_a75_081,ED,65,4,0.75,0.5045,Euclidean,0.5-1%
ED_n065_028_a25_082,ED,65,4,0.25,0.4322,Euclidean,<0.5%
ED_n065_028_a50_083,ED,65,4,0.5,0.1026,Euclidean,<0.5%
ED_n065_028_a75_084,ED,65,4,0.75,0.1863,Euclidean,<0.5%
ED_n065_029_a25_085,ED,65,4,0.25,0.5922,Euclidean,0.5-1%
ED_n065_029_a50_086,ED,65,4,0.5,0.0427,Euclidean,<0.5%
ED_n065_029_a75_087,ED,65,4,0.75,0.1154,Euclidean,<0.5%
ED_n065_030_a25_088,ED,65,4,0.25,0.672,Euclidean,0.5-1%
ED_n065_030_a50_089,ED,65,4,0.5,0.2564,Euclidean,<0.5%
ED_n065_030_a75_090,ED,65,4,0.75,0.04,Euclidean,<0.5%
ED_n070_031_a25_091,ED,70,4,0.25,0.0,Euclidean,exact
ED_n070_031_a50_092,ED,70,4,0.5,0.0538,Euclidean,<0.5%
ED_n070_031_a75_093,ED,70,4,0.75,0.1553,Euclidean,<0.5%
ED_n070_032_a25_094,ED,70,4,0.25,0.0,Euclidean,exact
ED_n070_032_a50_095,ED,70,4,0.5,0.5328,Euclidean,0.5-1%
ED_n070_032_a75_096,ED,70,4,0.75,0.6202,Euclidean,0.5-1%
ED_n070_033_a25_097,ED,70,4,0.25,0.0,Euclidean,exact
ED_n070_033_a50_098,ED,70,4,0.5,0.2271,Euclidean,<0.5%
ED_n070_033_a75_099,ED,70,4,0.75,0.0,Euclidean,exact
ED_n070_034_a25_100,ED,70,4,0.25,0.0,Euclidean,exact
ED_n070_034_a50_101,ED,70,4,0.5,0.2357,Euclidean,<0.5%
ED_n070_034_a75_102,ED,70,4,0.75,0.1719,Euclidean,<0.5%
ED_n070_035_a25_103,ED,70,4,0.25,0.6716,Euclidean,0.5-1%
ED_n070_035_a50_104,ED,70,4,0.5,0.2126,Euclidean,<0.5%
ED_n070_035_a75_105,ED,70,4,0.75,0.0397,Euclidean,<0.5%
ED_n075_036_a25_106,ED,75,4,0.25,0.0929,Euclidean,<0.5%
ED_n075_036_a50_107,ED,75,4,0.5,0.0503,Euclidean,<0.5%
ED_n075_036_a75_108,ED,75,4,0.75,0.1399,Euclidean,<0.5%
ED_n075_037_a25_109,ED,75,4,0.25,0.702,Euclidean,0.5-1%
ED_n075_037_a50_110,ED,75,4,0.5,0.1902,Euclidean,<0.5%
ED_n075_037_a75_111,ED,75,4,0.75,0.043,Euclidean,<0.5%
ED_n075_038_a25_112,ED,75,4,0.25,0.2959,Euclidean,<0.5%
ED_n075_038_a50_113,ED,75,4,0.5,0.1656,Euclidean,<0.5%
ED_n075_038_a75_114,ED,75,4,0.75,0.1936,Euclidean,<0.5%
ED_n075_039_a25_115,ED,75,4,0.25,0.0509,Euclidean,<0.5%
ED_n075_039_a50_116,ED,75,4,0.5,0.3278,Euclidean,<0.5%
ED_n075_039_a75_117,ED,75,4,0.75,0.0642,Euclidean,<0.5%
ED_n075_040_a25_118,ED,75,4,0.25,0.4389,Euclidean,<0.5%
ED_n075_040_a50_119,ED,75,4,0.5,0.2722,Euclidean,<0.5%
ED_n075_040_a75_120,ED,75,4,0.75,0.3285,Euclidean,<0.5%
ED_n080_041_a25_121,ED,80,4,0.25,0.1328,Euclidean,<0.5%
ED_n080_041_a50_122,ED,80,4,0.5,0.224,Euclidean,<0.5%
ED_n080_041_a75_123,ED,80,4,0.75,0.0881,Euclidean,<0.5%
ED_n080_042_a25_124,ED,80,4,0.25,0.4577,Euclidean,<0.5%
ED_n080_042_a50_125,ED,80,4,0.5,0.1848,Euclidean,<0.5%
ED_n080_042_a75_126,ED,80,4,0.75,0.0407,Euclidean,<0.5%
ED_n080_043_a25_127,ED,80,4,0.25,0.2236,Euclidean,<0.5%
ED_n080_043_a50_128,ED,80,4,0.5,0.2657,Euclidean,<0.5%
ED_n080_043_a75_129,ED,80,4,0.75,0.2141,Euclidean,<0.5%
ED_n080_044_a25_130,ED,80,4,0.25,0.2031,Euclidean,<0.5%
ED_n080_044_a50_131,ED,80,4,0.5,0.2535,Euclidean,<0.5%
ED_n080_044_a75_132,ED,80,4,0.75,0.1203,Euclidean,<0.5%
ED_n080_045_a25_133,ED,80,4,0.25,0.3557,Euclidean,<0.5%
ED_n080_045_a50_134,ED,80,4,0.5,0.2992,Euclidean,<0.5%
ED_n080_045_a75_135,ED,80,4,0.75,0.3059,Euclidean,<0.5%
