instance,family,incumbent,greedy,init_ub,init_raw,init_iters,refined_ub,refined_raw,refine_iters,refine_converged,final_ub,binding,final_gap_pct,cert_path,solve_s,error
EB_n130_016_a75_048,EB,4329.0,4324.0,4332,4332.965591,200,4332,4332.072774,3000,0,4332,initial,0.06925207756232687,results/certificates/EB_n130_016_a75_048.pkl,482.6,
EB_n130_017_a25_049,EB,2678.0,2527.0,2728,2728.5,200,2679,2679.021276,3000,0,2679,refined,0.03732736095558044,results/certificates/EB_n130_017_a25_049.pkl,432.2,
EB_n130_017_a50_050,EB,4421.0,4390.0,4458,4458.504383,200,4443,4443.612731,3000,0,4443,refined,0.49516092730137296,results/certificates/EB_n130_017_a50_050.pkl,436.1,
EB_n130_017_a75_051,EB,4644.0,4642.0,4644,4644.0,200,4644,4644.0,3000,0,4644,initial,0.0,results/certificates/EB_n130_017_a75_051.pkl,457.3,
EB_n130_018_a25_052,EB,3020.0,2920.0,3028,3028.5,200,3024,3024.570036,3000,0,3024,refined,0.13227513227513227,results/certificates/EB_n130_018_a25_052.pkl,96.3,
EB_n130_018_a50_053,EB,4465.0,4331.0,4479,4479.0,200,4466,4466.026182,3000,0,4466,refined,0.022391401701746527,results/certificates/EB_n130_018_a50_053.pkl,137.9,
EB_n130_018_a75_054,EB,4577.0,4561.0,4580,4580.689581,200,4578,4578.00881,3000,0,4578,refined,0.021843599825251202,results/certificates/EB_n130_018_a75_054.pkl,154.8,
EB_n130_019_a25_055,EB,2807.0,2505.0,2859,2859.5,200,2816,2816.304042,3000,0,2816,refined,0.31960227272727276,results/certificates/EB_n130_019_a25_055.pkl,75.8,
EB_n130_019_a50_056,EB,4769.0,4625.0,4782,4782.442708,200,4769,4769.0,3000,0,4769,refined,0.0,results/certificates/EB_n130_019_a50_056.pkl,78.8,
EB_n130_019_a75_057,EB,5291.0,5288.0,5291,5291.805169,200,5291,5291.0,3000,0,5291,initial,0.0,results/certificates/EB_n130_019_a75_057.pkl,95.4,
EB_n130_020_a25_058,EB,2348.0,2215.0,2392,2392.5,200,2348,2348.000001,3000,0,2348,refined,0.0,results/certificates/EB_n130_020_a25_058.pkl,70.7,
EB_n130_020_a50_059,EB,4058.0,4029.0,4084,4084.764687,200,4060,4060.029862,3000,0,4060,refined,0.04926108374384236,results/certificates/EB_n130_020_a50_059.pkl,67.9,
EB_n130_020_a75_060,EB,4584.0,4547.0,4588,4588.926451,200,4584,4584.0,3000,0,4584,refined,0.0,results/certificates/EB_n130_020_a75_060.pkl,76.7,
EB_n140_021_a25_061,EB,2538.0,2324.0,2585,2585.5,200,2543,2543.129762,3000,0,2543,refined,0.19661816751867872,results/certificates/EB_n140_021_a25_061.pkl,528.0,
EB_n140_021_a50_062,EB,4493.0,4478.0,4539,4539.196364,200,4493,4493.000775,3000,0,4493,refined,0.0,results/certificates/EB_n140_021_a50_062.pkl,445.8,
EB_n140_021_a75_063,EB,4847.0,4840.0,4853,4853.633259,200,4852,4852.078597,3000,0,4852,refined,0.1030502885408079,results/certificates/EB_n140_021_a75_063.pkl,477.7,
EB_n140_022_a25_064,EB,2767.0,2615.0,2834,2834.0,200,2772,2772.69243,3000,0,2772,refined,0.18037518037518038,results/certificates/EB_n140_022_a25_064.pkl,448.6,
EB_n140_022_a50_065,EB,4900.0,4876.0,4939,4939.548116,200,4922,4922.679722,3000,0,4922,refined,0.4469727752945957,results/certificates/EB_n140_022_a50_065.pkl,452.8,
EB_n140_022_a75_066,EB,5175.0,5152.0,5175,5175.5,200,5175,5175.0,3000,0,5175,initial,0.0,results/certificates/EB_n140_022_a75_066.pkl,476.3,
EB_n140_023_a25_067,EB,3339.0,3230.0,3357,3357.0,200,3340,3340.039754,3000,0,3340,refined,0.029940119760479042,results/certificates/EB_n140_023_a25_067.pkl,144.6,
EB_n140_023_a50_068,EB,4919.0,4864.0,4954,4954.897431,200,4920,4920.06362,3000,0,4920,refined,0.02032520325203252,results/certificates/EB_n140_023_a50_068.pkl,215.7,
EB_n140_023_a75_069,EB,5093.0,5088.0,5095,5095.001963,200,5094,5094.015348,3000,0,5094,refined,0.019630938358853555,results/certificates/EB_n140_023_a75_069.pkl,280.2,
EB_n140_024_a25_070,EB,3611.0,3279.0,3669,3669.0,200,3613,3613.019664,3000,0,3613,refined,0.05535566011624688,results/certificates/EB_n140_024_a25_070.pkl,112.5,
EB_n140_024_a50_071,EB,5525.0,5473.0,5543,5543.50254,200,5535,5535.720527,3000,0,5535,refined,0.18066847335140018,results/certificates/EB_n140_024_a50_071.pkl,133.8,
EB_n140_024_a75_072,EB,5661.0,5656.0,5661,5661.758971,200,5661,5661.0,3000,0,5661,initial,0.0,results/certificates/EB_n140_024_a75_072.pkl,145.1,
EB_n140_025_a25_073,EB,2753.0,2638.0,2799,2799.5,200,2753,2753.0,3000,0,2753,refined,0.0,results/certificates/EB_n140_025_a25_073.pkl,110.5,
EB_n140_025_a50_074,EB,4596.0,4542.0,4620,4620.413713,200,4605,4605.18942,3000,0,4605,refined,0.19543973941368079,results/certificates/EB_n140_025_a50_074.pkl,109.2,
EB_n140_025_a75_075,EB,4940.0,4923.0,4942,4942.037856,200,4940,4940.0,3000,0,4940,refined,0.0,results/certificates/EB_n140_025_a75_075.pkl,140.0,
EB_n150_026_a25_076,EB,2550.0,2324.0,2614,2614.5,200,2554,2554.582524,3000,0,2554,refined,0.15661707126076743,results/certificates/EB_n150_026_a25_076.pkl,530.3,
EB_n150_026_a50_077,EB,4811.0,4776.0,4850,4850.31901,200,4811,4811.000671,3000,0,4811,refined,0.0,results/certificates/EB_n150_026_a50_077.pkl,454.9,
EB_n150_026_a75_078,EB,5175.0,5158.0,5186,5186.858527,200,5182,5182.116897,3000,0,5182,refined,0.1350829795445774,results/certificates/EB_n150_026_a75_078.pkl,496.4,
EB_n150_027_a25_079,EB,2771.0,2615.0,2824,2824.0,200,2775,2775.723508,3000,0,2775,refined,0.14414414414414414,results/certificates/EB_n150_027_a25_079.pkl,464.7,
EB_n150_027_a50_080,EB,5040.0,4995.0,5069,5069.034911,200,5043,5043.117867,3000,0,5043,refined,0.0594883997620464,results/certificates/EB_n150_027_a50_080.pkl,473.9,
EB_n150_027_a75_081,EB,5408.0,5387.0,5409,5409.476511,200,5408,5408.0,3000,0,5408,refined,0.0,results/certificates/EB_n150_027_a75_081.pkl,494.1,
EB_n150_028_a25_082,EB,3448.0,3331.0,3465,3465.0,200,3449,3449.039446,3000,0,3449,refined,0.028993911278631487,results/certificates/EB_n150_028_a25_082.pkl,150.9,
EB_n150_028_a50_083,EB,5045.0,4983.0,5088,5088.797039,200,5052,5052.231423,3000,0,5052,refined,0.13855898653998416,results/certificates/EB_n150_028_a50_083.pkl,225.0,
EB_n150_028_a75_084,EB,5329.0,5322.0,5329,5329.599549,200,5329,5329.0,3000,0,5329,initial,0.0,results/certificates/EB_n150_028_a75_084.pkl,290.1,
EB_n150_029_a25_085,EB,4054.0,3732.0,4117,4117.0,200,4054,4054.51645,3000,0,4054,refined,0.0,results/certificates/EB_n150_029_a25_085.pkl,172.8,
EB_n150_029_a50_086,EB,6066.0,6016.0,6085,6085.470735,200,6076,6076.246548,3000,0,6076,refined,0.16458196181698487,results/certificates/EB_n150_029_a50_086.pkl,223.2,
EB_n150_029_a75_087,EB,6185.0,6173.0,6185,6185.204628,200,6185,6185.0,3000,0,6185,initial,0.0,results/certificates/EB_n150_029_a75_087.pkl,241.1,
EB_n150_030_a25_088,EB,2970.0,2747.0,3017,3017.5,200,2970,2970.0,3000,0,2970,refined,0.0,results/certificates/EB_n150_030_a25_088.pkl,162.8,
EB_n150_030_a50_089,EB,4920.0,4886.0,4945,4945.855452,200,4930,4930.827864,3000,0,4930,refined,0.2028397565922921,results/certificates/EB_n150_030_a50_089.pkl,150.6,
EB_n150_030_a75_090,EB,5278.0,5255.0,5284,5284.719412,200,5281,5281.074428,3000,0,5281,refined,0.05680742283658398,results/certificates/EB_n150_030_a75_090.pkl,184.3,
EC_n050_001_a25_001,EC,421.0,420.0,421,421.134248,200,421,421.0,3000,0,421,initial,0.0,results/certificates/EC_n050_001_a25_001.pkl,5.9,
EC_n050_001_a50_002,EC,1103.0,1093.0,1109,1109.623952,200,1103,1103.0,3000,0,1103,refined,0.0,results/certificates/EC_n050_001_a50_002.pkl,6.7,
EC_n050_001_a75_003,EC,1444.0,1443.0,1444,1444.236754,200,1444,1444.0,3000,0,1444,initial,0.0,results/certificates/EC_n050_001_a75_003.pkl,8.2,
EC_n050_002_a25_004,EC,355.0,355.0,355,355.0,63,355,355.0,63,1,355,initial,0.0,results/certificates/EC_n050_002_a25_004.pkl,0.2,
EC_n050_002_a50_005,EC,1136.0,1135.0,1136,1136.726564,200,1136,1136.0,3000,0,1136,initial,0.0,results/certificates/EC_n050_002_a50_005.pkl,4.9,
EC_n050_002_a75_006,EC,1482.0,1480.0,1482,1482.740979,200,1482,1482.341623,3000,0,1482,initial,0.0,results/certificates/EC_n050_002_a75_006.pkl,5.3,
EC_n050_003_a25_007,EC,773.0,773.0,774,774.60907,200,773,773.0,3000,0,773,refined,0.0,results/certificates/EC_n050_003_a25_007.pkl,8.5,
EC_n050_003_a50_008,EC,1350.0,1348.0,1352,1352.769104,200,1350,1350.0,3000,0,1350,refined,0.0,results/certificates/EC_n050_003_a50_008.pkl,6.2,
EC_n050_003_a75_009,EC,1584.0,1583.0,1584,1584.0,44,1584,1584.0,64,1,1584,initial,0.0,results/certificates/EC_n050_003_a75_009.pkl,0.4,
EC_n050_004_a25_010,EC,844.0,834.0,845,845.804405,200,844,844.0,3000,0,844,refined,0.0,results/certificates/EC_n050_004_a25_010.pkl,5.4,
EC_n050_004_a50_011,EC,1885.0,1885.0,1886,1886.310699,200,1885,1885.0,3000,0,1885,refined,0.0,results/certificates/EC_n050_004_a50_011.pkl,5.6,
EC_n050_004_a75_012,EC,2060.0,2059.0,2060,2060.0001,200,2060,2060.0,3000,0,2060,initial,0.0,results/certificates/EC_n050_004_a75_012.pkl,5.7,
EC_n050_005_a25_013,EC,826.0,826.0,826,826.081504,200,826,826.0,3000,0,826,initial,0.0,results/certificates/EC_n050_005_a25_013.pkl,6.7,
EC_n050_005_a50_014,EC,1581.0,1579.0,1593,1593.146523,200,1581,1581.0,3000,0,1581,refined,0.0,results/certificates/EC_n050_005_a50_014.pkl,5.3,
EC_n050_005_a75_015,EC,1727.0,1726.0,1727,1727.463507,200,1727,1727.0,3000,0,1727,initial,0.0,results/certificates/EC_n050_005_a75_015.pkl,6.4,
EC_n055_006_a25_016,EC,634.0,634.0,634,634.009363,200,634,634.0,3000,0,634,initial,0.0,results/certificates/EC_n055_006_a25_016.pkl,7.8,
EC_n055_006_a50_017,EC,1508.0,1497.0,1509,1509.770875,200,1509,1509.008273,3000,0,1509,initial,0.06626905235255136,results/certificates/EC_n055_006_a50_017.pkl,8.9,
EC_n055_006_a75_018,EC,1587.0,1585.0,1587,1587.490616,200,1587,1587.0,3000,0,1587,initial,0.0,results/certificates/EC_n055_006_a75_018.pkl,8.7,
EC_n055_007_a25_019,EC,375.0,375.0,375,375.0,72,375,375.0,72,1,375,initial,0.0,results/certificates/EC_n055_007_a25_019.pkl,0.4,
EC_n055_007_a50_020,EC,1258.0,1257.0,1258,1258.725119,200,1258,1258.0,3000,0,1258,initial,0.0,results/certificates/EC_n055_007_a50_020.pkl,7.5,
EC_n055_007_a75_021,EC,1612.0,1611.0,1612,1612.698458,200,1612,1612.341525,3000,0,1612,initial,0.0,results/certificates/EC_n055_007_a75_021.pkl,6.9,
EC_n055_008_a25_022,EC,773.0,773.0,775,775.361509,200,773,773.0,3000,0,773,refined,0.0,results/certificates/EC_n055_008_a25_022.pkl,16.7,
EC_n055_008_a50_023,EC,1360.0,1358.0,1363,1363.427347,200,1360,1360.0,3000,0,1360,refined,0.0,results/certificates/EC_n055_008_a50_023.pkl,10.3,
EC_n055_008_a75_024,EC,1606.0,1603.0,1606,1606.207441,200,1606,1606.0,3000,0,1606,initial,0.0,results/certificates/EC_n055_008_a75_024.pkl,20.4,
EC_n055_009_a25_025,EC,944.0,934.0,947,947.927392,200,944,944.510722,3000,0,944,refined,0.0,results/certificates/EC_n055_009_a25_025.pkl,6.3,
EC_n055_009_a50_026,EC,1996.0,1995.0,1998,1998.112228,200,1996,1996.0,3000,0,1996,refined,0.0,results/certificates/EC_n055_009_a50_026.pkl,5.9,
EC_n055_009_a75_027,EC,2370.0,2368.0,2370,2370.42346,200,2370,2370.0,3000,0,2370,initial,0.0,results/certificates/EC_n055_009_a75_027.pkl,6.7,
EC_n055_010_a25_028,EC,925.0,925.0,925,925.065844,200,925,925.0,3000,0,925,initial,0.0,results/certificates/EC_n055_010_a25_028.pkl,7.6,
EC_n055_010_a50_029,EC,1791.0,1789.0,1805,1805.367759,200,1791,1791.0,3000,0,1791,refined,0.0,results/certificates/EC_n055_010_a50_029.pkl,6.0,
EC_n055_010_a75_030,EC,2038.0,2037.0,2038,2038.446638,200,2038,2038.0,3000,0,2038,initial,0.0,results/certificates/EC_n055_010_a75_030.pkl,7.3,
EC_n060_011_a25_031,EC,867.0,855.0,871,871.65729,200,867,867.691192,3000,0,867,refined,0.0,results/certificates/EC_n060_011_a25_031.pkl,12.2,
EC_n060_011_a50_032,EC,1662.0,1649.0,1662,1662.998094,200,1662,1662.0,517,1,1662,initial,0.0,results/certificates/EC_n060_011_a50_032.pkl,2.8,
EC_n060_011_a75_033,EC,1712.0,1710.0,1713,1713.0,111,1713,1713.0,25,1,1713,initial,0.05837711617046118,results/certificates/EC_n060_011_a75_033.pkl,0.7,
EC_n060_012_a25_034,EC,894.0,885.0,897,897.727433,200,894,894.0,3000,0,894,refined,0.0,results/certificates/EC_n060_012_a25_034.pkl,15.3,
EC_n060_012_a50_035,EC,1710.0,1699.0,1710,1710.467943,200,1710,1710.0,55,1,1710,initial,0.0,results/certificates/EC_n060_012_a50_035.pkl,1.7,
EC_n060_012_a75_036,EC,1757.0,1756.0,1757,1757.141714,200,1757,1757.0,3000,0,1757,initial,0.0,results/certificates/EC_n060_012_a75_036.pkl,20.7,
EC_n060_013_a25_037,EC,1082.0,1062.0,1082,1082.515916,200,1082,1082.0,3000,0,1082,initial,0.0,results/certificates/EC_n060_013_a25_037.pkl,19.6,
EC_n060_013_a50_038,EC,1744.0,1742.0,1746,1746.086564,200,1744,1744.0,3000,0,1744,refined,0.0,results/certificates/EC_n060_013_a50_038.pkl,18.2,
EC_n060_013_a75_039,EC,2017.0,2014.0,2017,2017.0,62,2017,2017.0,29,1,2017,initial,0.0,results/certificates/EC_n060_013_a75_039.pkl,0.7,
EC_n060_014_a25_040,EC,1037.0,1026.0,1040,1040.954779,200,1037,1037.0,3000,0,1037,refined,0.0,results/certificates/EC_n060_014_a25_040.pkl,8.4,
EC_n060_014_a50_041,EC,2215.0,2205.0,2219,2219.883958,200,2215,2215.0,3000,0,2215,refined,0.0,results/certificates/EC_n060_014_a50_041.pkl,8.3,
EC_n060_014_a75_042,EC,2474.0,2473.0,2476,2476.0,111,2476,2476.0,39,1,2476,initial,0.08077544426494346,results/certificates/EC_n060_014_a75_042.pkl,0.6,
EC_n060_015_a25_043,EC,1075.0,1075.0,1075,1075.46362,200,1075,1075.0,3000,0,1075,initial,0.0,results/certificates/EC_n060_015_a25_043.pkl,10.5,
EC_n060_015_a50_044,EC,2102.0,2101.0,2102,2102.203725,200,2102,2102.0,3000,0,2102,initial,0.0,results/certificates/EC_n060_015_a50_044.pkl,8.5,
EC_n060_015_a75_045,EC,2187.0,2177.0,2188,2188.401835,200,2188,2188.000942,3000,0,2188,initial,0.04570383912248629,results/certificates/EC_n060_015_a75_045.pkl,9.8,
EC_n065_016_a25_046,EC,867.0,855.0,872,872.261107,200,867,867.678451,3000,0,867,refined,0.0,results/certificates/EC_n065_016_a25_046.pkl,19.7,
EC_n065_016_a50_047,EC,1853.0,1839.0,1854,1854.374579,200,1853,1853.0,3000,0,1853,refined,0.0,results/certificates/EC_n065_016_a50_047.pkl,20.3,
EC_n065_016_a75_048,EC,1921.0,1916.0,1922,1922.660165,200,1922,1922.01133,3000,0,1922,initial,0.052029136316337155,results/certificates/EC_n065_016_a75_048.pkl,20.1,
EC_n065_017_a25_049,EC,993.0,984.0,994,994.434248,200,993,993.0,3000,0,993,refined,0.0,results/certificates/EC_n065_017_a25_049.pkl,18.8,
EC_n065_017_a50_050,EC,1900.0,1888.0,1910,1910.623359,200,1909,1909.038777,3000,0,1909,refined,0.47145102147721324,results/certificates/EC_n065_017_a50_050.pkl,23.8,
EC_n065_017_a75_051,EC,1967.0,1966.0,1968,1968.316608,200,1968,1968.01203,3000,0,1968,initial,0.05081300813008131,results/certificates/EC_n065_017_a75_051.pkl,25.6,
EC_n065_018_a25_052,EC,1183.0,1164.0,1190,1190.797392,200,1183,1183.50899,3000,0,1183,refined,0.0,results/certificates/EC_n065_018_a25_052.pkl,19.6,
EC_n065_018_a50_053,EC,1883.0,1862.0,1894,1894.513301,200,1888,1888.136972,3000,0,1888,refined,0.26483050847457623,results/certificates/EC_n065_018_a50_053.pkl,34.6,
EC_n065_018_a75_054,EC,2146.0,2144.0,2146,2146.255206,200,2146,2146.0,3000,0,2146,initial,0.0,results/certificates/EC_n065_018_a75_054.pkl,29.5,
EC_n065_019_a25_055,EC,1372.0,1372.0,1372,1372.084888,200,1372,1372.0,3000,0,1372,initial,0.0,results/certificates/EC_n065_019_a25_055.pkl,13.7,
EC_n065_019_a50_056,EC,2352.0,2351.0,2361,2361.281361,200,2352,2352.0,3000,0,2352,refined,0.0,results/certificates/EC_n065_019_a50_056.pkl,14.0,
EC_n065_019_a75_057,EC,2599.0,2596.0,2599,2599.39666,200,2599,2599.0,3000,0,2599,initial,0.0,results/certificates/EC_n065_019_a75_057.pkl,15.6,
EC_n065_020_a25_058,EC,1075.0,1075.0,1076,1076.456408,200,1075,1075.00001,3000,0,1075,refined,0.0,results/certificates/EC_n065_020_a25_058.pkl,22.6,
EC_n065_020_a50_059,EC,2299.0,2298.0,2301,2301.218966,200,2301,2301.032958,3000,0,2301,initial,0.0869187309865276,results/certificates/EC_n065_020_a50_059.pkl,24.5,
EC_n065_020_a75_060,EC,2487.0,2467.0,2488,2488.669718,200,2487,2487.0,3000,0,2487,refined,0.0,results/certificates/EC_n065_020_a75_060.pkl,17.6,
EC_n070_021_a25_061,EC,868.0,856.0,879,879.687763,200,868,868.680553,3000,0,868,refined,0.0,results/certificates/EC_n070_021_a25_061.pkl,24.0,
EC_n070_021_a50_062,EC,1953.0,1939.0,1955,1955.427638,200,1953,1953.0,3000,0,1953,refined,0.0,results/certificates/EC_n070_021_a50_062.pkl,26.5,
EC_n070_021_a75_063,EC,2031.0,2027.0,2033,2033.628859,200,2033,2033.033962,3000,0,2033,initial,0.0983767830791933,results/certificates/EC_n070_021_a75_063.pkl,25.3,
EC_n070_022_a25_064,EC,1093.0,973.0,1102,1102.0,200,1093,1093.0,3000,0,1093,refined,0.0,results/certificates/EC_n070_022_a25_064.pkl,37.2,
EC_n070_022_a50_065,EC,2018.0,2007.0,2019,2019.402089,200,2019,2019.006494,3000,0,2019,initial,0.04952947003467063,results/certificates/EC_n070_022_a50_065.pkl,49.0,
