instance,family,incumbent,greedy,init_ub,init_raw,init_iters,refined_ub,refined_raw,refine_iters,refine_converged,final_ub,binding,final_gap_pct,cert_path,solve_s,error
B_n130_019_a75_057,B,5307.0,5303.0,5307,5307.497991,200,5307,5307.0,3000,0,5307,initial,0.0,results/certificates/B_n130_019_a75_057.pkl,102.9,
B_n130_020_a25_058,B,2680.0,2557.0,2738,2738.0,200,2680,2680.000381,3000,0,2680,refined,0.0,results/certificates/B_n130_020_a25_058.pkl,66.9,
B_n130_020_a50_059,B,4306.0,4278.0,4311,4311.54286,200,4306,4306.0,3000,0,4306,refined,0.0,results/certificates/B_n130_020_a50_059.pkl,72.2,
B_n130_020_a75_060,B,4596.0,4580.0,4598,4598.974627,200,4597,4597.012657,3000,0,4597,refined,0.021753317380900587,results/certificates/B_n130_020_a75_060.pkl,74.4,
B_n140_021_a25_061,B,3142.0,3108.0,3234,3234.768795,200,3187,3187.388898,3000,0,3187,refined,1.4119861939127707,results/certificates/B_n140_021_a25_061.pkl,505.6,
B_n140_021_a50_062,B,4654.0,4630.0,4683,4683.385849,200,4655,4655.034066,3000,0,4655,refined,0.021482277121374866,results/certificates/B_n140_021_a50_062.pkl,442.8,
B_n140_021_a75_063,B,4850.0,4846.0,4853,4853.798952,200,4852,4852.531029,3000,0,4852,refined,0.041220115416323165,results/certificates/B_n140_021_a75_063.pkl,512.5,
B_n140_022_a25_064,B,3392.0,3139.0,3445,3445.5,200,3392,3392.0,3000,0,3392,refined,0.0,results/certificates/B_n140_022_a25_064.pkl,206.1,
B_n140_022_a50_065,B,5080.0,5056.0,5086,5086.129086,200,5081,5081.019867,3000,0,5081,refined,0.0196811651249754,results/certificates/B_n140_022_a50_065.pkl,259.0,
B_n140_022_a75_066,B,5178.0,5166.0,5178,5178.0,200,5178,5178.0,3000,0,5178,initial,0.0,results/certificates/B_n140_022_a75_066.pkl,466.2,
B_n140_023_a25_067,B,3781.0,3669.0,3850,3850.5,200,3784,3784.135123,3000,0,3784,refined,0.07928118393234672,results/certificates/B_n140_023_a25_067.pkl,262.9,
B_n140_023_a50_068,B,4942.0,4914.0,4970,4970.198339,200,4943,4943.027617,3000,0,4943,refined,0.020230629172567266,results/certificates/B_n140_023_a50_068.pkl,255.5,
B_n140_023_a75_069,B,5095.0,5089.0,5095,5095.728481,200,5095,5095.0,3000,0,5095,initial,0.0,results/certificates/B_n140_023_a75_069.pkl,276.2,
B_n140_024_a25_070,B,4264.0,4130.0,4333,4333.0,200,4309,4309.329789,3000,0,4309,refined,1.0443258296588536,results/certificates/B_n140_024_a25_070.pkl,126.1,
B_n140_024_a50_071,B,5577.0,5551.0,5584,5584.789248,200,5578,5578.031741,3000,0,5578,refined,0.017927572606669058,results/certificates/B_n140_024_a50_071.pkl,137.6,
B_n140_024_a75_072,B,5663.0,5661.0,5663,5663.0,7,5663,5663.0,10,1,5663,initial,0.0,results/certificates/B_n140_024_a75_072.pkl,1.2,
B_n140_025_a25_073,B,3331.0,2958.0,3345,3345.0,200,3331,3331.511604,3000,0,3331,refined,0.0,results/certificates/B_n140_025_a25_073.pkl,95.2,
B_n140_025_a50_074,B,4639.0,4596.0,4654,4654.82338,200,4639,4639.000008,3000,0,4639,refined,0.0,results/certificates/B_n140_025_a50_074.pkl,134.7,
B_n140_025_a75_075,B,4941.0,4926.0,4943,4943.584308,200,4941,4941.0,3000,0,4941,refined,0.0,results/certificates/B_n140_025_a75_075.pkl,142.2,
B_n150_026_a25_076,B,3246.0,3208.0,3335,3335.839567,200,3296,3296.687549,3000,0,3296,refined,1.516990291262136,results/certificates/B_n150_026_a25_076.pkl,515.3,
B_n150_026_a50_077,B,4973.0,4949.0,4999,4999.829893,200,4974,4974.037172,3000,0,4974,refined,0.02010454362685967,results/certificates/B_n150_026_a50_077.pkl,448.8,
B_n150_026_a75_078,B,5191.0,5181.0,5195,5195.761197,200,5193,5193.539188,3000,0,5193,refined,0.03851338340073175,results/certificates/B_n150_026_a75_078.pkl,528.3,
B_n150_027_a25_079,B,3500.0,3238.0,3571,3571.0,200,3500,3500.000091,3000,0,3500,refined,0.0,results/certificates/B_n150_027_a25_079.pkl,210.9,
B_n150_027_a50_080,B,5275.0,5257.0,5291,5291.946263,200,5286,5286.181166,3000,0,5286,refined,0.20809685962920924,results/certificates/B_n150_027_a50_080.pkl,275.7,
B_n150_027_a75_081,B,5420.0,5416.0,5421,5421.18857,200,5421,5421.007188,3000,0,5421,initial,0.018446781036709093,results/certificates/B_n150_027_a75_081.pkl,484.5,
B_n150_028_a25_082,B,3890.0,3778.0,3955,3955.5,200,3893,3893.141151,3000,0,3893,refined,0.07706139224248652,results/certificates/B_n150_028_a25_082.pkl,272.8,
B_n150_028_a50_083,B,5073.0,5037.0,5109,5109.2084,200,5077,5077.105071,3000,0,5077,refined,0.07878668505022651,results/certificates/B_n150_028_a50_083.pkl,267.4,
B_n150_028_a75_084,B,5330.0,5324.0,5330,5330.991539,200,5330,5330.0,3000,0,5330,initial,0.0,results/certificates/B_n150_028_a75_084.pkl,287.2,
B_n150_029_a25_085,B,4595.0,4361.0,4637,4637.5,200,4599,4599.698512,3000,0,4599,refined,0.08697542944118286,results/certificates/B_n150_029_a25_085.pkl,231.0,
B_n150_029_a50_086,B,6102.0,6067.0,6109,6109.330634,200,6102,6102.0,3000,0,6102,refined,0.0,results/certificates/B_n150_029_a50_086.pkl,231.9,
B_n150_029_a75_087,B,6185.0,6183.0,6185,6185.242353,200,6185,6185.0,3000,0,6185,initial,0.0,results/certificates/B_n150_029_a75_087.pkl,241.1,
B_n150_030_a25_088,B,3550.0,3080.0,3571,3571.0,200,3550,3550.001306,3000,0,3550,refined,0.0,results/certificates/B_n150_030_a25_088.pkl,139.9,
B_n150_030_a50_089,B,4973.0,4912.0,4994,4994.259095,200,4974,4974.54013,3000,0,4974,refined,0.02010454362685967,results/certificates/B_n150_030_a50_089.pkl,177.6,
B_n150_030_a75_090,B,5281.0,5264.0,5285,5285.15935,200,5282,5282.028349,3000,0,5282,refined,0.01893222264293828,results/certificates/B_n150_030_a75_090.pkl,189.6,
C_n050_001_a25_001,C,735.0,734.0,735,735.344496,200,735,735.0,3000,0,735,initial,0.0,results/certificates/C_n050_001_a25_001.pkl,6.2,
C_n050_001_a50_002,C,1236.0,1226.0,1240,1240.939916,200,1236,1236.0,3000,0,1236,refined,0.0,results/certificates/C_n050_001_a50_002.pkl,6.7,
C_n050_001_a75_003,C,1445.0,1443.0,1445,1445.671446,200,1445,1445.0,3000,0,1445,initial,0.0,results/certificates/C_n050_001_a75_003.pkl,7.1,
C_n050_002_a25_004,C,783.0,774.0,784,784.935554,200,783,783.0,3000,0,783,refined,0.0,results/certificates/C_n050_002_a25_004.pkl,4.9,
C_n050_002_a50_005,C,1257.0,1249.0,1265,1265.939486,200,1257,1257.0,3000,0,1257,refined,0.0,results/certificates/C_n050_002_a50_005.pkl,4.5,
C_n050_002_a75_006,C,1495.0,1491.0,1495,1495.430219,200,1495,1495.0,3000,0,1495,initial,0.0,results/certificates/C_n050_002_a75_006.pkl,5.3,
C_n050_003_a25_007,C,994.0,994.0,995,995.409193,200,994,994.0,3000,0,994,refined,0.0,results/certificates/C_n050_003_a25_007.pkl,6.2,
C_n050_003_a50_008,C,1362.0,1361.0,1378,1378.464479,200,1362,1362.0,3000,0,1362,refined,0.0,results/certificates/C_n050_003_a50_008.pkl,6.8,
C_n050_003_a75_009,C,1595.0,1594.0,1595,1595.0,26,1595,1595.0,30,1,1595,initial,0.0,results/certificates/C_n050_003_a75_009.pkl,0.2,
C_n050_004_a25_010,C,1242.0,1232.0,1245,1245.281348,200,1242,1242.0,3000,0,1242,refined,0.0,results/certificates/C_n050_004_a25_010.pkl,5.8,
C_n050_004_a50_011,C,2016.0,2015.0,2017,2017.309461,200,2017,2017.019541,3000,0,2017,initial,0.04957858205255329,results/certificates/C_n050_004_a50_011.pkl,5.6,
C_n050_004_a75_012,C,2062.0,2061.0,2062,2062.139066,200,2062,2062.0,3000,0,2062,initial,0.0,results/certificates/C_n050_004_a75_012.pkl,5.6,
C_n050_005_a25_013,C,1077.0,1076.0,1078,1078.099385,200,1077,1077.0,3000,0,1077,refined,0.0,results/certificates/C_n050_005_a25_013.pkl,6.6,
C_n050_005_a50_014,C,1684.0,1683.0,1684,1684.128101,200,1684,1684.0,3000,0,1684,initial,0.0,results/certificates/C_n050_005_a50_014.pkl,5.7,
C_n050_005_a75_015,C,1737.0,1736.0,1737,1737.138787,200,1737,1737.0,3000,0,1737,initial,0.0,results/certificates/C_n050_005_a75_015.pkl,7.0,
C_n055_006_a25_016,C,975.0,973.0,975,975.0,111,975,975.0,134,1,975,initial,0.0,results/certificates/C_n055_006_a25_016.pkl,0.6,
C_n055_006_a50_017,C,1540.0,1529.0,1540,1540.574997,200,1540,1540.0,3000,0,1540,initial,0.0,results/certificates/C_n055_006_a50_017.pkl,8.6,
C_n055_006_a75_018,C,1589.0,1588.0,1589,1589.154643,200,1589,1589.0,3000,0,1589,initial,0.0,results/certificates/C_n055_006_a75_018.pkl,9.5,
C_n055_007_a25_019,C,804.0,794.0,806,806.984613,200,804,804.0,3000,0,804,refined,0.0,results/certificates/C_n055_007_a25_019.pkl,7.2,
C_n055_007_a50_020,C,1368.0,1359.0,1376,1376.636308,200,1368,1368.0,3000,0,1368,refined,0.0,results/certificates/C_n055_007_a50_020.pkl,6.1,
C_n055_007_a75_021,C,1623.0,1621.0,1623,1623.299258,200,1623,1623.0,3000,0,1623,initial,0.0,results/certificates/C_n055_007_a75_021.pkl,7.1,
C_n055_008_a25_022,C,1004.0,1004.0,1004,1004.913746,200,1004,1004.0,3000,0,1004,initial,0.0,results/certificates/C_n055_008_a25_022.pkl,13.2,
C_n055_008_a50_023,C,1381.0,1371.0,1391,1391.456809,200,1381,1381.0,3000,0,1381,refined,0.0,results/certificates/C_n055_008_a50_023.pkl,12.2,
C_n055_008_a75_024,C,1617.0,1613.0,1617,1617.357751,200,1617,1617.0,3000,0,1617,initial,0.0,results/certificates/C_n055_008_a75_024.pkl,19.8,
C_n055_009_a25_025,C,1353.0,1343.0,1355,1355.864059,200,1353,1353.0,3000,0,1353,refined,0.0,results/certificates/C_n055_009_a25_025.pkl,6.5,
C_n055_009_a50_026,C,2225.0,2225.0,2226,2226.302868,200,2226,2226.009648,3000,0,2226,initial,0.04492362982929021,results/certificates/C_n055_009_a50_026.pkl,6.0,
C_n055_009_a75_027,C,2373.0,2372.0,2373,2373.13906,200,2373,2373.0,3000,0,2373,initial,0.0,results/certificates/C_n055_009_a75_027.pkl,6.8,
C_n055_010_a25_028,C,1186.0,1185.0,1186,1186.957935,200,1186,1186.0,3000,0,1186,initial,0.0,results/certificates/C_n055_010_a25_028.pkl,7.6,
C_n055_010_a50_029,C,1894.0,1893.0,1902,1902.172407,200,1894,1894.0,3000,0,1894,refined,0.0,results/certificates/C_n055_010_a50_029.pkl,6.7,
C_n055_010_a75_030,C,2048.0,2047.0,2048,2048.205725,200,2048,2048.0,3000,0,2048,initial,0.0,results/certificates/C_n055_010_a75_030.pkl,7.5,
C_n060_011_a25_031,C,1212.0,1193.0,1218,1218.383165,200,1212,1212.679303,3000,0,1212,refined,0.0,results/certificates/C_n060_011_a25_031.pkl,12.5,
C_n060_011_a50_032,C,1664.0,1661.0,1664,1664.534626,200,1664,1664.0,3000,0,1664,initial,0.0,results/certificates/C_n060_011_a50_032.pkl,12.9,
C_n060_011_a75_033,C,1713.0,1712.0,1713,1713.11848,200,1713,1713.0,3000,0,1713,initial,0.0,results/certificates/C_n060_011_a75_033.pkl,13.6,
C_n060_012_a25_034,C,1113.0,1094.0,1124,1124.796269,200,1113,1113.0,3000,0,1113,refined,0.0,results/certificates/C_n060_012_a25_034.pkl,19.6,
C_n060_012_a50_035,C,1731.0,1712.0,1733,1733.152768,200,1731,1731.0,3000,0,1731,refined,0.0,results/certificates/C_n060_012_a50_035.pkl,19.9,
C_n060_012_a75_036,C,1759.0,1759.0,1759,1759.0,14,1759,1759.0,14,1,1759,initial,0.0,results/certificates/C_n060_012_a75_036.pkl,0.3,
C_n060_013_a25_037,C,1294.0,1284.0,1300,1300.972412,200,1294,1294.0,3000,0,1294,refined,0.0,results/certificates/C_n060_013_a25_037.pkl,16.3,
C_n060_013_a50_038,C,1784.0,1762.0,1795,1795.1359,200,1784,1784.0,3000,0,1784,refined,0.0,results/certificates/C_n060_013_a50_038.pkl,24.8,
C_n060_013_a75_039,C,2019.0,2013.0,2019,2019.732399,200,2019,2019.0,190,1,2019,initial,0.0,results/certificates/C_n060_013_a75_039.pkl,2.9,
C_n060_014_a25_040,C,1544.0,1434.0,1557,1557.0,200,1544,1544.0,3000,0,1544,refined,0.0,results/certificates/C_n060_014_a25_040.pkl,8.8,
C_n060_014_a50_041,C,2341.0,2337.0,2343,2343.233914,200,2341,2341.0,3000,0,2341,refined,0.0,results/certificates/C_n060_014_a50_041.pkl,9.2,
C_n060_014_a75_042,C,2476.0,2474.0,2476,2476.578105,200,2476,2476.0,3000,0,2476,initial,0.0,results/certificates/C_n060_014_a75_042.pkl,11.9,
C_n060_015_a25_043,C,1466.0,1466.0,1468,1468.260125,200,1466,1466.0,3000,0,1466,refined,0.0,results/certificates/C_n060_015_a25_043.pkl,7.3,
C_n060_015_a50_044,C,2123.0,2123.0,2123,2123.076154,200,2123,2123.0,3000,0,2123,initial,0.0,results/certificates/C_n060_015_a50_044.pkl,9.1,
C_n060_015_a75_045,C,2190.0,2169.0,2190,2190.0,12,2190,2190.0,38,1,2190,initial,0.0,results/certificates/C_n060_015_a75_045.pkl,0.3,
C_n065_016_a25_046,C,1312.0,1293.0,1318,1318.45375,200,1312,1312.679396,3000,0,1312,refined,0.0,results/certificates/C_n065_016_a25_046.pkl,19.3,
C_n065_016_a50_047,C,1863.0,1860.0,1863,1863.695548,200,1863,1863.0,3000,0,1863,initial,0.0,results/certificates/C_n065_016_a50_047.pkl,19.8,
C_n065_016_a75_048,C,1924.0,1922.0,1924,1924.36286,200,1924,1924.0,3000,0,1924,initial,0.0,results/certificates/C_n065_016_a75_048.pkl,19.7,
C_n065_017_a25_049,C,1302.0,1283.0,1312,1312.870066,200,1302,1302.0,3000,0,1302,refined,0.0,results/certificates/C_n065_017_a25_049.pkl,21.8,
C_n065_017_a50_050,C,1930.0,1911.0,1933,1933.471381,200,1930,1930.508437,3000,0,1930,refined,0.0,results/certificates/C_n065_017_a50_050.pkl,22.3,
C_n065_017_a75_051,C,1971.0,1969.0,1971,1971.0,6,1971,1971.0,16,1,1971,initial,0.0,results/certificates/C_n065_017_a75_051.pkl,0.3,
C_n065_018_a25_052,C,1386.0,1367.0,1389,1389.853152,200,1386,1386.0,3000,0,1386,refined,0.0,results/certificates/C_n065_018_a25_052.pkl,18.6,
C_n065_018_a50_053,C,1905.0,1900.0,1924,1924.837796,200,1906,1906.007344,3000,0,1906,refined,0.05246589716684155,results/certificates/C_n065_018_a50_053.pkl,33.0,
C_n065_018_a75_054,C,2146.0,2144.0,2146,2146.277564,200,2146,2146.0,3000,0,2146,initial,0.0,results/certificates/C_n065_018_a75_054.pkl,28.1,
C_n065_019_a25_055,C,1864.0,1755.0,1879,1879.333333,200,1864,1864.0,3000,0,1864,refined,0.0,results/certificates/C_n065_019_a25_055.pkl,10.1,
C_n065_019_a50_056,C,2464.0,2462.0,2465,2465.156898,200,2464,2464.0,3000,0,2464,refined,0.0,results/certificates/C_n065_019_a50_056.pkl,14.6,
C_n065_019_a75_057,C,2600.0,2598.0,2600,2600.182634,200,2600,2600.0,3000,0,2600,initial,0.0,results/certificates/C_n065_019_a75_057.pkl,15.1,
C_n065_020_a25_058,C,1566.0,1566.0,1568,1568.26042,200,1566,1566.0,3000,0,1566,refined,0.0,results/certificates/C_n065_020_a25_058.pkl,15.5,
C_n065_020_a50_059,C,2323.0,2322.0,2339,2339.448413,200,2323,2323.001578,3000,0,2323,refined,0.0,results/certificates/C_n065_020_a50_059.pkl,21.8,
C_n065_020_a75_060,C,2489.0,2466.0,2489,2489.909391,200,2489,2489.0,3000,0,2489,initial,0.0,results/certificates/C_n065_020_a75_060.pkl,22.8,
C_n070_021_a25_061,C,1314.0,1295.0,1326,1326.141919,200,1314,1314.689157,3000,0,1314,refined,0.0,results/certificates/C_n070_021_a25_061.pkl,24.3,
C_n070_021_a50_062,C,1964.0,1961.0,1965,1965.488847,200,1964,1964.0,3000,0,1964,refined,0.0,results/certificates/C_n070_021_a50_062.pkl,26.0,
C_n070_021_a75_063,C,2035.0,2033.0,2035,2035.731335,200,2035,2035.0,3000,0,2035,initial,0.0,results/certificates/C_n070_021_a75_063.pkl,25.6,
C_n070_022_a25_064,C,1413.0,1393.0,1429,1429.622061,200,1413,1413.50819,3000,0,1413,refined,0.0,results/certificates/C_n070_022_a25_064.pkl,43.6,
C_n070_022_a50_065,C,2052.0,2031.0,2064,2064.669925,200,2060,2060.14153,3000,0,2060,refined,0.3883495145631068,results/certificates/C_n070_022_a50_065.pkl,44.9,
C_n070_022_a75_066,C,2102.0,2101.0,2102,2102.0,6,2102,2102.0,16,1,2102,initial,0.0,results/certificates/C_n070_022_a75_066.pkl,0.6,
C_n070_023_a25_067,C,1628.0,1615.0,1640,1640.869884,200,1632,1632.580543,3000,0,1632,refined,0.24509803921568626,results/certificates/C_n070_023_a25_067.pkl,32.3,
C_n070_023_a50_068,C,2305.0,2304.0,2306,2306.041758,200,2305,2305.510912,3000,0,2305,refined,0.0,results/certificates/C_n070_023_a50_068.pkl,45.7,
C_n070_023_a75_069,C,2359.0,2359.0,2359,2359.0,200,2359,2359.0,3000,0,2359,initial,0.0,results/certificates/C_n070_023_a75_069.pkl,52.2,
C_n070_024_a25_070,C,2046.0,1936.0,2056,2056.333333,200,2046,2046.0,3000,0,2046,refined,0.0,results/certificates/C_n070_024_a25_070.pkl,14.2,
C_n070_024_a50_071,C,2863.0,2861.0,2863,2863.822085,200,2863,2863.0,3000,0,2863,initial,0.0,results/certificates/C_n070_024_a50_071.pkl,18.5,
C_n070_024_a75_072,C,3009.0,3007.0,3009,3009.291839,200,3009,3009.0,3000,0,3009,initial,0.0,results/certificates/C_n070_024_a75_072.pkl,20.0,
C_n070_025_a25_073,C,1680.0,1678.0,1689,1689.090479,200,1680,1680.0,3000,0,1680,refined,0.0,results/certificates/C_n070_025_a25_073.pkl,30.8,
C_n070_025_a50_074,C,2449.0,2447.0,2476,2476.225703,200,2449,2449.0,3000,0,2449,refined,0.0,results/certificates/C_n070_025_a50_074.pkl,31.3,
C_n070_025_a75_075,C,2601.0,2599.0,2601,2601.507566,200,2601,2601.0,3000,0,2601,initial,0.0,results/certificates/C_n070_025_a75_075.pkl,30.7,
C_n075_026_a25_076,C,1316.0,1295.0,1332,1332.348614,200,1316,1316.001182,3000,0,1316,refined,0.0,results/certificates/C_n075_026_a25_076.pkl,47.2,
C_n075_026_a50_077,C,1977.0,1971.0,1978,1978.202055,200,1977,1977.00112,3000,0,1977,refined,0.0,results/certificates/C_n075_026_a50_077.pkl,47.3,
C_n075_026_a75_078,C,2055.0,2054.0,2055,2055.306064,200,2055,2055.0,3000,0,2055,initial,0.0,results/certificates/C_n075_026_a75_078.pkl,48.8,
C_n075_027_a25_079,C,1618.0,1616.0,1626,1626.20908,200,1618,1618.0,3000,0,1618,refined,0.0,results/certificates/C_n075_027_a25_079.pkl,92.5,
C_n075_027_a50_080,C,2184.0,2182.0,2186,2186.53377,200,2185,2185.037409,3000,0,2185,refined,0.045766590389016024,results/certificates/C_n075_027_a50_080.pkl,90.5,
C_n075_027_a75_081,C,2232.0,2231.0,2232,2232.192955,200,2232,2232.0,3000,0,2232,initial,0.0,results/certificates/C_n075_027_a75_081.pkl,91.2,
C_n075_028_a25_082,C,1829.0,1718.0,1867,1867.666667,200,1833,1833.669723,3000,0,1833,refined,0.2182214948172395,results/certificates/C_n075_028_a25_082.pkl,95.8,
C_n075_028_a50_083,C,2538.0,2534.0,2538,2538.633324,200,2538,2538.0,3000,0,2538,initial,0.0,results/certificates/C_n075_028_a50_083.pkl,102.3,
C_n075_028_a75_084,C,2582.0,2580.0,2582,2582.263161,200,2582,2582.0,3000,0,2582,initial,0.0,results/certificates/C_n075_028_a75_084.pkl,121.6,
C_n075_029_a25_085,C,2168.0,2076.0,2221,2221.666667,200,2168,2168.000009,3000,0,2168,refined,0.0,results/certificates/C_n075_029_a25_085.pkl,28.4,
C_n075_029_a50_086,C,3004.0,2983.0,3010,3010.205549,200,3004,3004.0,3000,0,3004,refined,0.0,results/certificates/C_n075_029_a50_086.pkl,30.2,
C_n075_029_a75_087,C,3223.0,3219.0,3223,3223.0,41,3223,3223.0,9,1,3223,initial,0.0,results/certificates/C_n075_029_a75_087.pkl,0.7,
C_n075_030_a25_088,C,1777.0,1768.0,1782,1782.645053,200,1777,1777.219379,3000,0,1777,refined,0.0,results/certificates/C_n075_030_a25_088.pkl,51.4,
C_n075_030_a50_089,C,2568.0,2563.0,2593,2593.471107,200,2568,2568.0,3000,0,2568,refined,0.0,results/certificates/C_n075_030_a50_089.pkl,59.9,
C_n075_030_a75_090,C,2722.0,2719.0,2722,2722.639271,200,2722,2722.0,3000,0,2722,initial,0.0,results/certificates/C_n075_030_a75_090.pkl,45.7,
C_n080_031_a25_091,C,1515.0,1495.0,1538,1538.045748,200,1515,1515.348232,3000,0,1515,refined,0.0,results/certificates/C_n080_031_a25_091.pkl,47.9,
C_n080_031_a50_092,C,2287.0,2281.0,2288,2288.73069,200,2287,2287.001114,3000,0,2287,refined,0.0,results/certificates/C_n080_031_a50_092.pkl,49.1,
C_n080_031_a75_093,C,2365.0,2364.0,2365,2365.237086,200,2365,2365.0,3000,0,2365,initial,0.0,results/certificates/C_n080_031_a75_093.pkl,50.3,
C_n080_032_a25_094,C,1747.0,1645.0,1770,1770.666667,200,1747,1747.0,3000,0,1747,refined,0.0,results/certificates/C_n080_032_a25_094.pkl,98.0,
C_n080_032_a50_095,C,2403.0,2389.0,2407,2407.325094,200,2404,2404.026073,3000,0,2404,refined,0.04159733777038269,results/certificates/C_n080_032_a50_095.pkl,101.7,
C_n080_032_a75_096,C,2461.0,2457.0,2461,2461.816345,200,2461,2461.0,3000,0,2461,initial,0.0,results/certificates/C_n080_032_a75_096.pkl,104.2,
C_n080_033_a25_097,C,2029.0,1917.0,2067,2067.666667,200,2033,2033.661363,3000,0,2033,refined,0.1967535661583866,results/certificates/C_n080_033_a25_097.pkl,73.8,
C_n080_033_a50_098,C,2748.0,2744.0,2748,2748.745514,200,2748,2748.0,3000,0,2748,initial,0.0,results/certificates/C_n080_033_a50_098.pkl,109.6,
C_n080_033_a75_099,C,2803.0,2801.0,2803,2803.263151,200,2803,2803.0,3000,0,2803,initial,0.0,results/certificates/C_n080_033_a75_099.pkl,127.5,
C_n080_034_a25_100,C,2268.0,2077.0,2303,2303.333333,200,2268,2268.00034,3000,0,2268,refined,0.0,results/certificates/C_n080_034_a25_100.pkl,34.8,
C_n080_034_a50_101,C,3205.0,3173.0,3212,3212.9208,200,3205,3205.511997,3000,0,3205,refined,0.0,results/certificates/C_n080_034_a50_101.pkl,32.6,
C_n080_034_a75_102,C,3425.0,3421.0,3426,3426.0,4,3426,3426.0,4,1,3426,initial,0.02918855808523059,results/certificates/C_n080_034_a75_102.pkl,0.4,
C_n080_035_a25_103,C,1897.0,1769.0,1909,1909.333333,200,1898,1898.016194,3000,0,1898,refined,0.052687038988408846,results/certificates/C_n080_035_a25_103.pkl,47.5,
C_n080_035_a50_104,C,2778.0,2776.0,2807,2807.107415,200,2779,2779.027166,3000,0,2779,refined,0.035984166966534725,results/certificates/C_n080_035_a50_104.pkl,66.9,
C_n080_035_a75_105,C,2934.0,2931.0,2934,2934.883181,200,2934,2934.0,3000,0,2934,initial,0.0,results/certificates/C_n080_035_a75_105.pkl,53.3,
D_n040_001_a25_001,D,715.0,715.0,715,715.000006,200,715,715.0,3000,0,715,initial,0.0,results/certificates/D_n040_001_a25_001.pkl,5.8,
D_n040_001_a50_002,D,970.0,968.0,971,971.131457,200,970,970.0,3000,0,970,refined,0.0,results/certificates/D_n040_001_a50_002.pkl,6.1,
D_n040_001_a75_003,D,1203.0,1203.0,1203,1203.0,44,1203,1203.0,44,1,1203,initial,0.0,results/certificates/D_n040_001_a75_003.pkl,0.3,
D_n040_002_a25_004,D,352.0,352.0,352,352.0,200,352,352.0,3000,0,352,initial,0.0,results/certificates/D_n040_002_a25_004.pkl,5.0,
D_n040_002_a50_005,D,894.0,785.0,904,904.134615,200,894,894.0,3000,0,894,refined,0.0,results/certificates/D_n040_002_a50_005.pkl,4.7,
D_n040_002_a75_006,D,1137.0,1135.0,1137,1137.278023,200,1137,1137.0,3000,0,1137,initial,0.0,results/certificates/D_n040_002_a75_006.pkl,5.0,
D_n040_003_a25_007,D,563.0,562.0,564,564.536561,200,563,563.0,3000,0,563,refined,0.0,results/certificates/D_n040_003_a25_007.pkl,5.4,
D_n040_003_a50_008,D,1023.0,1022.0,1023,1023.27193,200,1023,1023.0,3000,0,1023,initial,0.0,results/certificates/D_n040_003_a50_008.pkl,4.8,
D_n040_003_a75_009,D,1149.0,1148.0,1149,1149.041764,200,1149,1149.0,3000,0,1149,initial,0.0,results/certificates/D_n040_003_a75_009.pkl,5.7,
D_n040_004_a25_010,D,723.0,723.0,723,723.872704,200,723,723.0,3000,0,723,initial,0.0,results/certificates/D_n040_004_a25_010.pkl,6.5,
D_n040_004_a50_011,D,1374.0,1374.0,1374,1374.219114,200,1374,1374.0,3000,0,1374,initial,0.0,results/certificates/D_n040_004_a50_011.pkl,5.4,
D_n040_004_a75_012,D,1537.0,1534.0,1537,1537.0,43,1537,1537.0,12,1,1537,initial,0.0,results/certificates/D_n040_004_a75_012.pkl,0.2,
D_n040_005_a25_013,D,837.0,837.0,837,837.243653,200,837,837.0,3000,0,837,initial,0.0,results/certificates/D_n040_005_a25_013.pkl,6.6,
D_n040_005_a50_014,D,1351.0,1351.0,1372,1372.896404,200,1351,1351.0,3000,0,1351,refined,0.0,results/certificates/D_n040_005_a50_014.pkl,6.3,
D_n040_005_a75_015,D,1467.0,1466.0,1467,1467.137844,200,1467,1467.0,3000,0,1467,initial,0.0,results/certificates/D_n040_005_a75_015.pkl,6.1,
D_n045_006_a25_016,D,745.0,744.0,745,745.044943,200,745,745.0,269,1,745,initial,0.0,results/certificates/D_n045_006_a25_016.pkl,2.0,
D_n045_006_a50_017,D,1208.0,1197.0,1208,1208.896062,200,1208,1208.0,3000,0,1208,initial,0.0,results/certificates/D_n045_006_a50_017.pkl,15.6,
D_n045_006_a75_018,D,1245.0,1243.0,1245,1245.252779,200,1245,1245.0,3000,0,1245,initial,0.0,results/certificates/D_n045_006_a75_018.pkl,16.1,
D_n045_007_a25_019,D,662.0,651.0,665,665.467012,200,662,662.0,3000,0,662,refined,0.0,results/certificates/D_n045_007_a25_019.pkl,7.9,
D_n045_007_a50_020,D,1105.0,1016.0,1139,1139.050388,200,1105,1105.0,3000,0,1105,refined,0.0,results/certificates/D_n045_007_a50_020.pkl,7.1,
D_n045_007_a75_021,D,1369.0,1369.0,1369,1369.0,200,1369,1369.0,3000,0,1369,initial,0.0,results/certificates/D_n045_007_a75_021.pkl,7.5,
D_n045_008_a25_022,D,953.0,953.0,953,953.266621,200,953,953.0,3000,0,953,initial,0.0,results/certificates/D_n045_008_a25_022.pkl,8.2,
D_n045_008_a50_023,D,1337.0,1315.0,1342,1342.423159,200,1337,1337.0,3000,0,1337,refined,0.0,results/certificates/D_n045_008_a50_023.pkl,8.9,
D_n045_008_a75_024,D,1483.0,1481.0,1483,1483.0,39,1483,1483.0,8,1,1483,initial,0.0,results/certificates/D_n045_008_a75_024.pkl,0.4,
