instance_id,family,n,budget_level,seed_set,best_primal_profit,lagrangian_upper_bound_raw,lagrangian_upper_bound_reported,certificate_gap_percent,stop_reason,runtime_seconds,proven_optimal_by_lagrangian_match,matches_bpc_optimum,improves_published_bks,published_bks
EB_n120_012_a75_036,EB,120,0.75,42;123;456;789;1337;2024,4220.0,4220.0,4220.0,0.0,UB,0.4,True,True,False,4220.0
EB_n120_013_a25_037,EB,120,0.25,42;123;456;789;1337;2024,2688.0,2693.0,2693.0,0.186,GAP<0.3%,901.3,False,True,False,2688.0
EB_n120_013_a50_038,EB,120,0.5,42;123;456;789;1337;2024,4040.0,4041.0,4041.0,0.0248,GAP<0.3%,302.2,False,False,False,4040.0
EB_n120_013_a75_039,EB,120,0.75,42;123;456;789;1337;2024,4147.0,4147.0,4147.0,0.0,UB,0.5,True,True,False,4147.0
EB_n120_014_a25_040,EB,120,0.25,42;123;456;789;1337;2024,2707.0,2721.0,2721.0,0.5172,TIERS_EXHAUSTED,1201.8,False,True,False,2707.0
EB_n120_014_a50_041,EB,120,0.5,42;123;456;789;1337;2024,4549.0,4549.0,4549.0,0.0,GAP<0.3%,602.5,True,False,False,4549.0
EB_n120_014_a75_042,EB,120,0.75,42;123;456;789;1337;2024,5034.0,5034.0,5034.0,0.0,UB,1.0,True,True,False,5034.0
EB_n120_015_a25_043,EB,120,0.25,42;123;456;789;1337;2024,2247.0,2251.0,2251.0,0.178,GAP<0.3%,600.5,False,True,False,2247.0
EB_n120_015_a50_044,EB,120,0.5,42;123;456;789;1337;2024,3857.0,3858.0,3858.0,0.0259,GAP<0.3%,901.8,False,False,False,
EB_n120_015_a75_045,EB,120,0.75,42;123;456;789;1337;2024,4268.0,4268.0,4268.0,0.0,UB,1.0,True,True,False,4268.0
EB_n130_016_a25_046,EB,130,0.25,42;123;456;789;1337;2024,2237.0,2242.0,2242.0,0.2235,GAP<0.3%,1203.5,False,True,False,2237.0
EB_n130_016_a50_047,EB,130,0.5,42;123;456;789;1337;2024,4095.0,4096.0,4096.0,0.0244,GAP<0.3%,304.5,False,False,False,4096.0
EB_n130_016_a75_048,EB,130,0.75,42;123;456;789;1337;2024,4329.0,4339.0,4339.0,0.231,GAP<0.3%,302.2,False,False,True,4308.0
EB_n130_017_a25_049,EB,130,0.25,42;123;456;789;1337;2024,2678.0,2683.0,2683.0,0.1867,GAP<0.3%,602.7,False,True,False,2678.0
EB_n130_017_a50_050,EB,130,0.5,42;123;456;789;1337;2024,4421.0,4446.0,4446.0,0.5655,TIERS_EXHAUSTED,1209.7,False,False,True,4402.0
EB_n130_017_a75_051,EB,130,0.75,42;123;456;789;1337;2024,4644.0,4644.0,4644.0,0.0,UB,0.7,True,False,False,4644.0
EB_n130_018_a25_052,EB,130,0.25,42;123;456;789;1337;2024,3020.0,3026.0,3026.0,0.1987,GAP<0.3%,600.7,False,True,False,3020.0
EB_n130_018_a50_053,EB,130,0.5,42;123;456;789;1337;2024,4465.0,4468.0,4468.0,0.0672,GAP<0.3%,301.9,False,False,False,4465.0
EB_n130_018_a75_054,EB,130,0.75,42;123;456;789;1337;2024,4577.0,4584.0,4584.0,0.1529,GAP<0.3%,301.6,False,False,True,4559.0
EB_n130_019_a25_055,EB,130,0.25,42;123;456;789;1337;2024,2807.0,2819.0,2819.0,0.4275,TIERS_EXHAUSTED,1201.3,False,True,False,2807.0
EB_n130_019_a50_056,EB,130,0.5,42;123;456;789;1337;2024,4769.0,4770.0,4770.0,0.021,GAP<0.3%,903.5,False,False,False,4769.0
EB_n130_019_a75_057,EB,130,0.75,42;123;456;789;1337;2024,5291.0,5300.0,5300.0,0.1701,GAP<0.3%,303.4,False,False,False,5291.0
EB_n130_020_a25_058,EB,130,0.25,42;123;456;789;1337;2024,2348.0,2352.0,2352.0,0.1704,GAP<0.3%,300.2,False,True,False,2348.0
EB_n130_020_a50_059,EB,130,0.5,42;123;456;789;1337;2024,4058.0,4067.0,4067.0,0.2218,GAP<0.3%,902.5,False,False,True,4051.0
EB_n130_020_a75_060,EB,130,0.75,42;123;456;789;1337;2024,4584.0,4593.0,4593.0,0.1963,GAP<0.3%,301.5,False,False,False,4584.0
EB_n140_021_a25_061,EB,140,0.25,42;123;456;789;1337;2024,2538.0,2544.0,2544.0,0.2364,GAP<0.3%,1204.6,False,False,False,2538.0
EB_n140_021_a50_062,EB,140,0.5,42;123;456;789;1337;2024,4493.0,4505.0,4505.0,0.2671,GAP<0.3%,910.2,False,False,False,4493.0
EB_n140_021_a75_063,EB,140,0.75,42;123;456;789;1337;2024,4847.0,4860.0,4860.0,0.2682,GAP<0.3%,306.6,False,False,True,4834.0
EB_n140_022_a25_064,EB,140,0.25,42;123;456;789;1337;2024,2767.0,2779.0,2779.0,0.4337,TIERS_EXHAUSTED,906.2,False,False,False,2767.0
EB_n140_022_a50_065,EB,140,0.5,42;123;456;789;1337;2024,4900.0,4925.0,4925.0,0.5102,TIERS_EXHAUSTED,1211.9,False,False,True,4503.0
EB_n140_022_a75_066,EB,140,0.75,42;123;456;789;1337;2024,5175.0,5175.0,5175.0,0.0,UB,0.7,True,False,False,5175.0
EB_n140_023_a25_067,EB,140,0.25,42;123;456;789;1337;2024,3339.0,3343.0,3343.0,0.1198,GAP<0.3%,602.1,False,False,False,3339.0
EB_n140_023_a50_068,EB,140,0.5,42;123;456;789;1337;2024,4919.0,4928.0,4928.0,0.183,GAP<0.3%,905.5,False,False,True,4602.0
EB_n140_023_a75_069,EB,140,0.75,42;123;456;789;1337;2024,5093.0,5102.0,5102.0,0.1767,GAP<0.3%,303.8,False,False,False,5094.0
EB_n140_024_a25_070,EB,140,0.25,42;123;456;789;1337;2024,3611.0,3617.0,3617.0,0.1662,GAP<0.3%,300.5,False,False,False,3611.0
EB_n140_024_a50_071,EB,140,0.5,42;123;456;789;1337;2024,5525.0,5538.0,5538.0,0.2353,GAP<0.3%,604.6,False,False,True,5034.0
EB_n140_024_a75_072,EB,140,0.75,42;123;456;789;1337;2024,5661.0,5662.0,5662.0,0.0177,GAP<0.3%,301.4,False,False,False,5661.0
EB_n140_025_a25_073,EB,140,0.25,42;123;456;789;1337;2024,2753.0,2753.0,2753.0,0.0,UB,30.5,True,False,False,2753.0
EB_n140_025_a50_074,EB,140,0.5,42;123;456;789;1337;2024,4596.0,4606.0,4606.0,0.2176,GAP<0.3%,904.4,False,False,False,
EB_n140_025_a75_075,EB,140,0.75,42;123;456;789;1337;2024,4940.0,4940.0,4940.0,0.0,GAP<0.3%,302.4,True,False,False,4940.0
EB_n150_026_a25_076,EB,150,0.25,42;123;456;789;1337;2024,2550.0,2560.0,2560.0,0.3922,TIERS_EXHAUSTED,1206.9,False,False,False,2550.0
EB_n150_026_a50_077,EB,150,0.5,42;123;456;789;1337;2024,4811.0,4822.0,4822.0,0.2286,GAP<0.3%,908.8,False,False,False,4811.0
EB_n150_026_a75_078,EB,150,0.75,42;123;456;789;1337;2024,5175.0,5183.0,5183.0,0.1546,GAP<0.3%,607.6,False,False,True,5009.0
EB_n150_027_a25_079,EB,150,0.25,42;123;456;789;1337;2024,2771.0,2792.0,2792.0,0.7578,TIERS_EXHAUSTED,1207.1,False,False,False,
EB_n150_027_a50_080,EB,150,0.5,42;123;456;789;1337;2024,5040.0,5047.0,5047.0,0.1389,GAP<0.3%,304.0,False,False,False,
EB_n150_027_a75_081,EB,150,0.75,42;123;456;789;1337;2024,5408.0,5414.0,5414.0,0.1109,GAP<0.3%,303.7,False,False,False,
EB_n150_028_a25_082,EB,150,0.25,42;123;456;789;1337;2024,3448.0,3451.0,3451.0,0.087,GAP<0.3%,601.9,False,False,False,
EB_n150_028_a50_083,EB,150,0.5,42;123;456;789;1337;2024,5045.0,5060.0,5060.0,0.2973,GAP<0.3%,1212.3,False,False,False,
EB_n150_028_a75_084,EB,150,0.75,42;123;456;789;1337;2024,5329.0,5337.0,5337.0,0.1501,GAP<0.3%,303.4,False,False,False,
EB_n150_029_a25_085,EB,150,0.25,42;123;456;789;1337;2024,4054.0,4063.0,4063.0,0.222,GAP<0.3%,1204.3,False,False,False,
EB_n150_029_a50_086,EB,150,0.5,42;123;456;789;1337;2024,6066.0,6078.0,6078.0,0.1978,GAP<0.3%,608.5,False,False,False,
EB_n150_029_a75_087,EB,150,0.75,42;123;456;789;1337;2024,6185.0,6186.0,6186.0,0.0162,GAP<0.3%,301.8,False,False,False,
EB_n150_030_a25_088,EB,150,0.25,42;123;456;789;1337;2024,2970.0,2971.0,2971.0,0.0337,GAP<0.3%,300.8,False,False,False,
EB_n150_030_a50_089,EB,150,0.5,42;123;456;789;1337;2024,4920.0,4932.0,4932.0,0.2439,GAP<0.3%,1507.6,False,False,False,
EB_n150_030_a75_090,EB,150,0.75,42;123;456;789;1337;2024,5278.0,5285.0,5285.0,0.1326,GAP<0.3%,303.9,False,False,False,
EC_n050_001_a25_001,EC,50,0.25,42;123;456;789;1337;2024,421.0,421.0,421.0,0.0,UB,0.1,True,False,False,421.0
EC_n050_001_a50_002,EC,50,0.5,42;123;456;789;1337;2024,1103.0,1103.0,1103.0,0.0,UB,0.8,True,False,False,1103.0
EC_n050_001_a75_003,EC,50,0.75,42;123;456;789;1337;2024,1444.0,1445.0,1445.0,0.0693,GAP<0.3%,300.5,False,False,False,1444.0
EC_n050_002_a25_004,EC,50,0.25,42;123;456;789;1337;2024,355.0,355.0,355.0,0.0,UB,0.0,True,False,False,355.0
EC_n050_002_a50_005,EC,50,0.5,42;123;456;789;1337;2024,1136.0,1136.0,1136.0,0.0,GAP<0.3%,600.2,True,False,False,1136.0
EC_n050_002_a75_006,EC,50,0.75,42;123;456;789;1337;2024,1482.0,1482.0,1482.0,0.0,UB,0.6,True,False,False,1482.0
EC_n050_003_a25_007,EC,50,0.25,42;123;456;789;1337;2024,773.0,773.0,773.0,0.0,UB,0.0,True,False,False,773.0
EC_n050_003_a50_008,EC,50,0.5,42;123;456;789;1337;2024,1350.0,1353.0,1353.0,0.2222,GAP<0.3%,600.4,False,False,False,1350.0
EC_n050_003_a75_009,EC,50,0.75,42;123;456;789;1337;2024,1584.0,1584.0,1584.0,0.0,UB,0.6,True,False,False,1584.0
EC_n050_004_a25_010,EC,50,0.25,42;123;456;789;1337;2024,844.0,844.0,844.0,0.0,GAP<0.3%,600.1,True,False,False,844.0
EC_n050_004_a50_011,EC,50,0.5,42;123;456;789;1337;2024,1885.0,1886.0,1886.0,0.0531,GAP<0.3%,300.2,False,False,False,1885.0
EC_n050_004_a75_012,EC,50,0.75,42;123;456;789;1337;2024,2060.0,2060.0,2060.0,0.0,UB,0.6,True,False,False,2060.0
EC_n050_005_a25_013,EC,50,0.25,42;123;456;789;1337;2024,826.0,826.0,826.0,0.0,GAP<0.3%,300.1,True,False,False,826.0
EC_n050_005_a50_014,EC,50,0.5,42;123;456;789;1337;2024,1581.0,1581.0,1581.0,0.0,GAP<0.3%,900.7,True,False,False,1581.0
EC_n050_005_a75_015,EC,50,0.75,42;123;456;789;1337;2024,1727.0,1727.0,1727.0,0.0,UB,0.9,True,False,False,1727.0
EC_n055_006_a25_016,EC,55,0.25,42;123;456;789;1337;2024,634.0,634.0,634.0,0.0,UB,0.0,True,True,False,634.0
EC_n055_006_a50_017,EC,55,0.5,42;123;456;789;1337;2024,1508.0,1509.0,1509.0,0.0663,GAP<0.3%,300.5,False,True,False,1508.0
EC_n055_006_a75_018,EC,55,0.75,42;123;456;789;1337;2024,1587.0,1587.0,1587.0,0.0,UB,1.4,True,True,False,1587.0
EC_n055_007_a25_019,EC,55,0.25,42;123;456;789;1337;2024,375.0,375.0,375.0,0.0,UB,0.0,True,True,False,375.0
EC_n055_007_a50_020,EC,55,0.5,42;123;456;789;1337;2024,1258.0,1258.0,1258.0,0.0,GAP<0.3%,600.4,True,True,False,1258.0
EC_n055_007_a75_021,EC,55,0.75,42;123;456;789;1337;2024,1612.0,1612.0,1612.0,0.0,UB,0.9,True,True,False,1612.0
EC_n055_008_a25_022,EC,55,0.25,42;123;456;789;1337;2024,773.0,773.0,773.0,0.0,UB,0.0,True,True,False,773.0
EC_n055_008_a50_023,EC,55,0.5,42;123;456;789;1337;2024,1360.0,1363.0,1363.0,0.2206,GAP<0.3%,601.4,False,True,False,1360.0
EC_n055_008_a75_024,EC,55,0.75,42;123;456;789;1337;2024,1606.0,1606.0,1606.0,0.0,UB,1.2,True,True,False,1606.0
EC_n055_009_a25_025,EC,55,0.25,42;123;456;789;1337;2024,944.0,944.0,944.0,0.0,GAP<0.3%,600.1,True,True,False,944.0
EC_n055_009_a50_026,EC,55,0.5,42;123;456;789;1337;2024,1996.0,1998.0,1998.0,0.1002,GAP<0.3%,600.6,False,True,False,1996.0
EC_n055_009_a75_027,EC,55,0.75,42;123;456;789;1337;2024,2370.0,2370.0,2370.0,0.0,UB,0.7,True,True,False,2370.0
EC_n055_010_a25_028,EC,55,0.25,42;123;456;789;1337;2024,925.0,925.0,925.0,0.0,GAP<0.3%,299.2,True,True,False,925.0
EC_n055_010_a50_029,EC,55,0.5,42;123;456;789;1337;2024,1791.0,1791.0,1791.0,0.0,GAP<0.3%,901.1,True,True,False,1791.0
EC_n055_010_a75_030,EC,55,0.75,42;123;456;789;1337;2024,2038.0,2038.0,2038.0,0.0,UB,1.4,True,True,False,2038.0
EC_n060_011_a25_031,EC,60,0.25,42;123;456;789;1337;2024,867.0,869.0,869.0,0.2307,GAP<0.3%,600.2,False,True,False,867.0
EC_n060_011_a50_032,EC,60,0.5,42;123;456;789;1337;2024,1662.0,1662.0,1662.0,0.0,UB,14.7,True,False,False,1662.0
EC_n060_011_a75_033,EC,60,0.75,42;123;456;789;1337;2024,1712.0,1713.0,1713.0,0.0584,GAP<0.3%,300.5,False,False,False,1712.0
EC_n060_012_a25_034,EC,60,0.25,42;123;456;789;1337;2024,894.0,894.0,894.0,0.0,GAP<0.3%,600.2,True,True,False,894.0
EC_n060_012_a50_035,EC,60,0.5,42;123;456;789;1337;2024,1710.0,1710.0,1710.0,0.0,UB,0.7,True,False,False,1710.0
EC_n060_012_a75_036,EC,60,0.75,42;123;456;789;1337;2024,1757.0,1757.0,1757.0,0.0,UB,0.7,True,False,False,1757.0
EC_n060_013_a25_037,EC,60,0.25,42;123;456;789;1337;2024,1082.0,1082.0,1082.0,0.0,UB,0.0,True,True,False,1082.0
EC_n060_013_a50_038,EC,60,0.5,42;123;456;789;1337;2024,1744.0,1746.0,1746.0,0.1147,GAP<0.3%,601.5,False,False,False,1744.0
EC_n060_013_a75_039,EC,60,0.75,42;123;456;789;1337;2024,2017.0,2017.0,2017.0,0.0,UB,0.7,True,False,False,2017.0
EC_n060_014_a25_040,EC,60,0.25,42;123;456;789;1337;2024,1037.0,1037.0,1037.0,0.0,GAP<0.3%,600.2,True,True,False,1037.0
EC_n060_014_a50_041,EC,60,0.5,42;123;456;789;1337;2024,2215.0,2221.0,2221.0,0.2709,GAP<0.3%,600.6,False,False,False,2215.0
EC_n060_014_a75_042,EC,60,0.75,42;123;456;789;1337;2024,2474.0,2477.0,2477.0,0.1213,GAP<0.3%,301.6,False,False,False,
EC_n060_015_a25_043,EC,60,0.25,42;123;456;789;1337;2024,1075.0,1075.0,1075.0,0.0,GAP<0.3%,299.6,True,True,False,1075.0
EC_n060_015_a50_044,EC,60,0.5,42;123;456;789;1337;2024,2102.0,2102.0,2102.0,0.0,UB,0.6,True,False,False,2102.0
EC_n060_015_a75_045,EC,60,0.75,42;123;456;789;1337;2024,2187.0,2188.0,2188.0,0.0457,GAP<0.3%,300.1,False,False,False,2187.0
EC_n065_016_a25_046,EC,65,0.25,42;123;456;789;1337;2024,867.0,867.0,867.0,0.0,UB,2.0,True,False,False,867.0
EC_n065_016_a50_047,EC,65,0.5,42;123;456;789;1337;2024,1853.0,1854.0,1854.0,0.054,GAP<0.3%,301.3,False,False,False,1853.0
EC_n065_016_a75_048,EC,65,0.75,42;123;456;789;1337;2024,1921.0,1922.0,1922.0,0.0521,GAP<0.3%,301.6,False,True,False,1921.0
EC_n065_017_a25_049,EC,65,0.25,42;123;456;789;1337;2024,993.0,993.0,993.0,0.0,GAP<0.3%,600.2,True,False,False,993.0
EC_n065_017_a50_050,EC,65,0.5,42;123;456;789;1337;2024,1900.0,1909.0,1909.0,0.4737,TIERS_EXHAUSTED,1201.3,False,False,False,1900.0
EC_n065_017_a75_051,EC,65,0.75,42;123;456;789;1337;2024,1967.0,1968.0,1968.0,0.0508,GAP<0.3%,301.1,False,True,False,1967.0
EC_n065_018_a25_052,EC,65,0.25,42;123;456;789;1337;2024,1183.0,1186.0,1186.0,0.2536,GAP<0.3%,600.2,False,False,False,1183.0
EC_n065_018_a50_053,EC,65,0.5,42;123;456;789;1337;2024,1883.0,1888.0,1888.0,0.2655,GAP<0.3%,1202.1,False,False,False,1883.0
EC_n065_018_a75_054,EC,65,0.75,42;123;456;789;1337;2024,2146.0,2146.0,2146.0,0.0,UB,2.2,True,True,False,2146.0
EC_n065_019_a25_055,EC,65,0.25,42;123;456;789;1337;2024,1372.0,1372.0,1372.0,0.0,GAP<0.3%,300.1,True,False,False,1372.0
EC_n065_019_a50_056,EC,65,0.5,42;123;456;789;1337;2024,2352.0,2352.0,2352.0,0.0,GAP<0.3%,902.1,True,False,False,2352.0
EC_n065_019_a75_057,EC,65,0.75,42;123;456;789;1337;2024,2599.0,2599.0,2599.0,0.0,UB,0.9,True,True,False,2599.0
EC_n065_020_a25_058,EC,65,0.25,42;123;456;789;1337;2024,1075.0,1076.0,1076.0,0.093,GAP<0.3%,300.2,False,False,False,1075.0
EC_n065_020_a50_059,EC,65,0.5,42;123;456;789;1337;2024,2299.0,2301.0,2301.0,0.087,GAP<0.3%,301.1,False,False,False,2299.0
EC_n065_020_a75_060,EC,65,0.75,42;123;456;789;1337;2024,2487.0,2487.0,2487.0,0.0,UB,1.8,True,True,False,2487.0
EC_n070_021_a25_061,EC,70,0.25,42;123;456;789;1337;2024,868.0,869.0,869.0,0.1152,GAP<0.3%,1200.6,False,False,False,868.0
EC_n070_021_a50_062,EC,70,0.5,42;123;456;789;1337;2024,1953.0,1956.0,1956.0,0.1536,GAP<0.3%,301.1,False,False,False,1953.0
EC_n070_021_a75_063,EC,70,0.75,42;123;456;789;1337;2024,2031.0,2033.0,2033.0,0.0985,GAP<0.3%,301.3,False,False,False,2032.0
EC_n070_022_a25_064,EC,70,0.25,42;123;456;789;1337;2024,1093.0,1094.0,1094.0,0.0915,GAP<0.3%,599.5,False,False,False,1093.0
EC_n070_022_a50_065,EC,70,0.5,42;123;456;789;1337;2024,2018.0,2019.0,2019.0,0.0496,GAP<0.3%,301.3,False,False,False,2018.0
EC_n070_022_a75_066,EC,70,0.75,42;123;456;789;1337;2024,2099.0,2099.0,2099.0,0.0,UB,1.5,True,True,False,2099.0
EC_n070_023_a25_067,EC,70,0.25,42;123;456;789;1337;2024,1496.0,1501.0,1501.0,0.3342,TIERS_EXHAUSTED,1200.8,False,False,False,1496.0
EC_n070_023_a50_068,EC,70,0.5,42;123;456;789;1337;2024,2206.0,2217.0,2217.0,0.4986,TIERS_EXHAUSTED,1204.8,False,False,False,2206.0
EC_n070_023_a75_069,EC,70,0.75,42;123;456;789;1337;2024,2359.0,2359.0,2359.0,0.0,UB,2.7,True,True,False,2359.0
EC_n070_024_a25_070,EC,70,0.25,42;123;456;789;1337;2024,1671.0,1671.0,1671.0,0.0,GAP<0.3%,600.2,True,False,False,1671.0
EC_n070_024_a50_071,EC,70,0.5,42;123;456;789;1337;2024,2752.0,2754.0,2754.0,0.0727,GAP<0.3%,601.5,False,False,False,2752.0
EC_n070_024_a75_072,EC,70,0.75,42;123;456;789;1337;2024,3007.0,3008.0,3008.0,0.0333,GAP<0.3%,302.0,False,False,False,3008.0
EC_n070_025_a25_073,EC,70,0.25,42;123;456;789;1337;2024,1374.0,1376.0,1376.0,0.1456,GAP<0.3%,300.3,False,False,False,1374.0
EC_n070_025_a50_074,EC,70,0.5,42;123;456;789;1337;2024,2346.0,2349.0,2349.0,0.1279,GAP<0.3%,301.7,False,False,False,2346.0
EC_n070_025_a75_075,EC,70,0.75,42;123;456;789;1337;2024,2599.0,2599.0,2599.0,0.0,UB,2.7,True,True,False,2599.0
EC_n075_026_a25_076,EC,75,0.25,42;123;456;789;1337;2024,879.0,880.0,880.0,0.1138,GAP<0.3%,1200.4,False,False,False,879.0
EC_n075_026_a50_077,EC,75,0.5,42;123;456;789;1337;2024,1970.0,1974.0,1974.0,0.203,GAP<0.3%,301.8,False,False,False,1970.0
EC_n075_026_a75_078,EC,75,0.75,42;123;456;789;1337;2024,2053.0,2059.0,2059.0,0.2923,GAP<0.3%,303.2,False,False,True,2046.0
EC_n075_027_a25_079,EC,75,0.25,42;123;456;789;1337;2024,1304.0,1307.0,1307.0,0.2301,GAP<0.3%,600.3,False,False,False,1304.0
EC_n075_027_a50_080,EC,75,0.5,42;123;456;789;1337;2024,2145.0,2146.0,2146.0,0.0466,GAP<0.3%,302.2,False,False,False,2145.0
EC_n075_027_a75_081,EC,75,0.75,42;123;456;789;1337;2024,2221.0,2222.0,2222.0,0.045,GAP<0.3%,302.3,False,False,False,2221.0
EC_n075_028_a25_082,EC,75,0.25,42;123;456;789;1337;2024,1697.0,1703.0,1703.0,0.3536,TIERS_EXHAUSTED,1201.5,False,False,False,
EC_n075_028_a50_083,EC,75,0.5,42;123;456;789;1337;2024,2435.0,2439.0,2439.0,0.1643,GAP<0.3%,304.0,False,False,False,
EC_n075_028_a75_084,EC,75,0.75,42;123;456;789;1337;2024,2581.0,2581.0,2581.0,0.0,GAP<0.3%,302.7,True,False,False,
EC_n075_029_a25_085,EC,75,0.25,42;123;456;789;1337;2024,1755.0,1755.0,1755.0,0.0,UB,1.3,True,False,False,
EC_n075_029_a50_086,EC,75,0.5,42;123;456;789;1337;2024,2982.0,2985.0,2985.0,0.1006,GAP<0.3%,602.7,False,False,False,
EC_n075_029_a75_087,EC,75,0.75,42;123;456;789;1337;2024,3221.0,3222.0,3222.0,0.031,GAP<0.3%,302.1,False,False,False,
EC_n075_030_a25_088,EC,75,0.25,42;123;456;789;1337;2024,1484.0,1484.0,1484.0,0.0,UB,3.3,True,False,False,
EC_n075_030_a50_089,EC,75,0.5,42;123;456;789;1337;2024,2456.0,2465.0,2465.0,0.3664,TIERS_EXHAUSTED,1204.1,False,False,False,
EC_n075_030_a75_090,EC,75,0.75,42;123;456;789;1337;2024,2720.0,2720.0,2720.0,0.0,GAP<0.3%,603.9,True,False,False,
EC_n080_031_a25_091,EC,80,0.25,42;123;456;789;1337;2024,1068.0,1070.0,1070.0,0.1873,GAP<0.3%,1201.0,False,False,False,
EC_n080_031_a50_092,EC,80,0.5,42;123;456;789;1337;2024,2180.0,2181.0,2181.0,0.0459,GAP<0.3%,603.3,False,False,False,
EC_n080_031_a75_093,EC,80,0.75,42;123;456;789;1337;2024,2364.0,2370.0,2370.0,0.2538,GAP<0.3%,302.6,False,False,False,
EC_n080_032_a25_094,EC,80,0.25,42;123;456;789;1337;2024,1423.0,1427.0,1427.0,0.2811,GAP<0.3%,300.2,False,False,False,
EC_n080_032_a50_095,EC,80,0.5,42;123;456;789;1337;2024,2275.0,2286.0,2286.0,0.4835,TIERS_EXHAUSTED,1208.5,False,False,False,
EC_n080_032_a75_096,EC,80,0.75,42;123;456;789;1337;2024,2450.0,2450.0,2450.0,0.0,GAP<0.3%,603.7,True,False,False,
EC_n080_033_a25_097,EC,80,0.25,42;123;456;789;1337;2024,1806.0,1812.0,1812.0,0.3322,TIERS_EXHAUSTED,1202.1,False,False,False,
EC_n080_033_a50_098,EC,80,0.5,42;123;456;789;1337;2024,2646.0,2651.0,2651.0,0.189,GAP<0.3%,306.4,False,False,False,
EC_n080_033_a75_099,EC,80,0.75,42;123;456;789;1337;2024,2802.0,2804.0,2804.0,0.0714,GAP<0.3%,303.1,False,False,False,
EC_n080_034_a25_100,EC,80,0.25,42;123;456;789;1337;2024,1858.0,1858.0,1858.0,0.0,UB,0.2,True,False,False,
EC_n080_034_a50_101,EC,80,0.5,42;123;456;789;1337;2024,3174.0,3177.0,3177.0,0.0945,GAP<0.3%,604.2,False,False,False,
EC_n080_034_a75_102,EC,80,0.75,42;123;456;789;1337;2024,3424.0,3425.0,3425.0,0.0292,GAP<0.3%,301.8,False,False,False,
EC_n080_035_a25_103,EC,80,0.25,42;123;456;789;1337;2024,1585.0,1589.0,1589.0,0.2524,GAP<0.3%,300.5,False,False,False,
EC_n080_035_a50_104,EC,80,0.5,42;123;456;789;1337;2024,2667.0,2678.0,2678.0,0.4124,TIERS_EXHAUSTED,1206.0,False,False,False,
EC_n080_035_a75_105,EC,80,0.75,42;123;456;789;1337;2024,2932.0,2932.0,2932.0,0.0,GAP<0.3%,606.7,True,False,False,
ED_n040_001_a25_001,ED,40,0.25,42;123;456;789;1337;2024,412.0,412.0,412.0,0.0,UB,0.0,True,False,False,412.0
ED_n040_001_a50_002,ED,40,0.5,42;123;456;789;1337;2024,948.0,948.0,948.0,0.0,GAP<0.3%,600.5,True,False,False,948.0
ED_n040_001_a75_003,ED,40,0.75,42;123;456;789;1337;2024,1201.0,1201.0,1201.0,0.0,UB,1.5,True,False,False,1201.0
ED_n040_002_a25_004,ED,40,0.25,42;123;456;789;1337;2024,212.0,212.0,212.0,0.0,UB,0.0,True,False,False,212.0
ED_n040_002_a50_005,ED,40,0.5,42;123;456;789;1337;2024,772.0,772.0,772.0,0.0,UB,1.6,True,False,False,772.0
ED_n040_002_a75_006,ED,40,0.75,42;123;456;789;1337;2024,1026.0,1029.0,1029.0,0.2924,GAP<0.3%,300.6,False,False,False,1026.0
ED_n040_003_a25_007,ED,40,0.25,42;123;456;789;1337;2024,352.0,352.0,352.0,0.0,UB,0.1,True,False,False,352.0
ED_n040_003_a50_008,ED,40,0.5,42;123;456;789;1337;2024,994.0,994.0,994.0,0.0,GAP<0.3%,300.2,True,False,False,994.0
ED_n040_003_a75_009,ED,40,0.75,42;123;456;789;1337;2024,1138.0,1138.0,1138.0,0.0,UB,1.4,True,False,False,1138.0
ED_n040_004_a25_010,ED,40,0.25,42;123;456;789;1337;2024,422.0,422.0,422.0,0.0,UB,0.0,True,False,False,422.0
ED_n040_004_a50_011,ED,40,0.5,42;123;456;789;1337;2024,1154.0,1165.0,1165.0,0.9532,TIERS_EXHAUSTED,1200.6,False,False,False,1154.0
ED_n040_004_a75_012,ED,40,0.75,42;123;456;789;1337;2024,1526.0,1526.0,1526.0,0.0,UB,1.3,True,False,False,1526.0
ED_n040_005_a25_013,ED,40,0.25,42;123;456;789;1337;2024,445.0,445.0,445.0,0.0,UB,0.0,True,False,False,445.0
ED_n040_005_a50_014,ED,40,0.5,42;123;456;789;1337;2024,1161.0,1162.0,1162.0,0.0861,GAP<0.3%,301.1,False,False,False,1161.0
ED_n040_005_a75_015,ED,40,0.75,42;123;456;789;1337;2024,1466.0,1466.0,1466.0,0.0,UB,1.3,True,False,False,1466.0
ED_n045_006_a25_016,ED,45,0.25,42;123;456;789;1337;2024,523.0,523.0,523.0,0.0,UB,0.0,True,True,False,523.0
ED_n045_006_a50_017,ED,45,0.5,42;123;456;789;1337;2024,1099.0,1099.0,1099.0,0.0,UB,2.0,True,True,False,1099.0
ED_n045_006_a75_018,ED,45,0.75,42;123;456;789;1337;2024,1244.0,1244.0,1244.0,0.0,UB,3.6,True,True,False,1244.0
ED_n045_007_a25_019,ED,45,0.25,42;123;456;789;1337;2024,253.0,253.0,253.0,0.0,UB,0.0,True,True,False,253.0
ED_n045_007_a50_020,ED,45,0.5,42;123;456;789;1337;2024,914.0,915.0,915.0,0.1094,GAP<0.3%,600.3,False,True,False,914.0
