instance,family,n,alpha,group_id,bks,bpc_oa_gap_pct,bpc_n_solved,bpc_group_count,bpc_class,bpc_class_label,bpc_note,master_obj,master_cert_gap_pct,master_rt_s,master_status,alns_obj,alns_runtime_s,best_ub,final_cert_gap_pct,alns_lag_proven_optimal,beta_stop_reason,beta_phases,beta_ec_gain,beta_vs_bks,beta_status,beta_vs_master,baseline_ub,baseline_cert_gap_pct,refine_s,refined_source,selfseed_ub,selfseed_gap_pct,selfseed_refine_s
EB_n150_027_a25_079,EB,150,0.25,027,?,NA,NA,5,4,not_reported,outside paper coverage,2770,1.060828,990.0,NA,2771.0,1644.5,2775,0.1441,0,TIERS_EXHAUSTED,4,0,,NA,1.0,2792,0.7521,437.4,refined,2775,0.1441,
EB_n150_027_a50_080,EB,150,0.5,027,?,NA,NA,5,4,not_reported,outside paper coverage,5027,0.410088,3409.0,NA,5040.0,746.6,5043,0.0595,0,GAP<0.3%,1,0,,NA,13.0,5047,0.1387,442.6,refined,5043,0.0595,
EB_n150_027_a75_081,EB,150,0.75,027,?,NA,NA,5,4,not_reported,outside paper coverage,5408,0.110824,2903.0,NA,5408.0,759.9,5408,0.0000,1,GAP<0.3%,1,0,,NA,0.0,5414,0.1108,456.2,refined,5408,0.0000,
EB_n150_028_a25_082,EB,150,0.25,028,?,NA,NA,5,4,not_reported,outside paper coverage,3448,0.91954,1189.0,NA,3448.0,739.6,3449,0.0290,0,GAP<0.3%,2,0,,NA,0.0,3451,0.0869,137.7,refined,3449,0.0290,
EB_n150_028_a50_083,EB,150,0.5,028,?,NA,NA,5,4,not_reported,outside paper coverage,5030,1.92064,3594.0,NA,5045.0,1415.1,5052,0.1386,0,GAP<0.3%,4,0,,NA,15.0,5060,0.2964,202.8,refined,5052,0.1386,
EB_n150_028_a75_084,EB,150,0.75,028,?,NA,NA,5,4,not_reported,outside paper coverage,5327,0.187371,4794.0,NA,5329.0,570.5,5329,0.0000,1,GAP<0.3%,1,0,,NA,2.0,5337,0.1499,267.1,refined,5329,0.0000,
EB_n150_029_a25_085,EB,150,0.25,029,?,NA,NA,5,4,not_reported,outside paper coverage,4053,0.613046,2388.0,NA,4054.0,1363.3,4054,0.0000,1,GAP<0.3%,4,0,,NA,1.0,4063,0.2215,159.0,refined,4054,0.0000,
EB_n150_029_a50_086,EB,150,0.5,029,?,NA,NA,5,4,not_reported,outside paper coverage,6055,0.762108,2924.0,NA,6066.0,815.2,6076,0.1646,0,GAP<0.3%,2,0,,NA,11.0,6078,0.1974,206.7,refined,6076,0.1646,
EB_n150_029_a75_087,EB,150,0.75,029,?,NA,NA,5,4,not_reported,outside paper coverage,6185,0.016166,3212.0,NA,6185.0,483.5,6185,0.0000,1,GAP<0.3%,1,0,,NA,0.0,6186,0.0162,181.7,refined,6185,0.0000,
EB_n150_030_a25_088,EB,150,0.25,030,?,NA,NA,5,4,not_reported,outside paper coverage,2970,0.043752,1502.0,NA,2970.0,448.7,2970,0.0000,1,GAP<0.3%,1,0,,NA,0.0,2971,0.0337,147.9,refined,2970,0.0000,
EB_n150_030_a50_089,EB,150,0.5,030,?,NA,NA,5,4,not_reported,outside paper coverage,4917,0.926859,2208.0,NA,4920.0,1645.2,4930,0.2028,0,GAP<0.3%,5,2,,NA,3.0,4932,0.2433,137.6,refined,4930,0.2028,
EB_n150_030_a75_090,EB,150,0.75,030,?,NA,NA,5,4,not_reported,outside paper coverage,5278,0.141898,1581.0,NA,5278.0,475.0,5281,0.0568,0,GAP<0.3%,1,0,,NA,0.0,5285,0.1325,171.1,refined,5281,0.0568,
EC_n050_001_a25_001,EC,50,0.25,001,421,NA,NA,5,4,not_reported,outside paper coverage,421,0.118624,30.0,TIE,421.0,0.1,421,0.0000,True,UB,1,0,0.0,TIE,0.0,421,0.0000,,baseline,421,0.0000,
EC_n050_001_a50_002,EC,50,0.5,001,1103,NA,NA,5,4,not_reported,outside paper coverage,1103,0.081529,191.0,TIE,1103.0,0.8,1103,0.0000,True,UB,1,0,0.0,TIE,0.0,1103,0.0000,,baseline,1103,0.0000,
EC_n050_001_a75_003,EC,50,0.75,001,1444,NA,NA,5,4,not_reported,outside paper coverage,1444,0.069204,383.0,TIE,1444.0,307.7,1444,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1445,0.0692,7.2,refined,1444,0.0000,
EC_n050_002_a25_004,EC,50,0.25,002,355,NA,NA,5,4,not_reported,outside paper coverage,355,0.0,76.0,TIE,355.0,0.0,355,0.0000,True,UB,1,0,0.0,TIE,0.0,355,0.0000,,baseline,355,0.0,
EC_n050_002_a50_005,EC,50,0.5,002,1136,NA,NA,5,4,not_reported,outside paper coverage,1136,0.638503,289.0,TIE,1136.0,600.2,1136,0.0000,True,GAP<0.3%,2,0,0.0,TIE,0.0,1136,0.0000,,baseline,1136,0.0000,
EC_n050_002_a75_006,EC,50,0.75,002,1482,NA,NA,5,4,not_reported,outside paper coverage,1482,0.047211,412.0,TIE,1482.0,0.6,1482,0.0000,True,UB,1,0,0.0,TIE,0.0,1482,0.0000,,baseline,1482,0.0000,
EC_n050_003_a25_007,EC,50,0.25,003,773,NA,NA,5,4,not_reported,outside paper coverage,773,0.012935,121.0,TIE,773.0,0.0,773,0.0000,True,UB,1,0,0.0,TIE,0.0,773,0.0000,,baseline,773,0.0000,
EC_n050_003_a50_008,EC,50,0.5,003,1350,NA,NA,5,4,not_reported,outside paper coverage,1350,1.452661,354.0,TIE,1350.0,606.2,1350,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1353,0.2217,5.8,refined,1350,0.0000,
EC_n050_003_a75_009,EC,50,0.75,003,1584,NA,NA,5,4,not_reported,outside paper coverage,1584,0.0,495.0,TIE,1584.0,0.6,1584,0.0000,True,UB,1,0,0.0,TIE,0.0,1584,0.0000,,baseline,1584,0.0,
EC_n050_004_a25_010,EC,50,0.25,004,844,NA,NA,5,4,not_reported,outside paper coverage,844,1.447922,101.0,TIE,844.0,600.1,844,0.0000,True,GAP<0.3%,2,0,0.0,TIE,0.0,844,0.0000,,baseline,844,0.0000,
EC_n050_004_a50_011,EC,50,0.5,004,1885,NA,NA,5,4,not_reported,outside paper coverage,1885,0.532953,295.0,TIE,1885.0,305.1,1885,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1886,0.0530,4.9,refined,1885,0.0000,
EC_n050_004_a75_012,EC,50,0.75,004,2060,NA,NA,5,4,not_reported,outside paper coverage,2060,0.0,413.0,TIE,2060.0,0.6,2060,0.0000,True,UB,1,0,0.0,TIE,0.0,2060,0.0000,,baseline,2060,0.0,
EC_n050_005_a25_013,EC,50,0.25,005,826,NA,NA,5,4,not_reported,outside paper coverage,826,0.373899,128.0,TIE,826.0,300.1,826,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,826,0.0000,,baseline,826,0.0000,
EC_n050_005_a50_014,EC,50,0.5,005,1581,NA,NA,5,4,not_reported,outside paper coverage,1581,1.977804,359.0,TIE,1581.0,900.7,1581,0.0000,True,GAP<0.3%,3,0,0.0,TIE,0.0,1581,0.0000,,baseline,1581,0.0000,
EC_n050_005_a75_015,EC,50,0.75,005,1727,NA,NA,5,4,not_reported,outside paper coverage,1727,0.017368,352.0,TIE,1727.0,0.9,1727,0.0000,True,UB,1,0,0.0,TIE,0.0,1727,0.0000,,baseline,1727,0.0000,
EC_n055_006_a25_016,EC,55,0.25,006,634,0.0,5,5,1,optimal,,634,0.01577,112.0,TIE,634.0,0.0,634,0.0000,True,UB,1,0,0.0,TIE,0.0,634,0.0000,,baseline,634,0.0000,
EC_n055_006_a50_017,EC,55,0.5,006,1508,0.0,5,5,1,optimal,,1508,0.092752,370.0,TIE,1508.0,308.0,1509,0.0663,0,GAP<0.3%,1,0,0.0,TIE,0.0,1509,0.0663,7.5,refined,1509,0.0663,
EC_n055_006_a75_018,EC,55,0.75,006,1587,0.0,4,5,1,optimal,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),1587,0.031496,455.0,TIE,1587.0,1.4,1587,0.0000,True,UB,1,0,0.0,TIE,0.0,1587,0.0000,,baseline,1587,0.0000,
EC_n055_007_a25_019,EC,55,0.25,007,375,0.0,5,5,1,optimal,,375,0.0,115.0,TIE,375.0,0.0,375,0.0000,True,UB,1,0,0.0,TIE,0.0,375,0.0000,,baseline,375,0.0,
EC_n055_007_a50_020,EC,55,0.5,007,1258,0.0,5,5,1,optimal,,1258,0.694664,394.0,TIE,1258.0,600.4,1258,0.0000,True,GAP<0.3%,2,0,0.0,TIE,0.0,1258,0.0000,,baseline,1258,0.0000,
EC_n055_007_a75_021,EC,55,0.75,007,1612,0.0,4,5,1,optimal,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),1612,0.043405,490.0,TIE,1612.0,0.9,1612,0.0000,True,UB,1,0,0.0,TIE,0.0,1612,0.0000,,baseline,1612,0.0000,
EC_n055_008_a25_022,EC,55,0.25,008,773,0.0,5,5,1,optimal,,773,0.038795,145.0,TIE,773.0,0.0,773,0.0000,True,UB,1,0,0.0,TIE,0.0,773,0.0000,,baseline,773,0.0000,
EC_n055_008_a50_023,EC,55,0.5,008,1360,0.0,5,5,1,optimal,,1360,1.277584,406.0,TIE,1360.0,611.0,1360,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1363,0.2201,9.6,refined,1360,0.0000,
EC_n055_008_a75_024,EC,55,0.75,008,1606,0.0,4,5,1,optimal,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),1606,0.0,494.0,TIE,1606.0,1.2,1606,0.0000,True,UB,1,0,0.0,TIE,0.0,1606,0.0000,,baseline,1606,0.0,
EC_n055_009_a25_025,EC,55,0.25,009,944,0.0,5,5,1,optimal,,944,1.440802,132.0,TIE,944.0,600.1,944,0.0000,True,GAP<0.3%,2,0,0.0,TIE,0.0,944,0.0000,,baseline,944,0.0000,
EC_n055_009_a50_026,EC,55,0.5,009,1996,0.0,5,5,1,optimal,,1996,0.369372,386.0,TIE,1996.0,606.4,1996,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1998,0.1001,5.8,refined,1996,0.0000,
EC_n055_009_a75_027,EC,55,0.75,009,2370,0.0,4,5,1,optimal,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2370,0.0,502.0,TIE,2370.0,0.7,2370,0.0000,True,UB,1,0,0.0,TIE,0.0,2370,0.0000,,baseline,2370,0.0,
EC_n055_010_a25_028,EC,55,0.25,010,925,0.0,5,5,1,optimal,,925,0.258788,124.0,TIE,925.0,299.2,925,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,925,0.0000,,baseline,925,0.0000,
EC_n055_010_a50_029,EC,55,0.5,010,1791,0.0,5,5,1,optimal,,1791,1.782287,437.0,TIE,1791.0,901.1,1791,0.0000,True,GAP<0.3%,3,0,0.0,TIE,0.0,1791,0.0000,,baseline,1791,0.0000,
EC_n055_010_a75_030,EC,55,0.75,010,2038,0.0,4,5,1,optimal,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2038,0.014718,457.0,TIE,2038.0,1.4,2038,0.0000,True,UB,1,0,0.0,TIE,0.0,2038,0.0000,,baseline,2038,0.0000,
EC_n060_011_a25_031,EC,60,0.25,011,867,0.0,5,5,1,optimal,,867,1.911981,185.0,TIE,867.0,616.1,867,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,869,0.2301,15.9,refined,867,0.0000,
EC_n060_011_a50_032,EC,60,0.5,011,1662,0.01,5,5,2,incumbent,,1662,0.036088,457.0,TIE,1662.0,14.7,1662,0.0000,True,UB,1,0,0.0,TIE,0.0,1662,0.0000,,baseline,1662,0.0000,
EC_n060_011_a75_033,EC,60,0.75,011,1712,0.01,2,5,2,incumbent,WARNING: bpc_n_solved=2 < group_count=5; 3 instance(s) may be Class 3 (no_incumbent),1712,0.058377,604.0,TIE,1712.0,300.6,1713,0.0584,0,GAP<0.3%,1,0,0.0,TIE,0.0,1713,0.0584,0.1,refined,1713,0.05837711617046118,0.1
EC_n060_012_a25_034,EC,60,0.25,012,894,0.0,5,5,1,optimal,,894,1.465888,183.0,TIE,894.0,600.2,894,0.0000,True,GAP<0.3%,2,0,0.0,TIE,0.0,894,0.0000,,baseline,894,0.0000,
EC_n060_012_a50_035,EC,60,0.5,012,1710,0.01,5,5,2,incumbent,,1710,0.0,532.0,TIE,1710.0,0.7,1710,0.0000,True,UB,1,0,0.0,TIE,0.0,1710,0.0000,,baseline,1710,0.0,
EC_n060_012_a75_036,EC,60,0.75,012,1757,0.01,2,5,2,incumbent,WARNING: bpc_n_solved=2 < group_count=5; 3 instance(s) may be Class 3 (no_incumbent),1757,0.0,450.0,TIE,1757.0,0.7,1757,0.0000,True,UB,1,0,0.0,TIE,0.0,1757,0.0000,,baseline,1757,0.0,
EC_n060_013_a25_037,EC,60,0.25,013,1082,0.0,5,5,1,optimal,,1082,0.0,145.0,TIE,1082.0,0.0,1082,0.0000,True,UB,1,0,0.0,TIE,0.0,1082,0.0000,,baseline,1082,0.0,
EC_n060_013_a50_038,EC,60,0.5,013,1744,0.01,5,5,2,incumbent,,1744,1.189802,502.0,TIE,1744.0,620.7,1744,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1746,0.1145,19.2,refined,1744,0.0000,
EC_n060_013_a75_039,EC,60,0.75,013,2017,0.01,2,5,2,incumbent,WARNING: bpc_n_solved=2 < group_count=5; 3 instance(s) may be Class 3 (no_incumbent),2017,0.0,556.0,TIE,2017.0,0.7,2017,0.0000,True,UB,1,0,0.0,TIE,0.0,2017,0.0000,,baseline,2017,0.0,
EC_n060_014_a25_040,EC,60,0.25,014,1037,0.0,5,5,1,optimal,,1037,1.938534,141.0,TIE,1037.0,600.2,1037,0.0000,True,GAP<0.3%,2,0,0.0,TIE,0.0,1037,0.0000,,baseline,1037,0.0000,
EC_n060_014_a50_041,EC,60,0.5,014,2215,0.01,5,5,2,incumbent,,2215,1.1249,430.0,TIE,2215.0,613.1,2215,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,2221,0.2701,12.5,refined,2215,0.0000,
EC_n060_014_a75_042,EC,60,0.75,014,?,0.01,2,5,2,incumbent,WARNING: bpc_n_solved=2 < group_count=5; 3 instance(s) may be Class 3 (no_incumbent),2474,0.121114,489.0,NA,2474.0,301.7,2476,0.0808,0,GAP<0.3%,1,0,,NA,0.0,2477,0.1211,0.1,refined,2476,0.0808,
EC_n060_015_a25_043,EC,60,0.25,015,1075,0.0,5,5,1,optimal,,1075,0.912527,182.0,TIE,1075.0,299.6,1075,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,1075,0.0000,,baseline,1075,0.0000,
EC_n060_015_a50_044,EC,60,0.5,015,2102,0.01,5,5,2,incumbent,,2102,0.0,639.0,TIE,2102.0,0.6,2102,0.0000,True,UB,1,0,0.0,TIE,0.0,2102,0.0000,,baseline,2102,0.0,
EC_n060_015_a75_045,EC,60,0.75,015,2187,0.01,2,5,2,incumbent,WARNING: bpc_n_solved=2 < group_count=5; 3 instance(s) may be Class 3 (no_incumbent),2187,0.06854,417.0,TIE,2187.0,308.6,2188,0.0457,0,GAP<0.3%,1,0,0.0,TIE,0.0,2188,0.0457,8.5,refined,2188,0.0457,
EC_n065_016_a25_046,EC,65,0.25,016,867,0.11,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),867,0.092187,208.0,TIE,867.0,2.0,867,0.0000,True,UB,1,0,0.0,TIE,0.0,867,0.0000,,baseline,867,0.0000,
EC_n065_016_a50_047,EC,65,0.5,016,1853,0.02,5,5,2,incumbent,,1853,0.053937,736.0,TIE,1853.0,319.0,1853,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1854,0.0539,17.7,refined,1853,0.0000,
EC_n065_016_a75_048,EC,65,0.75,016,1921,0.0,3,5,1,optimal,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),1921,0.083221,461.0,TIE,1921.0,319.2,1922,0.0520,0,GAP<0.3%,1,0,0.0,TIE,0.0,1922,0.0520,17.6,refined,1922,0.0520,
EC_n065_017_a25_049,EC,65,0.25,017,993,0.11,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),993,0.779376,217.0,TIE,993.0,600.2,993,0.0000,True,GAP<0.3%,2,0,0.0,TIE,0.0,993,0.0000,,baseline,993,0.0000,
EC_n065_017_a50_050,EC,65,0.5,017,1900,0.02,5,5,2,incumbent,,1900,0.596421,898.0,TIE,1900.0,1223.2,1909,0.4715,0,TIERS_EXHAUSTED,4,0,0.0,TIE,0.0,1909,0.4715,21.9,refined,1909,0.4715,
EC_n065_017_a75_051,EC,65,0.75,017,1967,0.0,3,5,1,optimal,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),1967,0.081276,738.0,TIE,1967.0,323.0,1968,0.0508,0,GAP<0.3%,1,0,0.0,TIE,0.0,1968,0.0508,21.9,refined,1968,0.0508,
EC_n065_018_a25_052,EC,65,0.25,018,1183,0.11,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),1183,0.579881,222.0,TIE,1183.0,618.1,1183,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1186,0.2530,17.9,refined,1183,0.0000,
EC_n065_018_a50_053,EC,65,0.5,018,1883,0.02,5,5,2,incumbent,,1883,1.706948,576.0,TIE,1883.0,1232.4,1888,0.2648,0,GAP<0.3%,4,0,0.0,TIE,0.0,1888,0.2648,30.3,refined,1888,0.2648,
EC_n065_018_a75_054,EC,65,0.75,018,2146,0.0,3,5,1,optimal,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),2146,0.0,796.0,TIE,2146.0,2.2,2146,0.0000,True,UB,1,0,0.0,TIE,0.0,2146,0.0000,,baseline,2146,0.0,
EC_n065_019_a25_055,EC,65,0.25,019,1372,0.11,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),1372,0.680469,218.0,TIE,1372.0,300.1,1372,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,1372,0.0000,,baseline,1372,0.0000,
EC_n065_019_a50_056,EC,65,0.5,019,2352,0.02,5,5,2,incumbent,,2352,1.022598,732.0,TIE,2352.0,902.1,2352,0.0000,True,GAP<0.3%,3,0,0.0,TIE,0.0,2352,0.0000,,baseline,2352,0.0000,
EC_n065_019_a75_057,EC,65,0.75,019,2599,0.0,3,5,1,optimal,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),2598,0.038476,736.0,GAP,2599.0,0.9,2599,0.0000,True,UB,1,0,0.0,TIE,1.0,2599,0.0000,,baseline,2599,0.0,
EC_n065_020_a25_058,EC,65,0.25,020,1075,0.11,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),1075,1.601831,222.0,TIE,1075.0,321.0,1075,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1076,0.0929,20.8,refined,1075,0.0000,
EC_n065_020_a50_059,EC,65,0.5,020,2299,0.02,5,5,2,incumbent,,2299,0.125983,609.0,TIE,2299.0,323.6,2301,0.0869,0,GAP<0.3%,1,0,0.0,TIE,0.0,2301,0.0869,22.5,refined,2301,0.0869,
EC_n065_020_a75_060,EC,65,0.75,020,2487,0.0,3,5,1,optimal,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),2487,0.0,549.0,TIE,2487.0,1.8,2487,0.0000,True,UB,1,0,0.0,TIE,0.0,2487,0.0000,,baseline,2487,0.0,16.3
EC_n070_021_a25_061,EC,70,0.25,021,868,0.1,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),868,0.595511,211.0,TIE,868.0,1223.5,868,0.0000,1,GAP<0.3%,4,0,0.0,TIE,0.0,869,0.1151,22.9,refined,868,0.0000,
EC_n070_021_a50_062,EC,70,0.5,021,1953,0.01,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),1953,0.158479,517.0,TIE,1953.0,325.8,1953,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1956,0.1534,24.7,refined,1953,0.0000,
EC_n070_021_a75_063,EC,70,0.75,021,2032,0.0,4,5,1,optimal,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2032,0.073764,774.0,TIE,2031.0,324.6,2033,0.0984,0,GAP<0.3%,1,0,-1.0,GAP,-1.0,2033,0.0984,23.3,refined,2033,0.0984,
EC_n070_022_a25_064,EC,70,0.25,022,1093,0.1,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),1093,0.527849,192.0,TIE,1093.0,631.4,1093,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1094,0.0914,31.9,refined,1093,0.0000,
EC_n070_022_a50_065,EC,70,0.5,022,2018,0.01,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2018,0.074276,609.0,TIE,2018.0,344.2,2019,0.0495,0,GAP<0.3%,1,0,0.0,TIE,0.0,2019,0.0495,42.9,refined,2019,0.0495,
EC_n070_022_a75_066,EC,70,0.75,022,2099,0.0,4,5,1,optimal,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2099,0.0,577.0,TIE,2099.0,1.5,2099,0.0000,True,UB,1,0,0.0,TIE,0.0,2099,0.0000,,baseline,2099,0.0,39.8
EC_n070_023_a25_067,EC,70,0.25,023,1496,0.1,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),1496,0.465735,347.0,TIE,1496.0,1224.7,1501,0.3331,0,TIERS_EXHAUSTED,4,0,0.0,TIE,0.0,1501,0.3331,23.9,refined,1501,0.3331,
EC_n070_023_a50_068,EC,70,0.5,023,2206,0.01,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2206,0.545512,532.0,TIE,2206.0,1235.6,2216,0.4513,0,TIERS_EXHAUSTED,4,0,0.0,TIE,0.0,2217,0.4962,30.8,refined,2216,0.4513,
EC_n070_023_a75_069,EC,70,0.75,023,2359,0.0,4,5,1,optimal,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2359,0.0,588.0,TIE,2359.0,2.7,2359,0.0000,True,UB,1,0,0.0,TIE,0.0,2359,0.0000,,baseline,2359,0.0,
EC_n070_024_a25_070,EC,70,0.25,024,1671,0.1,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),1671,0.423098,237.0,TIE,1671.0,600.2,1671,0.0000,True,GAP<0.3%,2,0,0.0,TIE,0.0,1671,0.0000,,baseline,1671,0.0000,
EC_n070_024_a50_071,EC,70,0.5,024,2752,0.01,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2752,0.692841,680.0,TIE,2752.0,616.7,2752,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,2754,0.0726,15.2,refined,2752,0.0000,
EC_n070_024_a75_072,EC,70,0.75,024,3008,0.0,4,5,1,optimal,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),3007,0.033245,718.0,GAP,3007.0,316.2,3008,0.0332,0,GAP<0.3%,1,0,-1.0,GAP,0.0,3008,0.0332,14.2,refined,3008,0.03324468085106383,15.2
EC_n070_025_a25_073,EC,70,0.25,025,1374,0.1,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),1374,0.650759,267.0,TIE,1374.0,328.5,1374,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1376,0.1453,28.2,refined,1374,0.0000,
EC_n070_025_a50_074,EC,70,0.5,025,2346,0.01,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2346,0.157467,898.0,TIE,2346.0,324.8,2346,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,2349,0.1277,23.1,refined,2346,0.0000,
EC_n070_025_a75_075,EC,70,0.75,025,2599,0.0,4,5,1,optimal,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2598,0.038476,616.0,GAP,2599.0,2.7,2599,0.0000,True,UB,1,0,0.0,TIE,1.0,2599,0.0000,,baseline,2599,0.0,22.1
EC_n075_026_a25_076,EC,75,0.25,026,879,NA,NA,5,4,not_reported,outside paper coverage,879,0.655515,223.0,TIE,879.0,1250.2,879,0.0000,1,GAP<0.3%,4,0,0.0,TIE,0.0,880,0.1136,49.8,refined,879,0.0000,
EC_n075_026_a50_077,EC,75,0.5,026,1970,NA,NA,5,4,not_reported,outside paper coverage,1970,0.217799,415.0,TIE,1970.0,343.1,1970,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1974,0.2026,41.3,refined,1970,0.0000,
EC_n075_026_a75_078,EC,75,0.75,026,2046,NA,NA,5,4,not_reported,outside paper coverage,2053,0.291404,476.0,BEAT,2053.0,345.4,2055,0.0973,0,GAP<0.3%,1,0,7.0,BEAT,0.0,2059,0.2914,42.2,refined,2055,0.0973,
EC_n075_027_a25_079,EC,75,0.25,027,1304,NA,NA,5,4,not_reported,outside paper coverage,1295,0.902969,221.0,GAP,1304.0,692.8,1305,0.0766,0,GAP<0.3%,2,0,0.0,TIE,9.0,1307,0.2295,92.5,refined,1305,0.0766,
EC_n075_027_a50_080,EC,75,0.5,027,2145,NA,NA,5,4,not_reported,outside paper coverage,2145,0.0885,494.0,TIE,2145.0,378.9,2145,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,2146,0.0466,76.7,refined,2145,0.0000,
EC_n075_027_a75_081,EC,75,0.75,027,2221,NA,NA,5,4,not_reported,outside paper coverage,2221,0.076484,540.0,TIE,2221.0,382.0,2222,0.0450,0,GAP<0.3%,1,0,0.0,TIE,0.0,2222,0.0450,79.7,refined,2222,0.0450,
EC_n075_028_a25_082,EC,75,0.25,028,?,NA,NA,5,4,not_reported,outside paper coverage,1697,0.404953,322.0,NA,1697.0,1282.0,1702,0.2938,0,TIERS_EXHAUSTED,4,0,,NA,0.0,1703,0.3523,80.5,refined,1702,0.2938,
EC_n075_028_a50_083,EC,75,0.5,028,?,NA,NA,5,4,not_reported,outside paper coverage,2436,0.143472,495.0,NA,2435.0,362.1,2436,0.0411,0,GAP<0.3%,1,0,,NA,-1.0,2439,0.1640,58.1,refined,2436,0.0411,
EC_n075_028_a75_084,EC,75,0.75,028,?,NA,NA,5,4,not_reported,outside paper coverage,2581,0.077429,398.0,NA,2581.0,302.7,2581,0.0000,True,GAP<0.3%,1,0,,NA,0.0,2581,0.0000,,baseline,2581,0.0000,
EC_n075_029_a25_085,EC,75,0.25,029,?,NA,NA,5,4,not_reported,outside paper coverage,1755,0.022787,270.0,NA,1755.0,1.3,1755,0.0000,True,UB,1,0,,NA,0.0,1755,0.0000,,baseline,1755,0.0000,
