instance,family,n,alpha,group_id,bks,bpc_oa_gap_pct,bpc_n_solved,bpc_group_count,bpc_class,bpc_class_label,bpc_note,master_obj,master_cert_gap_pct,master_rt_s,master_status,alns_obj,alns_runtime_s,best_ub,final_cert_gap_pct,alns_lag_proven_optimal,beta_stop_reason,beta_phases,beta_ec_gain,beta_vs_bks,beta_status,beta_vs_master,baseline_ub,baseline_cert_gap_pct,refine_s,refined_source,selfseed_ub,selfseed_gap_pct,selfseed_refine_s
D_n040_003_a50_008,D,40,0.5,003,1023,NA,NA,5,4,not_reported,outside paper coverage,1023,0.156159,274.0,TIE,1023.0,300.4,1023,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,1023,0.0000,,baseline,1023,0.0000,
D_n040_003_a75_009,D,40,0.75,003,1149,NA,NA,5,4,not_reported,outside paper coverage,1149,0.0,381.0,TIE,1149.0,1.2,1149,0.0000,True,UB,1,0,0.0,TIE,0.0,1149,0.0000,,baseline,1149,0.0,
D_n040_004_a25_010,D,40,0.25,004,723,NA,NA,5,4,not_reported,outside paper coverage,723,0.0,80.0,TIE,723.0,0.0,723,0.0000,True,UB,1,0,0.0,TIE,0.0,723,0.0000,,baseline,723,0.0,
D_n040_004_a50_011,D,40,0.5,004,1374,NA,NA,5,4,not_reported,outside paper coverage,1374,0.311979,340.0,TIE,1374.0,300.8,1374,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,1374,0.0000,,baseline,1374,0.0000,
D_n040_004_a75_012,D,40,0.75,004,1537,NA,NA,5,4,not_reported,outside paper coverage,1537,0.0,452.0,TIE,1537.0,1.6,1537,0.0000,True,UB,1,0,0.0,TIE,0.0,1537,0.0000,,baseline,1537,0.0,
D_n040_005_a25_013,D,40,0.25,005,837,NA,NA,5,4,not_reported,outside paper coverage,837,0.404569,191.0,TIE,837.0,300.2,837,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,837,0.0000,,baseline,837,0.0000,
D_n040_005_a50_014,D,40,0.5,005,1351,NA,NA,5,4,not_reported,outside paper coverage,1351,0.169955,400.0,TIE,1351.0,607.4,1351,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1353,0.1478,6.1,refined,1351,0.0000,
D_n040_005_a75_015,D,40,0.75,005,1467,NA,NA,5,4,not_reported,outside paper coverage,1467,0.0,385.0,TIE,1467.0,0.9,1467,0.0000,True,UB,1,0,0.0,TIE,0.0,1467,0.0000,,baseline,1467,0.0,
D_n045_006_a25_016,D,45,0.25,006,745,0.0,5,5,1,optimal,,745,0.454303,366.0,TIE,745.0,300.5,745,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,745,0.0000,,baseline,745,0.0000,
D_n045_006_a50_017,D,45,0.5,006,1208,0.0,5,5,1,optimal,,1208,0.008277,398.0,TIE,1208.0,2.2,1208,0.0000,True,UB,1,0,0.0,TIE,0.0,1208,0.0000,,baseline,1208,0.0000,
D_n045_006_a75_018,D,45,0.75,006,1245,0.0,5,5,1,optimal,,1245,0.0,423.0,TIE,1245.0,2.8,1245,0.0000,True,UB,1,0,0.0,TIE,0.0,1245,0.0000,,baseline,1245,0.0,
D_n045_007_a25_019,D,45,0.25,007,662,0.0,5,5,1,optimal,,662,0.82397,282.0,TIE,662.0,307.4,662,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,663,0.1508,7.3,refined,662,0.0000,
D_n045_007_a50_020,D,45,0.5,007,1105,0.0,5,5,1,optimal,,1105,0.78118,242.0,TIE,1105.0,900.7,1105,0.0000,True,GAP<0.3%,3,0,0.0,TIE,0.0,1105,0.0000,,baseline,1105,0.0000,
D_n045_007_a75_021,D,45,0.75,007,1369,0.0,5,5,1,optimal,,1369,0.0,408.0,TIE,1369.0,1.8,1369,0.0000,True,UB,1,0,0.0,TIE,0.0,1369,0.0000,,baseline,1369,0.0,
D_n045_008_a25_022,D,45,0.25,008,953,0.0,5,5,1,optimal,,953,0.240762,325.0,TIE,953.0,300.3,953,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,953,0.0000,,baseline,953,0.0000,
D_n045_008_a50_023,D,45,0.5,008,1337,0.0,5,5,1,optimal,,1337,0.104603,382.0,TIE,1337.0,610.5,1337,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1338,0.0747,8.6,refined,1337,0.0000,
D_n045_008_a75_024,D,45,0.75,008,1483,0.0,5,5,1,optimal,,1483,0.0,379.0,TIE,1483.0,1.8,1483,0.0000,True,UB,1,0,0.0,TIE,0.0,1483,0.0000,,baseline,1483,0.0,
D_n045_009_a25_025,D,45,0.25,009,936,0.0,5,5,1,optimal,,936,0.234492,354.0,TIE,936.0,613.7,936,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,938,0.2132,13.0,refined,936,0.0000,
D_n045_009_a50_026,D,45,0.5,009,1528,0.0,5,5,1,optimal,,1528,0.0,448.0,TIE,1528.0,2.2,1528,0.0000,True,UB,1,0,0.0,TIE,0.0,1528,0.0000,,baseline,1528,0.0,8.6
D_n045_009_a75_027,D,45,0.75,009,1651,0.0,5,5,1,optimal,,1651,0.0,451.0,TIE,1651.0,4.3,1651,0.0000,True,UB,1,0,0.0,TIE,0.0,1651,0.0000,,baseline,1651,0.0,
D_n045_010_a25_028,D,45,0.25,010,957,0.0,5,5,1,optimal,,957,0.3125,572.0,TIE,957.0,300.5,957,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,957,0.0000,,baseline,957,0.0000,
D_n045_010_a50_029,D,45,0.5,010,1462,0.0,5,5,1,optimal,,1462,0.143433,503.0,TIE,1462.0,611.0,1462,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1464,0.1366,8.8,refined,1462,0.0000,
D_n045_010_a75_030,D,45,0.75,010,1613,0.0,5,5,1,optimal,,1613,0.0,520.0,TIE,1613.0,2.4,1613,0.0000,True,UB,1,0,0.0,TIE,0.0,1613,0.0000,,baseline,1613,0.0,
D_n050_011_a25_031,D,50,0.25,011,952,0.0,5,5,1,optimal,,952,0.241014,206.0,TIE,952.0,300.4,952,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,952,0.0000,,baseline,952,0.0000,
D_n050_011_a50_032,D,50,0.5,011,1418,0.0,5,5,1,optimal,,1418,0.014102,686.0,TIE,1418.0,2.2,1418,0.0000,True,UB,1,0,0.0,TIE,0.0,1418,0.0000,,baseline,1418,0.0000,
D_n050_011_a75_033,D,50,0.75,011,1464,0.0,5,5,1,optimal,,1464,0.0,947.0,TIE,1464.0,5.3,1464,0.0000,True,UB,1,0,0.0,TIE,0.0,1464,0.0000,,baseline,1464,0.0,
D_n050_012_a25_034,D,50,0.25,012,753,0.0,5,5,1,optimal,,753,0.607181,157.0,TIE,753.0,310.8,753,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,754,0.1326,10.7,refined,753,0.0000,
D_n050_012_a50_035,D,50,0.5,012,1216,0.0,5,5,1,optimal,,1216,0.815661,464.0,TIE,1216.0,901.9,1216,0.0000,True,GAP<0.3%,3,0,0.0,TIE,0.0,1216,0.0000,,baseline,1216,0.0000,
D_n050_012_a75_036,D,50,0.75,012,1478,0.0,5,5,1,optimal,,1478,0.148629,951.0,TIE,1478.0,303.3,1478,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,1478,0.0000,,baseline,1478,0.0000,
D_n050_013_a25_037,D,50,0.25,013,963,0.0,5,5,1,optimal,,963,0.854525,162.0,TIE,963.0,300.2,963,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,963,0.0000,,baseline,963,0.0000,
D_n050_013_a50_038,D,50,0.5,013,1349,0.0,5,5,1,optimal,,1349,0.273527,691.0,TIE,1349.0,616.4,1349,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1352,0.2219,11.9,refined,1349,0.0000,
D_n050_013_a75_039,D,50,0.75,013,1593,0.0,5,5,1,optimal,,1593,0.0,831.0,TIE,1593.0,4.6,1593,0.0000,True,UB,1,0,0.0,TIE,0.0,1593,0.0000,,baseline,1593,0.0,
D_n050_014_a25_040,D,50,0.25,014,1136,0.0,5,5,1,optimal,,1136,0.950388,218.0,TIE,1136.0,914.5,1136,0.0000,1,GAP<0.3%,3,0,0.0,TIE,0.0,1138,0.1757,13.9,refined,1136,0.0000,
D_n050_014_a50_041,D,50,0.5,014,1809,0.0,5,5,1,optimal,,1809,0.248139,931.0,TIE,1809.0,617.4,1809,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1813,0.2206,13.5,refined,1809,0.0000,
D_n050_014_a75_042,D,50,0.75,014,2061,0.0,5,5,1,optimal,,2061,0.0,1071.0,TIE,2061.0,7.2,2061,0.0000,True,UB,1,0,0.0,TIE,0.0,2061,0.0000,,baseline,2061,0.0,
D_n050_015_a25_043,D,50,0.25,015,968,0.0,5,5,1,optimal,,968,0.575185,257.0,TIE,968.0,916.5,968,0.0000,1,GAP<0.3%,3,0,0.0,TIE,0.0,969,0.1032,15.5,refined,968,0.0000,
D_n050_015_a50_044,D,50,0.5,015,1591,0.0,5,5,1,optimal,,1591,0.006285,696.0,TIE,1591.0,2.6,1591,0.0000,True,UB,1,0,0.0,TIE,0.0,1591,0.0000,,baseline,1591,0.0000,
D_n050_015_a75_045,D,50,0.75,015,1635,0.0,5,5,1,optimal,,1635,0.0,1176.0,TIE,1635.0,5.5,1635,0.0000,True,UB,1,0,0.0,TIE,0.0,1635,0.0000,,baseline,1635,0.0,
D_n055_016_a25_046,D,55,0.25,016,984,0.0,5,5,1,optimal,,984,1.806207,443.0,TIE,984.0,928.1,984,0.0000,1,GAP<0.3%,3,0,0.0,TIE,0.0,985,0.1015,26.6,refined,984,0.0000,
D_n055_016_a50_047,D,55,0.5,016,1449,0.0,5,5,1,optimal,,1449,0.089637,1420.0,TIE,1449.0,311.8,1449,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,1449,0.0000,,baseline,1449,0.0000,
D_n055_016_a75_048,D,55,0.75,016,1491,0.0,5,5,1,optimal,,1490,0.073771,1029.0,GAP,1491.0,7.3,1491,0.0000,True,UB,1,0,0.0,TIE,1.0,1491,0.0000,,baseline,1491,0.0000,
D_n055_017_a25_049,D,55,0.25,017,773,0.0,5,5,1,optimal,,773,0.604346,360.0,TIE,773.0,300.4,773,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,773,0.0000,,baseline,773,0.0000,
D_n055_017_a50_050,D,55,0.5,017,1337,0.0,5,5,1,optimal,,1337,0.690782,1141.0,TIE,1337.0,902.6,1337,0.0000,True,GAP<0.3%,3,0,0.0,TIE,0.0,1337,0.0000,,baseline,1337,0.0000,
D_n055_017_a75_051,D,55,0.75,017,1609,0.0,5,5,1,optimal,,1609,0.155135,1214.0,TIE,1609.0,308.0,1609,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,1609,0.0000,,baseline,1609,0.0000,
D_n055_018_a25_052,D,55,0.25,018,973,0.0,5,5,1,optimal,,973,0.724416,359.0,TIE,973.0,300.5,973,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,973,0.0000,,baseline,973,0.0000,
D_n055_018_a50_053,D,55,0.5,018,1368,0.0,5,5,1,optimal,,1368,0.20426,1081.0,TIE,1368.0,631.0,1368,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1370,0.1460,25.6,refined,1368,0.0000,
D_n055_018_a75_054,D,55,0.75,018,1614,0.0,5,5,1,optimal,,1614,0.006195,1470.0,TIE,1614.0,7.0,1614,0.0000,True,UB,1,0,0.0,TIE,0.0,1614,0.0000,,baseline,1614,0.0000,
D_n055_019_a25_055,D,55,0.25,019,1147,0.0,5,5,1,optimal,,1147,1.256887,513.0,TIE,1147.0,923.6,1147,0.0000,1,TIERS_EXHAUSTED,3,0,0.0,TIE,0.0,1157,0.8643,22.7,refined,1147,0.0000,
D_n055_019_a50_056,D,55,0.5,019,1920,0.0,5,5,1,optimal,,1920,0.311526,1317.0,TIE,1920.0,625.9,1920,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1925,0.2597,21.0,refined,1920,0.0000,
D_n055_019_a75_057,D,55,0.75,019,2173,0.0,5,5,1,optimal,,2173,0.0,1522.0,TIE,2173.0,6.2,2173,0.0000,True,UB,1,0,0.0,TIE,0.0,2173,0.0000,,baseline,2173,0.0,18.2
D_n055_020_a25_058,D,55,0.25,020,1157,0.0,5,5,1,optimal,,1157,0.626986,506.0,TIE,1157.0,919.1,1157,0.0000,1,GAP<0.3%,3,0,0.0,TIE,0.0,1159,0.1726,17.4,refined,1157,0.0000,
D_n055_020_a50_059,D,55,0.5,020,1891,0.0,5,5,1,optimal,,1891,0.095097,1391.0,TIE,1891.0,304.9,1891,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,1891,0.0000,,baseline,1891,0.0000,
D_n055_020_a75_060,D,55,0.75,020,1958,0.0,5,5,1,optimal,,1958,0.0,1566.0,TIE,1958.0,2.8,1958,0.0000,True,UB,1,0,0.0,TIE,0.0,1958,0.0000,,baseline,1958,0.0,
D_n060_021_a25_061,D,60,0.25,021,1084,0.0,5,5,1,optimal,,1084,0.950292,612.0,TIE,1084.0,644.2,1084,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1085,0.0922,42.4,refined,1084,0.0000,
D_n060_021_a50_062,D,60,0.5,021,1646,0.11,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),1646,0.078917,948.0,TIE,1646.0,309.6,1646,0.0000,True,GAP<0.3%,1,0,0.0,TIE,0.0,1646,0.0000,,baseline,1646,0.0000,
D_n060_021_a75_063,D,60,0.75,021,1700,0.12,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),1699,0.094084,536.0,GAP,1700.0,9.5,1700,0.0000,True,UB,1,0,0.0,TIE,1.0,1700,0.0000,,baseline,1700,0.0000,
D_n060_022_a25_064,D,60,0.25,022,1083,0.0,5,5,1,optimal,,1083,0.74237,569.0,TIE,1083.0,939.3,1083,0.0000,1,GAP<0.3%,3,0,0.0,TIE,0.0,1084,0.0923,38.3,refined,1083,0.0000,
D_n060_022_a50_065,D,60,0.5,022,1778,0.11,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),1777,0.914464,944.0,GAP,1777.0,949.6,1787,0.5596,0,TIERS_EXHAUSTED,3,0,-1.0,GAP,0.0,1790,0.7263,42.6,refined,1787,0.5596,
D_n060_022_a75_066,D,60,0.75,022,1956,0.12,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),1956,0.0,683.0,TIE,1956.0,3.6,1956,0.0000,True,UB,1,0,0.0,TIE,0.0,1956,0.0000,,baseline,1956,0.0,
D_n060_023_a25_067,D,60,0.25,023,1263,0.0,5,5,1,optimal,,1263,0.244846,610.0,TIE,1263.0,630.5,1263,0.0000,1,GAP<0.3%,2,0,0.0,TIE,0.0,1265,0.1581,29.5,refined,1263,0.0000,
D_n060_023_a50_068,D,60,0.5,023,1767,0.11,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),1767,0.231495,929.0,TIE,1767.0,638.6,1768,0.0566,0,GAP<0.3%,2,0,0.0,TIE,0.0,1771,0.2259,31.4,refined,1768,0.0566,
D_n060_023_a75_069,D,60,0.75,023,2004,0.12,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2015,0.148662,967.0,BEAT,2015.0,358.5,2016,0.0496,0,GAP<0.3%,1,0,11.0,BEAT,0.0,2018,0.1487,44.0,refined,2016,0.0496,
D_n060_024_a25_070,D,60,0.25,024,1583,0.0,5,5,1,optimal,,1583,0.771015,918.0,TIE,1583.0,333.0,1583,0.0000,1,GAP<0.3%,1,0,0.0,TIE,0.0,1584,0.0631,32.4,refined,1583,0.0000,
D_n060_024_a50_071,D,60,0.5,024,2249,0.11,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),2249,0.960014,1946.0,TIE,2249.0,612.7,2249,0.0000,True,GAP<0.3%,2,0,0.0,TIE,0.0,2249,0.0000,,baseline,2249,0.0000,
D_n060_024_a75_072,D,60,0.75,024,2387,0.12,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2387,0.0,1244.0,TIE,2387.0,7.2,2387,0.0000,True,UB,1,0,0.0,TIE,0.0,2387,0.0000,,baseline,2387,0.0,
D_n060_025_a25_073,D,60,0.25,025,1559,0.0,5,5,1,optimal,,1559,0.313319,1032.0,TIE,1559.0,658.0,1562,0.1921,0,GAP<0.3%,2,0,0.0,TIE,0.0,1563,0.2559,54.3,refined,1562,0.1921,
D_n060_025_a50_074,D,60,0.5,025,2114,0.11,3,5,2,incumbent,WARNING: bpc_n_solved=3 < group_count=5; 2 instance(s) may be Class 3 (no_incumbent),2114,1.261093,2428.0,TIE,2114.0,614.2,2114,0.0000,True,GAP<0.3%,2,0,0.0,TIE,0.0,2114,0.0000,,baseline,2114,0.0000,
D_n060_025_a75_075,D,60,0.75,025,2269,0.12,4,5,2,incumbent,WARNING: bpc_n_solved=4 < group_count=5; 1 instance(s) may be Class 3 (no_incumbent),2269,0.0,1124.0,TIE,2269.0,9.4,2269,0.0000,True,UB,1,0,0.0,TIE,0.0,2269,0.0000,,baseline,2269,0.0,75.6
D_n065_026_a25_076,D,65,0.25,026,?,NA,NA,5,4,not_reported,outside paper coverage,1185,0.151668,288.0,NA,1185.0,650.4,1185,0.0000,1,GAP<0.3%,2,0,,NA,0.0,1186,0.0843,49.1,refined,1185,0.0000,
D_n065_026_a50_077,D,65,0.5,026,?,NA,NA,5,4,not_reported,outside paper coverage,1848,1.308411,3828.0,NA,1848.0,313.6,1848,0.0000,True,GAP<0.3%,1,0,,NA,0.0,1848,0.0000,,baseline,1848,0.0000,
D_n065_026_a75_078,D,65,0.75,026,?,NA,NA,5,4,not_reported,outside paper coverage,1901,0.512874,1220.0,NA,1902.0,316.8,1902,0.0000,True,GAP<0.3%,1,0,,NA,1.0,1902,0.0000,,baseline,1902,0.0000,
D_n065_027_a25_079,D,65,0.25,027,?,NA,NA,5,4,not_reported,outside paper coverage,1094,0.887842,202.0,NA,1094.0,951.6,1094,0.0000,1,GAP<0.3%,3,0,,NA,0.0,1096,0.1825,50.0,refined,1094,0.0000,
D_n065_027_a50_080,D,65,0.5,027,?,NA,NA,5,4,not_reported,outside paper coverage,1788,0.732845,2810.0,NA,1788.0,1266.2,1798,0.5562,0,TIERS_EXHAUSTED,4,0,,NA,0.0,1801,0.7218,52.5,refined,1798,0.5562,
D_n065_027_a75_081,D,65,0.75,027,?,NA,NA,5,4,not_reported,outside paper coverage,1985,0.16095,1342.0,NA,1984.0,363.9,1985,0.0504,0,GAP<0.3%,1,0,,NA,-1.0,1985,0.0504,50.1,refined,1985,0.0504,
D_n065_028_a25_082,D,65,0.25,028,?,NA,NA,5,4,not_reported,outside paper coverage,1383,0.374586,266.0,NA,1383.0,937.4,1387,0.2884,0,TIERS_EXHAUSTED,3,0,,NA,0.0,1388,0.3602,36.3,refined,1387,0.2884,
D_n065_028_a50_083,D,65,0.5,028,?,NA,NA,5,4,not_reported,outside paper coverage,1971,0.045641,2567.0,NA,1970.0,960.7,1971,0.0507,0,GAP<0.3%,3,0,,NA,-1.0,1971,0.0507,49.2,refined,1971,0.0507,
D_n065_028_a75_084,D,65,0.75,028,?,NA,NA,5,4,not_reported,outside paper coverage,2146,0.102411,1276.0,NA,2146.0,315.4,2147,0.0466,0,GAP<0.3%,1,0,,NA,0.0,2146,0.0000,,reverified,2147,0.0466,
D_n065_029_a25_085,D,65,0.25,029,?,NA,NA,5,4,not_reported,outside paper coverage,1663,0.822996,306.0,NA,1663.0,928.1,1663,0.0000,1,GAP<0.3%,3,0,,NA,0.0,1668,0.2998,27.3,refined,1663,0.0000,
D_n065_029_a50_086,D,65,0.5,029,?,NA,NA,5,4,not_reported,outside paper coverage,2450,1.050081,2919.0,NA,2449.0,653.1,2450,0.0408,0,GAP<0.3%,2,0,,NA,-1.0,2450,0.0408,40.2,refined,2450,0.0408,
D_n065_029_a75_087,D,65,0.75,029,?,NA,NA,5,4,not_reported,outside paper coverage,2598,0.057703,1248.0,NA,2598.0,315.3,2598,0.0000,True,GAP<0.3%,1,0,,NA,0.0,2598,0.0000,,baseline,2598,0.0000,
D_n065_030_a25_088,D,65,0.25,030,?,NA,NA,5,4,not_reported,outside paper coverage,1698,0.811963,435.0,NA,1698.0,1070.1,1699,0.0589,0,TIERS_EXHAUSTED,3,0,,NA,0.0,1707,0.5272,160.7,refined,1699,0.0589,
D_n065_030_a50_089,D,65,0.5,030,?,NA,NA,5,4,not_reported,outside paper coverage,2337,0.890585,1399.0,NA,2337.0,1052.2,2341,0.1709,0,TIERS_EXHAUSTED,3,0,,NA,0.0,2350,0.5532,125.3,refined,2341,0.1709,
D_n065_030_a75_090,D,65,0.75,030,?,NA,NA,5,4,not_reported,outside paper coverage,2506,0.167317,2242.0,NA,2507.0,312.4,2507,0.0000,True,GAP<0.3%,1,0,,NA,1.0,2507,0.0000,,baseline,2507,0.0000,
D_n070_031_a25_091,D,70,0.25,031,?,NA,NA,5,4,not_reported,outside paper coverage,1276,0.047,1496.0,NA,1276.0,2.2,1276,0.0000,True,UB,1,0,,NA,0.0,1276,0.0000,,baseline,1276,0.0000,
D_n070_031_a50_092,D,70,0.5,031,?,NA,NA,5,4,not_reported,outside paper coverage,1870,1.501185,1098.0,NA,1870.0,326.6,1872,0.1068,0,GAP<0.3%,1,0,,NA,0.0,1872,0.1068,10.4,refined,1872,0.1068,
D_n070_031_a75_093,D,70,0.75,031,?,NA,NA,5,4,not_reported,outside paper coverage,1931,0.566426,2366.0,NA,1932.0,460.7,1934,0.1034,0,GAP<0.3%,1,0,,NA,1.0,1934,0.1034,137.3,refined,1934,0.1034,
D_n070_032_a25_094,D,70,0.25,032,?,NA,NA,5,4,not_reported,outside paper coverage,1196,1.385224,1471.0,NA,1196.0,1000.6,1196,0.0000,1,TIERS_EXHAUSTED,3,0,,NA,0.0,1202,0.4992,96.2,refined,1196,0.0000,
D_n070_032_a50_095,D,70,0.5,032,?,NA,NA,5,4,not_reported,outside paper coverage,1908,0.63535,1124.0,NA,1908.0,1294.9,1918,0.5214,0,TIERS_EXHAUSTED,4,0,,NA,0.0,1919,0.5732,77.3,refined,1918,0.5214,
D_n070_032_a75_096,D,70,0.75,032,?,NA,NA,5,4,not_reported,outside paper coverage,2105,0.142315,1713.0,NA,2098.0,1017.9,2106,0.3799,0,TIERS_EXHAUSTED,3,0,,NA,-7.0,2106,0.3799,93.4,refined,2106,0.3799,
D_n070_033_a25_097,D,70,0.25,033,?,NA,NA,5,4,not_reported,outside paper coverage,1615,0.554187,1984.0,NA,1615.0,977.0,1615,0.0000,1,GAP<0.3%,3,0,,NA,0.0,1618,0.1854,72.0,refined,1615,0.0000,
D_n070_033_a50_098,D,70,0.5,033,?,NA,NA,5,4,not_reported,outside paper coverage,2300,1.1263,1137.0,NA,2301.0,313.9,2301,0.0000,True,GAP<0.3%,1,0,,NA,1.0,2301,0.0000,,baseline,2301,0.0000,
D_n070_033_a75_099,D,70,0.75,033,?,NA,NA,5,4,not_reported,outside paper coverage,2350,0.389963,1988.0,NA,2351.0,314.4,2351,0.0000,True,GAP<0.3%,1,0,,NA,1.0,2351,0.0000,,baseline,2351,0.0000,
D_n070_034_a25_100,D,70,0.25,034,?,NA,NA,5,4,not_reported,outside paper coverage,1845,1.072386,1249.0,NA,1845.0,301.5,1845,0.0000,True,GAP<0.3%,1,0,,NA,0.0,1845,0.0000,,baseline,1845,0.0000,
D_n070_034_a50_101,D,70,0.5,034,?,NA,NA,5,4,not_reported,outside paper coverage,2738,1.599281,2511.0,NA,2738.0,372.0,2739,0.0365,0,GAP<0.3%,1,0,,NA,0.0,2739,0.0365,51.8,refined,2739,0.0365,
D_n070_034_a75_102,D,70,0.75,034,?,NA,NA,5,4,not_reported,outside paper coverage,2907,0.109958,1136.0,NA,2907.0,434.0,2909,0.0688,0,GAP<0.3%,1,0,,NA,0.0,2909,0.0688,111.1,refined,2909,0.0688,
D_n070_035_a25_103,D,70,0.25,035,?,NA,NA,5,4,not_reported,outside paper coverage,1701,1.116149,944.0,NA,1701.0,1075.6,1702,0.0588,0,TIERS_EXHAUSTED,3,0,,NA,0.0,1708,0.4098,169.0,refined,1702,0.0588,
D_n070_035_a50_104,D,70,0.5,035,?,NA,NA,5,4,not_reported,outside paper coverage,2348,1.178451,5482.0,NA,2350.0,1102.5,2354,0.1699,0,TIERS_EXHAUSTED,3,0,,NA,2.0,2368,0.7601,173.1,refined,2354,0.1699,
D_n070_035_a75_105,D,70,0.75,035,?,NA,NA,5,4,not_reported,outside paper coverage,2528,0.197394,987.0,NA,2529.0,321.4,2530,0.0395,0,GAP<0.3%,1,0,,NA,1.0,2529,0.0000,,reverified,2530,0.0395,
D_n075_036_a25_106,D,75,0.25,036,?,NA,NA,5,4,not_reported,outside paper coverage,1378,0.941701,1084.0,NA,1378.0,1022.7,1378,0.0000,1,TIERS_EXHAUSTED,3,0,,NA,0.0,1383,0.3615,117.0,refined,1378,0.0000,
D_n075_036_a50_107,D,75,0.5,036,?,NA,NA,5,4,not_reported,outside paper coverage,2101,0.638449,2781.0,NA,2101.0,454.3,2102,0.0476,0,GAP<0.3%,1,0,,NA,0.0,2102,0.0476,134.0,refined,2102,0.0476,
D_n075_036_a75_108,D,75,0.75,036,?,NA,NA,5,4,not_reported,outside paper coverage,2144,0.487352,1442.0,NA,2145.0,799.6,2147,0.0932,0,GAP<0.3%,2,0,,NA,1.0,2147,0.0932,162.4,refined,2147,0.0932,
D_n075_037_a25_109,D,75,0.25,037,?,NA,NA,5,4,not_reported,outside paper coverage,1515,0.35517,1664.0,NA,1515.0,1095.7,1515,0.0000,1,GAP<0.3%,3,0,,NA,0.0,1516,0.0660,189.7,refined,1515,0.0000,
D_n075_037_a50_110,D,75,0.5,037,?,NA,NA,5,4,not_reported,outside paper coverage,2229,0.058288,2403.0,NA,2229.0,502.9,2230,0.0448,0,GAP<0.3%,1,0,,NA,0.0,2230,0.0448,175.8,refined,2230,0.0448,
D_n075_037_a75_111,D,75,0.75,037,?,NA,NA,5,4,not_reported,outside paper coverage,2338,0.106815,1497.0,NA,2337.0,509.5,2338,0.0428,0,GAP<0.3%,1,0,,NA,-1.0,2338,0.0428,193.3,refined,2338,0.0428,
D_n075_038_a25_112,D,75,0.25,038,?,NA,NA,5,4,not_reported,outside paper coverage,1815,0.460678,1727.0,NA,1815.0,1010.1,1816,0.0551,0,GAP<0.3%,3,0,,NA,0.0,1818,0.1650,102.6,refined,1816,0.0551,
D_n075_038_a50_113,D,75,0.5,038,?,NA,NA,5,4,not_reported,outside paper coverage,2522,0.903733,2691.0,NA,2522.0,629.5,2522,0.0000,True,GAP<0.3%,2,0,,NA,0.0,2522,0.0000,,baseline,2522,0.0000,
D_n075_038_a75_114,D,75,0.75,038,?,NA,NA,5,4,not_reported,outside paper coverage,2579,0.123925,1618.0,NA,2579.0,320.0,2579,0.0000,True,GAP<0.3%,1,0,,NA,0.0,2579,0.0000,,baseline,2579,0.0000,
D_n075_039_a25_115,D,75,0.25,039,?,NA,NA,5,4,not_reported,outside paper coverage,2266,0.079372,1826.0,NA,2266.0,724.0,2266,0.0000,1,GAP<0.3%,2,0,,NA,0.0,2268,0.0882,118.7,refined,2266,0.0000,
