instance,family,n,alpha,phase,tier,obj,ub,gap_pct,seeds,phase_rt,cumul_rt,event
ED_n060_024_a25_070,ED,60,0.25,3,3,1253.0,1260,0.5555555555555556,2,300.12227770000027,927.3313554000015,TIERS_EXHAUSTED
ED_n065_028_a25_082,ED,65,0.25,1,1,1152.0,1161,0.7751937984496124,2,300.0448515999997,300.0448848999986,STALL→tier0→1 d_max=4
ED_n065_028_a25_082,ED,65,0.25,2,2,1152.0,1157,0.432152117545376,2,301.0523848999983,612.2653205999995,STALL→tier1→2 d_max=6
ED_n065_028_a25_082,ED,65,0.25,3,3,1152.0,1157,0.432152117545376,2,300.18891650000296,921.2784066999993,TIERS_EXHAUSTED
EB_n120_014_a25_040,EB,120,0.25,1,1,2707.0,2755,1.7422867513611617,2,300.286107099997,300.28613659999974,STALL→tier0→1 d_max=10
EB_n120_014_a25_040,EB,120,0.25,2,2,2707.0,2730,0.8424908424908425,2,300.0056723000016,619.0005396999986,STALL→tier1→2 d_max=14
EB_n120_014_a25_040,EB,120,0.25,3,3,2707.0,2721,0.5145167217934583,2,300.98415899999964,936.2761214999991,TIERS_EXHAUSTED
B_n130_017_a25_049,B,130,0.25,1,1,3062.0,3113,1.6382910375843238,1,300.7990056999988,300.79903600000034,STALL→tier0→1 d_max=16
B_n130_017_a25_049,B,130,0.25,2,2,3062.0,3084,0.7133592736705577,1,303.20482339999944,664.1978268999992,STALL→tier1→2 d_max=21
B_n130_017_a25_049,B,130,0.25,3,3,3062.0,3074,0.3903708523096942,1,304.34860299999855,1028.6389961999994,TIERS_EXHAUSTED
D_n065_030_a25_088,D,65,0.25,1,1,1698.0,1734,2.0761245674740483,1,305.14903200000117,305.14906650000194,STALL→tier0→1 d_max=8
D_n065_030_a25_088,D,65,0.25,2,2,1698.0,1716,1.048951048951049,1,300.0362316999999,643.7655249000018,STALL→tier1→2 d_max=11
D_n065_030_a25_088,D,65,0.25,3,3,1698.0,1707,0.5272407732864675,1,300.3558861999991,980.9624498000012,TIERS_EXHAUSTED
