instance,family,obj,published_ub,published_gap_pct,lb2_floor,min_ub,new_gap_pct
D_n080_043_a50_128,D,2723.0,2724.0,0.0367,2806,2724.0,0.03671071953010279
D_n080_043_a75_129,D,2800.0,2800.0,0.0,2807,2800.0,0.0
D_n080_044_a25_130,D,2265.0,2268.0,0.1323,3188,2268.0,0.13227513227513227
D_n080_044_a50_131,D,3252.0,3272.0,0.6112,3328,3272.0,0.6112469437652812
D_n080_044_a75_132,D,3323.0,3326.0,0.0902,3329,3326.0,0.09019843656043296
D_n080_045_a25_133,D,1910.0,1923.0,0.676,2582,1923.0,0.6760270410816432
D_n080_045_a50_134,D,2749.0,2771.0,0.7939,2959,2771.0,0.7939372067845544
D_n080_045_a75_135,D,2952.0,2956.0,0.1353,2960,2956.0,0.13531799729364005
EB_n100_001_a25_001,EB,1609.0,1611.0,0.1241,2035,1611.0,0.12414649286157665
EB_n100_001_a50_002,EB,2822.0,2824.0,0.0708,2985,2824.0,0.0708215297450425
EB_n100_001_a75_003,EB,3115.0,3115.0,0.0,3123,3115.0,0.0
EB_n100_002_a25_004,EB,1859.0,1863.0,0.2147,2264,1863.0,0.2147074610842727
EB_n100_002_a50_005,EB,3052.0,3053.0,0.0328,3318,3053.0,0.03275466754012447
EB_n100_002_a75_006,EB,3327.0,3327.0,0.0,3331,3327.0,0.0
EB_n100_003_a25_007,EB,1616.0,1618.0,0.1236,1945,1618.0,0.12360939431396785
EB_n100_003_a50_008,EB,2947.0,2949.0,0.0678,3159,2949.0,0.0678195998643608
EB_n100_003_a75_009,EB,3277.0,3277.0,0.0,3294,3277.0,0.0
EB_n100_004_a25_010,EB,2417.0,2418.0,0.0414,2956,2418.0,0.0413564929693962
EB_n100_004_a50_011,EB,3719.0,3720.0,0.0269,4140,3720.0,0.026881720430107527
EB_n100_004_a75_012,EB,4170.0,4170.0,0.0,4175,4170.0,0.0
EB_n100_005_a25_013,EB,1917.0,1917.0,0.0,2173,1917.0,0.0
EB_n100_005_a50_014,EB,3310.0,3310.0,0.0,3384,3310.0,0.0
EB_n100_005_a75_015,EB,3501.0,3501.0,0.0,3519,3501.0,0.0
EB_n110_006_a25_016,EB,1710.0,1711.0,0.0584,2449,1711.0,0.058445353594389245
EB_n110_006_a50_017,EB,3252.0,3259.0,0.2148,3493,3259.0,0.21478981282602025
EB_n110_006_a75_018,EB,3611.0,3611.0,0.0,3628,3611.0,0.0
EB_n110_007_a25_019,EB,2068.0,2070.0,0.0966,2654,2070.0,0.0966183574879227
EB_n110_007_a50_020,EB,3468.0,3474.0,0.1727,3769,3474.0,0.17271157167530224
EB_n110_007_a75_021,EB,3778.0,3778.0,0.0,3782,3778.0,0.0
EB_n110_008_a25_022,EB,1825.0,1829.0,0.2187,2275,1829.0,0.2186987424822307
EB_n110_008_a50_023,EB,3537.0,3538.0,0.0283,3678,3538.0,0.02826455624646693
EB_n110_008_a75_024,EB,3808.0,3808.0,0.0,3826,3808.0,0.0
EB_n110_009_a25_025,EB,2697.0,2698.0,0.0371,3345,2698.0,0.037064492216456635
EB_n110_009_a50_026,EB,4219.0,4221.0,0.0474,4662,4221.0,0.04738213693437574
EB_n110_009_a75_027,EB,4693.0,4693.0,0.0,4697,4693.0,0.0
EB_n110_010_a25_028,EB,2128.0,2134.0,0.2812,2483,2134.0,0.28116213683223995
EB_n110_010_a50_029,EB,3639.0,3639.0,0.0,3724,3639.0,0.0
EB_n110_010_a75_030,EB,3842.0,3842.0,0.0,3862,3842.0,0.0
EB_n120_011_a25_031,EB,2028.0,2034.0,0.295,2788,2034.0,0.2949852507374631
EB_n120_011_a50_032,EB,3865.0,3874.0,0.2323,4052,3874.0,0.23231801755291687
EB_n120_011_a75_033,EB,4071.0,4072.0,0.0246,4088,4072.0,0.02455795677799607
EB_n120_012_a25_034,EB,2496.0,2501.0,0.1999,3473,2501.0,0.19992003198720512
EB_n120_012_a50_035,EB,4032.0,4044.0,0.2967,4210,4044.0,0.2967359050445104
EB_n120_012_a75_036,EB,4220.0,4220.0,0.0,4224,4220.0,0.0
EB_n120_013_a25_037,EB,2688.0,2693.0,0.1857,3277,2693.0,0.18566654288897141
EB_n120_013_a50_038,EB,4040.0,4041.0,0.0247,4134,4041.0,0.024746349913387776
EB_n120_013_a75_039,EB,4147.0,4147.0,0.0,4170,4147.0,0.0
EB_n120_014_a25_040,EB,2707.0,2721.0,0.5145,3565,2721.0,0.5145167217934583
EB_n120_014_a50_041,EB,4549.0,4549.0,0.0,5004,4549.0,0.0
EB_n120_014_a75_042,EB,5034.0,5034.0,0.0,5040,5034.0,0.0
EB_n120_015_a25_043,EB,2247.0,2251.0,0.1777,2703,2251.0,0.1776988005330964
EB_n120_015_a50_044,EB,3857.0,3858.0,0.0259,4034,3858.0,0.02592016588906169
EB_n120_015_a75_045,EB,4268.0,4268.0,0.0,4303,4268.0,0.0
EB_n130_016_a25_046,EB,2237.0,2242.0,0.223,3018,2242.0,0.22301516503122212
EB_n130_016_a50_047,EB,4095.0,4096.0,0.0244,4312,4096.0,0.0244140625
EB_n130_016_a75_048,EB,4329.0,4339.0,0.2305,4350,4339.0,0.23046784973496198
EB_n130_017_a25_049,EB,2678.0,2683.0,0.1864,3675,2683.0,0.18635855385762207
EB_n130_017_a50_050,EB,4421.0,4446.0,0.5623,4624,4446.0,0.5623031938821412
EB_n130_017_a75_051,EB,4644.0,4644.0,0.0,4648,4644.0,0.0
EB_n130_018_a25_052,EB,3020.0,3026.0,0.1983,3758,3026.0,0.19828155981493722
EB_n130_018_a50_053,EB,4465.0,4468.0,0.0671,4560,4468.0,0.06714413607878246
EB_n130_018_a75_054,EB,4577.0,4584.0,0.1527,4594,4584.0,0.15270506108202442
EB_n130_019_a25_055,EB,2807.0,2819.0,0.4257,3565,2819.0,0.4256828662646328
EB_n130_019_a50_056,EB,4769.0,4770.0,0.021,5263,4770.0,0.020964360587002094
EB_n130_019_a75_057,EB,5291.0,5300.0,0.1698,5311,5300.0,0.16981132075471697
EB_n130_020_a25_058,EB,2348.0,2352.0,0.1701,2904,2352.0,0.17006802721088435
EB_n130_020_a50_059,EB,4058.0,4067.0,0.2213,4358,4067.0,0.22129333661175316
EB_n130_020_a75_060,EB,4584.0,4593.0,0.196,4628,4593.0,0.1959503592423253
EB_n140_021_a25_061,EB,2538.0,2544.0,0.2358,3417,2544.0,0.2358490566037736
EB_n140_021_a50_062,EB,4493.0,4505.0,0.2664,4830,4505.0,0.2663706992230854
EB_n140_021_a75_063,EB,4847.0,4860.0,0.2675,4872,4860.0,0.2674897119341564
EB_n140_022_a25_064,EB,2767.0,2779.0,0.4318,3954,2779.0,0.4318100035984167
EB_n140_022_a50_065,EB,4900.0,4925.0,0.5076,5145,4925.0,0.5076142131979695
EB_n140_022_a75_066,EB,5175.0,5175.0,0.0,5180,5175.0,0.0
EB_n140_023_a25_067,EB,3339.0,3343.0,0.1197,4191,3343.0,0.11965300628178283
EB_n140_023_a50_068,EB,4919.0,4928.0,0.1826,5102,4928.0,0.18262987012987011
EB_n140_023_a75_069,EB,5093.0,5102.0,0.1764,5117,5102.0,0.1764014112112897
EB_n140_024_a25_070,EB,3611.0,3617.0,0.1659,4706,3617.0,0.16588332872546308
EB_n140_024_a50_071,EB,5525.0,5538.0,0.2347,5657,5538.0,0.2347417840375587
EB_n140_024_a75_072,EB,5661.0,5662.0,0.0177,5666,5662.0,0.017661603673613562
EB_n140_025_a25_073,EB,2753.0,2753.0,0.0,3419,2753.0,0.0
EB_n140_025_a50_074,EB,4596.0,4606.0,0.2171,4803,4606.0,0.21710811984368217
EB_n140_025_a75_075,EB,4940.0,4940.0,0.0,4954,4940.0,0.0
EB_n150_026_a25_076,EB,2550.0,2560.0,0.3906,3519,2560.0,0.390625
EB_n150_026_a50_077,EB,4811.0,4822.0,0.2281,5172,4822.0,0.22812111157196183
EB_n150_026_a75_078,EB,5175.0,5183.0,0.1544,5215,5183.0,0.1543507621068879
EB_n150_027_a25_079,EB,2771.0,2792.0,0.7521,3977,2792.0,0.7521489971346704
EB_n150_027_a50_080,EB,5040.0,5047.0,0.1387,5379,5047.0,0.13869625520110956
EB_n150_027_a75_081,EB,5408.0,5414.0,0.1108,5424,5414.0,0.11082379017362395
EB_n150_028_a25_082,EB,3448.0,3451.0,0.0869,4321,3451.0,0.08693132425383947
EB_n150_028_a50_083,EB,5045.0,5060.0,0.2964,5335,5060.0,0.2964426877470355
EB_n150_028_a75_084,EB,5329.0,5337.0,0.1499,5352,5337.0,0.14989694584972832
EB_n150_029_a25_085,EB,4054.0,4063.0,0.2215,5162,4063.0,0.22151119862170812
EB_n150_029_a50_086,EB,6066.0,6078.0,0.1974,6173,6078.0,0.19743336623889435
EB_n150_029_a75_087,EB,6185.0,6186.0,0.0162,6189,6186.0,0.016165535079211122
EB_n150_030_a25_088,EB,2970.0,2971.0,0.0337,3740,2971.0,0.03365870077415012
EB_n150_030_a50_089,EB,4920.0,4932.0,0.2433,5144,4932.0,0.24330900243309003
EB_n150_030_a75_090,EB,5278.0,5285.0,0.1325,5296,5285.0,0.13245033112582782
EC_n050_001_a25_001,EC,421.0,421.0,0.0,552,421.0,0.0
EC_n050_001_a50_002,EC,1103.0,1103.0,0.0,1365,1103.0,0.0
EC_n050_001_a75_003,EC,1444.0,1445.0,0.0692,1479,1445.0,0.06920415224913494
EC_n050_002_a25_004,EC,355.0,355.0,0.0,378,355.0,0.0
EC_n050_002_a50_005,EC,1136.0,1136.0,0.0,1481,1136.0,0.0
EC_n050_002_a75_006,EC,1482.0,1482.0,0.0,1498,1482.0,0.0
EC_n050_003_a25_007,EC,773.0,773.0,0.0,948,773.0,0.0
EC_n050_003_a50_008,EC,1350.0,1353.0,0.2217,1495,1353.0,0.22172949002217296
EC_n050_003_a75_009,EC,1584.0,1584.0,0.0,1606,1584.0,0.0
EC_n050_004_a25_010,EC,844.0,844.0,0.0,1056,844.0,0.0
EC_n050_004_a50_011,EC,1885.0,1886.0,0.053,2054,1886.0,0.05302226935312832
EC_n050_004_a75_012,EC,2060.0,2060.0,0.0,2066,2060.0,0.0
EC_n050_005_a25_013,EC,826.0,826.0,0.0,970,826.0,0.0
EC_n050_005_a50_014,EC,1581.0,1581.0,0.0,1740,1581.0,0.0
EC_n050_005_a75_015,EC,1727.0,1727.0,0.0,1751,1727.0,0.0
EC_n055_006_a25_016,EC,634.0,634.0,0.0,668,634.0,0.0
EC_n055_006_a50_017,EC,1508.0,1509.0,0.0663,1579,1509.0,0.06626905235255136
EC_n055_006_a75_018,EC,1587.0,1587.0,0.0,1603,1587.0,0.0
EC_n055_007_a25_019,EC,375.0,375.0,0.0,399,375.0,0.0
EC_n055_007_a50_020,EC,1258.0,1258.0,0.0,1612,1258.0,0.0
EC_n055_007_a75_021,EC,1612.0,1612.0,0.0,1629,1612.0,0.0
EC_n055_008_a25_022,EC,773.0,773.0,0.0,950,773.0,0.0
EC_n055_008_a50_023,EC,1360.0,1363.0,0.2201,1516,1363.0,0.22010271460014674
EC_n055_008_a75_024,EC,1606.0,1606.0,0.0,1629,1606.0,0.0
EC_n055_009_a25_025,EC,944.0,944.0,0.0,1267,944.0,0.0
EC_n055_009_a50_026,EC,1996.0,1998.0,0.1001,2365,1998.0,0.10010010010010009
EC_n055_009_a75_027,EC,2370.0,2370.0,0.0,2377,2370.0,0.0
EC_n055_010_a25_028,EC,925.0,925.0,0.0,1079,925.0,0.0
EC_n055_010_a50_029,EC,1791.0,1791.0,0.0,2050,1791.0,0.0
EC_n055_010_a75_030,EC,2038.0,2038.0,0.0,2062,2038.0,0.0
EC_n060_011_a25_031,EC,867.0,869.0,0.2301,1024,869.0,0.23014959723820483
EC_n060_011_a50_032,EC,1662.0,1662.0,0.0,1710,1662.0,0.0
EC_n060_011_a75_033,EC,1712.0,1713.0,0.0584,1716,1713.0,0.05837711617046118
EC_n060_012_a25_034,EC,894.0,894.0,0.0,1069,894.0,0.0
EC_n060_012_a50_035,EC,1710.0,1710.0,0.0,1757,1710.0,0.0
EC_n060_012_a75_036,EC,1757.0,1757.0,0.0,1760,1757.0,0.0
EC_n060_013_a25_037,EC,1082.0,1082.0,0.0,1259,1082.0,0.0
EC_n060_013_a50_038,EC,1744.0,1746.0,0.1145,1927,1746.0,0.11454753722794961
EC_n060_013_a75_039,EC,2017.0,2017.0,0.0,2039,2017.0,0.0
EC_n060_014_a25_040,EC,1037.0,1037.0,0.0,1479,1037.0,0.0
EC_n060_014_a50_041,EC,2215.0,2221.0,0.2701,2477,2221.0,0.27014858171994593
EC_n060_014_a75_042,EC,2474.0,2477.0,0.1211,2481,2477.0,0.12111425111021397
EC_n060_015_a25_043,EC,1075.0,1075.0,0.0,1320,1075.0,0.0
EC_n060_015_a50_044,EC,2102.0,2102.0,0.0,2189,2102.0,0.0
EC_n060_015_a75_045,EC,2187.0,2188.0,0.0457,2202,2188.0,0.04570383912248629
EC_n065_016_a25_046,EC,867.0,867.0,0.0,1124,867.0,0.0
EC_n065_016_a50_047,EC,1853.0,1854.0,0.0539,1911,1854.0,0.05393743257820927
EC_n065_016_a75_048,EC,1921.0,1922.0,0.052,1928,1922.0,0.052029136316337155
EC_n065_017_a25_049,EC,993.0,993.0,0.0,1168,993.0,0.0
EC_n065_017_a50_050,EC,1900.0,1909.0,0.4715,1968,1909.0,0.47145102147721324
EC_n065_017_a75_051,EC,1967.0,1968.0,0.0508,1972,1968.0,0.05081300813008131
EC_n065_018_a25_052,EC,1183.0,1186.0,0.253,1561,1186.0,0.25295109612141653
EC_n065_018_a50_053,EC,1883.0,1888.0,0.2648,2130,1888.0,0.26483050847457623
EC_n065_018_a75_054,EC,2146.0,2146.0,0.0,2152,2146.0,0.0
EC_n065_019_a25_055,EC,1372.0,1372.0,0.0,1969,1372.0,0.0
EC_n065_019_a50_056,EC,2352.0,2352.0,0.0,2501,2352.0,0.0
EC_n065_019_a75_057,EC,2599.0,2599.0,0.0,2603,2599.0,0.0
EC_n065_020_a25_058,EC,1075.0,1076.0,0.0929,1329,1076.0,0.09293680297397769
EC_n065_020_a50_059,EC,2299.0,2301.0,0.0869,2508,2301.0,0.0869187309865276
EC_n065_020_a75_060,EC,2487.0,2487.0,0.0,2522,2487.0,0.0
EC_n070_021_a25_061,EC,868.0,869.0,0.1151,1134,869.0,0.11507479861910241
EC_n070_021_a50_062,EC,1953.0,1956.0,0.1534,2023,1956.0,0.15337423312883436
EC_n070_021_a75_063,EC,2031.0,2033.0,0.0984,2041,2033.0,0.0983767830791933
EC_n070_022_a25_064,EC,1093.0,1094.0,0.0914,1478,1094.0,0.09140767824497258
EC_n070_022_a50_065,EC,2018.0,2019.0,0.0495,2099,2019.0,0.04952947003467063
EC_n070_022_a75_066,EC,2099.0,2099.0,0.0,2103,2099.0,0.0
EC_n070_023_a25_067,EC,1496.0,1501.0,0.3331,2055,1501.0,0.3331112591605596
EC_n070_023_a50_068,EC,2206.0,2217.0,0.4962,2353,2217.0,0.49616599007668016
EC_n070_023_a75_069,EC,2359.0,2359.0,0.0,2365,2359.0,0.0
EC_n070_024_a25_070,EC,1671.0,1671.0,0.0,2279,1671.0,0.0
EC_n070_024_a50_071,EC,2752.0,2754.0,0.0726,2911,2754.0,0.07262164124909223
EC_n070_024_a75_072,EC,3007.0,3008.0,0.0332,3013,3008.0,0.03324468085106383
EC_n070_025_a25_073,EC,1374.0,1376.0,0.1453,1930,1376.0,0.14534883720930233
EC_n070_025_a50_074,EC,2346.0,2349.0,0.1277,2625,2349.0,0.1277139208173691
EC_n070_025_a75_075,EC,2599.0,2599.0,0.0,2626,2599.0,0.0
EC_n075_026_a25_076,EC,879.0,880.0,0.1136,1144,880.0,0.11363636363636363
EC_n075_026_a50_077,EC,1970.0,1974.0,0.2026,2045,1974.0,0.2026342451874367
EC_n075_026_a75_078,EC,2053.0,2059.0,0.2914,2064,2059.0,0.291403593977659
EC_n075_027_a25_079,EC,1304.0,1307.0,0.2295,2100,1307.0,0.22953328232593728
EC_n075_027_a50_080,EC,2145.0,2146.0,0.0466,2232,2146.0,0.046598322460391424
EC_n075_027_a75_081,EC,2221.0,2222.0,0.045,2234,2222.0,0.045004500450045004
EC_n075_028_a25_082,EC,1697.0,1703.0,0.3523,2267,1703.0,0.35231943628890194
EC_n075_028_a50_083,EC,2435.0,2439.0,0.164,2581,2439.0,0.16400164001640016
EC_n075_028_a75_084,EC,2581.0,2581.0,0.0,2586,2581.0,0.0
EC_n075_029_a25_085,EC,1755.0,1755.0,0.0,2462,1755.0,0.0
EC_n075_029_a50_086,EC,2982.0,2985.0,0.1005,3225,2985.0,0.10050251256281408
EC_n075_029_a75_087,EC,3221.0,3222.0,0.031,3225,3222.0,0.031036623215394164
EC_n075_030_a25_088,EC,1484.0,1484.0,0.0,2049,1484.0,0.0
EC_n075_030_a50_089,EC,2456.0,2465.0,0.3651,2756,2465.0,0.36511156186612576
EC_n075_030_a75_090,EC,2720.0,2720.0,0.0,2757,2720.0,0.0
EC_n080_031_a25_091,EC,1068.0,1070.0,0.1869,1355,1070.0,0.1869158878504673
EC_n080_031_a50_092,EC,2180.0,2181.0,0.0459,2356,2181.0,0.04585052728106373
EC_n080_031_a75_093,EC,2364.0,2370.0,0.2532,2375,2370.0,0.25316455696202533
EC_n080_032_a25_094,EC,1423.0,1427.0,0.2803,2230,1427.0,0.2803083391730904
EC_n080_032_a50_095,EC,2275.0,2286.0,0.4812,2462,2286.0,0.4811898512685914
EC_n080_032_a75_096,EC,2450.0,2450.0,0.0,2464,2450.0,0.0
EC_n080_033_a25_097,EC,1806.0,1812.0,0.3311,2477,1812.0,0.33112582781456956
EC_n080_033_a50_098,EC,2646.0,2651.0,0.1886,2802,2651.0,0.18860807242549982
EC_n080_033_a75_099,EC,2802.0,2804.0,0.0713,2807,2804.0,0.07132667617689016
EC_n080_034_a25_100,EC,1858.0,1858.0,0.0,2565,1858.0,0.0
EC_n080_034_a50_101,EC,3174.0,3177.0,0.0944,3427,3177.0,0.09442870632672333
EC_n080_034_a75_102,EC,3424.0,3425.0,0.0292,3428,3425.0,0.029197080291970805
EC_n080_035_a25_103,EC,1585.0,1589.0,0.2517,2251,1589.0,0.25173064820641916
EC_n080_035_a50_104,EC,2667.0,2678.0,0.4108,2968,2678.0,0.4107542942494399
EC_n080_035_a75_105,EC,2932.0,2932.0,0.0,2969,2932.0,0.0
ED_n040_001_a25_001,ED,412.0,412.0,0.0,446,412.0,0.0
ED_n040_001_a50_002,ED,948.0,948.0,0.0,1206,948.0,0.0
ED_n040_001_a75_003,ED,1201.0,1201.0,0.0,1210,1201.0,0.0
ED_n040_002_a25_004,ED,212.0,212.0,0.0,225,212.0,0.0
ED_n040_002_a50_005,ED,772.0,772.0,0.0,1129,772.0,0.0
ED_n040_002_a75_006,ED,1026.0,1029.0,0.2915,1173,1029.0,0.2915451895043732
ED_n040_003_a25_007,ED,352.0,352.0,0.0,474,352.0,0.0
ED_n040_003_a50_008,ED,994.0,994.0,0.0,1131,994.0,0.0
ED_n040_003_a75_009,ED,1138.0,1138.0,0.0,1164,1138.0,0.0
ED_n040_004_a25_010,ED,422.0,422.0,0.0,433,422.0,0.0
ED_n040_004_a50_011,ED,1154.0,1165.0,0.9442,1528,1165.0,0.944206008583691
ED_n040_004_a75_012,ED,1526.0,1526.0,0.0,1543,1526.0,0.0
ED_n040_005_a25_013,ED,445.0,445.0,0.0,651,445.0,0.0
ED_n040_005_a50_014,ED,1161.0,1162.0,0.0861,1477,1162.0,0.08605851979345956
ED_n040_005_a75_015,ED,1466.0,1466.0,0.0,1489,1466.0,0.0
ED_n045_006_a25_016,ED,523.0,523.0,0.0,590,523.0,0.0
ED_n045_006_a50_017,ED,1099.0,1099.0,0.0,1258,1099.0,0.0
ED_n045_006_a75_018,ED,1244.0,1244.0,0.0,1260,1244.0,0.0
ED_n045_007_a25_019,ED,253.0,253.0,0.0,277,253.0,0.0
ED_n045_007_a50_020,ED,914.0,915.0,0.1093,1272,915.0,0.1092896174863388
ED_n045_007_a75_021,ED,1278.0,1278.0,0.0,1386,1278.0,0.0
ED_n045_008_a25_022,ED,732.0,732.0,0.0,918,732.0,0.0
ED_n045_008_a50_023,ED,1326.0,1326.0,0.0,1472,1326.0,0.0
ED_n045_008_a75_024,ED,1471.0,1471.0,0.0,1485,1471.0,0.0
ED_n045_009_a25_025,ED,843.0,843.0,0.0,1176,843.0,0.0
ED_n045_009_a50_026,ED,1487.0,1488.0,0.0672,1645,1488.0,0.06720430107526883
ED_n045_009_a75_027,ED,1650.0,1650.0,0.0,1656,1650.0,0.0
ED_n045_010_a25_028,ED,813.0,813.0,0.0,970,813.0,0.0
ED_n045_010_a50_029,ED,1449.0,1449.0,0.0,1618,1449.0,0.0
ED_n045_010_a75_030,ED,1596.0,1596.0,0.0,1629,1596.0,0.0
ED_n050_011_a25_031,ED,623.0,623.0,0.0,690,623.0,0.0
ED_n050_011_a50_032,ED,1306.0,1307.0,0.0765,1468,1307.0,0.07651109410864575
ED_n050_011_a75_033,ED,1464.0,1464.0,0.0,1481,1464.0,0.0
ED_n050_012_a25_034,ED,354.0,354.0,0.0,387,354.0,0.0
ED_n050_012_a50_035,ED,1014.0,1015.0,0.0985,1402,1015.0,0.09852216748768472
ED_n050_012_a75_036,ED,1378.0,1381.0,0.2172,1517,1381.0,0.2172338884866039
ED_n050_013_a25_037,ED,742.0,742.0,0.0,1017,742.0,0.0
ED_n050_013_a50_038,ED,1337.0,1340.0,0.2239,1585,1340.0,0.22388059701492538
ED_n050_013_a75_039,ED,1582.0,1582.0,0.0,1607,1582.0,0.0
ED_n050_014_a25_040,ED,1034.0,1034.0,0.0,1586,1034.0,0.0
ED_n050_014_a50_041,ED,1787.0,1797.0,0.5565,2055,1797.0,0.5564830272676683
ED_n050_014_a75_042,ED,2058.0,2058.0,0.0,2066,2058.0,0.0
ED_n050_015_a25_043,ED,852.0,853.0,0.1172,1102,853.0,0.11723329425556857
ED_n050_015_a50_044,ED,1482.0,1484.0,0.1348,1641,1484.0,0.13477088948787064
ED_n050_015_a75_045,ED,1626.0,1626.0,0.0,1652,1626.0,0.0
ED_n055_016_a25_046,ED,845.0,846.0,0.1182,1309,846.0,0.1182033096926714
ED_n055_016_a50_047,ED,1447.0,1447.0,0.0,1492,1447.0,0.0
ED_n055_016_a75_048,ED,1488.0,1488.0,0.0,1504,1488.0,0.0
ED_n055_017_a25_049,ED,364.0,364.0,0.0,398,364.0,0.0
ED_n055_017_a50_050,ED,1135.0,1136.0,0.088,1533,1136.0,0.08802816901408451
ED_n055_017_a75_051,ED,1489.0,1490.0,0.0671,1648,1490.0,0.06711409395973154
ED_n055_018_a25_052,ED,742.0,744.0,0.2688,1019,744.0,0.2688172043010753
ED_n055_018_a50_053,ED,1348.0,1351.0,0.2221,1606,1351.0,0.22205773501110287
ED_n055_018_a75_054,ED,1601.0,1602.0,0.0624,1629,1602.0,0.062421972534332085
ED_n055_019_a25_055,ED,1036.0,1038.0,0.1927,1597,1038.0,0.1926782273603083
ED_n055_019_a50_056,ED,1897.0,1907.0,0.5244,2167,1907.0,0.5243838489774515
ED_n055_019_a75_057,ED,2169.0,2170.0,0.0461,2179,2170.0,0.04608294930875576
ED_n055_020_a25_058,ED,963.0,964.0,0.1037,1313,964.0,0.1037344398340249
ED_n055_020_a50_059,ED,1790.0,1790.0,0.0,1971,1790.0,0.0
ED_n055_020_a75_060,ED,1954.0,1956.0,0.1022,1972,1956.0,0.10224948875255625
ED_n060_021_a25_061,ED,846.0,846.0,0.0,1409,846.0,0.0
ED_n060_021_a50_062,ED,1637.0,1638.0,0.0611,1703,1638.0,0.06105006105006105
ED_n060_021_a75_063,ED,1698.0,1699.0,0.0589,1716,1699.0,0.05885815185403178
ED_n060_022_a25_064,ED,864.0,864.0,0.0,1157,864.0,0.0
ED_n060_022_a50_065,ED,1737.0,1766.0,1.6421,1948,1766.0,1.6421291053227631
ED_n060_022_a75_066,ED,1944.0,1954.0,0.5118,1959,1954.0,0.511770726714432
ED_n060_023_a25_067,ED,1050.0,1051.0,0.0951,1328,1051.0,0.09514747859181732
ED_n060_023_a50_068,ED,1736.0,1739.0,0.1725,2017,1739.0,0.17251293847038526
ED_n060_023_a75_069,ED,2002.0,2002.0,0.0,2040,2002.0,0.0
ED_n060_024_a25_070,ED,1253.0,1260.0,0.5556,2127,1260.0,0.5555555555555556
ED_n060_024_a50_071,ED,2138.0,2144.0,0.2799,2389,2144.0,0.2798507462686567
ED_n060_024_a75_072,ED,2383.0,2387.0,0.1676,2391,2387.0,0.1675743611227482
ED_n060_025_a25_073,ED,1346.0,1348.0,0.1484,1825,1348.0,0.1483679525222552
ED_n060_025_a50_074,ED,2014.0,2034.0,0.9833,2281,2034.0,0.983284169124877
ED_n060_025_a75_075,ED,2268.0,2269.0,0.0441,2292,2269.0,0.044072278536800354
ED_n065_026_a25_076,ED,858.0,859.0,0.1164,1511,859.0,0.11641443538998836
ED_n065_026_a50_077,ED,1838.0,1839.0,0.0544,1905,1839.0,0.0543773790103317
ED_n065_026_a75_078,ED,1900.0,1901.0,0.0526,1919,1901.0,0.052603892688058915
ED_n065_027_a25_079,ED,874.0,874.0,0.0,1178,874.0,0.0
ED_n065_027_a50_080,ED,1747.0,1766.0,1.0759,1980,1766.0,1.0758776896942241
ED_n065_027_a75_081,ED,1972.0,1982.0,0.5045,1991,1982.0,0.5045408678102926
ED_n065_028_a25_082,ED,1152.0,1157.0,0.4322,1723,1157.0,0.432152117545376
ED_n065_028_a50_083,ED,1948.0,1950.0,0.1026,2132,1950.0,0.10256410256410256
ED_n065_028_a75_084,ED,2143.0,2147.0,0.1863,2153,2147.0,0.18630647414997673
ED_n065_029_a25_085,ED,1343.0,1351.0,0.5922,2329,1351.0,0.5921539600296076
ED_n065_029_a50_086,ED,2340.0,2341.0,0.0427,2601,2341.0,0.042716787697565144
ED_n065_029_a75_087,ED,2596.0,2599.0,0.1154,2603,2599.0,0.11542901115813775
ED_n065_030_a25_088,ED,1478.0,1488.0,0.672,2147,1488.0,0.6720430107526881
ED_n065_030_a50_089,ED,2334.0,2340.0,0.2564,2512,2340.0,0.2564102564102564
ED_n065_030_a75_090,ED,2496.0,2497.0,0.04,2513,2497.0,0.040048057669203045
ED_n070_031_a25_091,ED,878.0,878.0,0.0,1522,878.0,0.0
ED_n070_031_a50_092,ED,1858.0,1859.0,0.0538,1926,1859.0,0.05379236148466917
ED_n070_031_a75_093,ED,1929.0,1932.0,0.1553,1951,1932.0,0.15527950310559005
ED_n070_032_a25_094,ED,974.0,974.0,0.0,1391,974.0,0.0
ED_n070_032_a50_095,ED,1867.0,1877.0,0.5328,2102,1877.0,0.5327650506126799
ED_n070_032_a75_096,ED,2083.0,2096.0,0.6202,2113,2096.0,0.6202290076335878
ED_n070_033_a25_097,ED,1483.0,1483.0,0.0,2174,1483.0,0.0
ED_n070_033_a50_098,ED,2197.0,2202.0,0.2271,2363,2202.0,0.2270663033605813
ED_n070_033_a75_099,ED,2350.0,2350.0,0.0,2365,2350.0,0.0
ED_n070_034_a25_100,ED,1445.0,1445.0,0.0,2529,1445.0,0.0
ED_n070_034_a50_101,ED,2540.0,2546.0,0.2357,2911,2546.0,0.2356637863315004
ED_n070_034_a75_102,ED,2904.0,2909.0,0.1719,2914,2909.0,0.1718803712616019
ED_n070_035_a25_103,ED,1479.0,1489.0,0.6716,2159,1489.0,0.6715916722632639
ED_n070_035_a50_104,ED,2347.0,2352.0,0.2126,2535,2352.0,0.21258503401360546
ED_n070_035_a75_105,ED,2518.0,2519.0,0.0397,2536,2519.0,0.03969829297340214
ED_n075_036_a25_106,ED,1076.0,1077.0,0.0929,1734,1077.0,0.09285051067780872
